,nombre,fecha_nac,cargo,partido,status,inicio,fin,primer_apellido,segundo_apellido,primer_nombre,segundo_nombre,sexo,legislatura,fecha_inicio_l,fecha_fin_l,legislaturas_agrupadas
224,"ARGUELLO WETHERALL, MARIA ELIDA",1954-07-20,Diputado,Frente Amplio,Suplente,2009,2010,ARGUELLO,WETHERALL,MARIA,ELIDA,0,46,2005-02-15,2010-02-14,1985-2025
225,"ARISMENDI DUBINSKY, ANA MARINA",1949-05-29,Senador,Frente Amplio,Titular,2005,2010,ARISMENDI,DUBINSKY,ANA,MARINA,0,46,2005-02-15,2010-02-14,1985-2025
226,"ARRARTE, EDISON",,Diputado,Frente Amplio,Suplente,2009,2009,ARRARTE,,EDISON,,1,46,2005-02-15,2010-02-14,1985-2025
227,"ARREGUI MARSANO, ROQUE EDISON",1950-08-16,Diputado,Frente Amplio,Titular,2005,2010,ARREGUI,MARSANO,ROQUE,EDISON,1,46,2005-02-15,2010-02-14,1985-2025
228,"ARRUABARRENA CHIAZZARO, ARTURO LUIS",1945-10-11,Senador,Frente Amplio,Suplente,2006,2006,ARRUABARRENA,CHIAZZARO,ARTURO,LUIS,1,46,2005-02-15,2010-02-14,1985-2025
229,"ASQUETA SONORA, MIGUEL MEDDARDO",1961-04-06,Diputado,Partido Nacional,Titular,2005,2009,ASQUETA,SONORA,MIGUEL,MEDDARDO,1,46,2005-02-15,2010-02-14,1985-2025
230,"RAINERI, WILSON",,Diputado,Partido Nacional,Suplente,2005,2005,RAINERI,,WILSON,,1,46,2005-02-15,2010-02-14,1985-2025
231,"RAMIREZ TURELL, JUAN ANDRES",1946-10-11,Senador,Partido Nacional,Suplente,2005,2005,RAMIREZ,TURELL,JUAN,ANDRES,1,46,2005-02-15,2010-02-14,1985-2025
232,"RAMOS ESPINDOLA, ROQUE FABIAN",1958-05-21,Diputado,Frente Amplio,Suplente,2005,2009,RAMOS,ESPINDOLA,ROQUE,FABIAN,1,46,2005-02-15,2010-02-14,1985-2025
233,"REISCH VILA, NIBIA ANDREA",1971-06-28,Diputado,Partido Colorado,Suplente,2010,2010,REISCH,VILA,NIBIA,ANDREA,0,46,2005-02-15,2010-02-14,1985-2025
234,"REPETTO VIGNOLA, ALEJANDRO DANIEL",1966-07-23,Diputado,Partido Nacional,Suplente,2010,2010,REPETTO,VIGNOLA,ALEJANDRO,DANIEL,1,46,2005-02-15,2010-02-14,1985-2025
234,"REPETTO VIGNOLA, ALEJANDRO DANIEL",1966-07-23,Diputado,Partido Nacional,Suplente,2005,2005,REPETTO,VIGNOLA,ALEJANDRO,DANIEL,1,46,2005-02-15,2010-02-14,1985-2025
235,"RIET VILLAMIL, FERNANDO GONZALO",1951-12-27,Diputado,Partido Nacional,Suplente,2005,2010,RIET,VILLAMIL,FERNANDO,GONZALO,1,46,2005-02-15,2010-02-14,1985-2025
236,"ROBALLO ALBERO, JUAN ANDRES",1970-12-13,Diputado,Frente Amplio,Titular,2005,2010,ROBALLO,ALBERO,JUAN,ANDRES,1,46,2005-02-15,2010-02-14,1985-2025
236,"ROBALLO ALBERO, JUAN ANDRES",1970-12-13,Diputado,Frente Amplio,Suplente,2005,2005,ROBALLO,ALBERO,JUAN,ANDRES,1,46,2005-02-15,2010-02-14,1985-2025
237,"RODRIGUEZ, MIGUEL",1946-01-27,Diputado,Partido Colorado,Suplente,2005,2010,RODRIGUEZ,,MIGUEL,,1,46,2005-02-15,2010-02-14,1985-2025
238,"RODRIGUEZ ALVEZ, EDGARDO",1961-12-25,Diputado,Frente Amplio,Titular,2005,2010,RODRIGUEZ,ALVEZ,EDGARDO,,1,46,2005-02-15,2010-02-14,1985-2025
239,"RODRIGUEZ CRESPO, JOSE PEDRO",1947-03-07,Diputado,Frente Amplio,Suplente,2006,2009,RODRIGUEZ,CRESPO,JOSE,PEDRO,1,46,2005-02-15,2010-02-14,1985-2025
240,"RODRIGUEZ SERVETTO, NELSON VLADIMIR",1959-07-19,Diputado,Partido Nacional,Titular,2005,2010,RODRIGUEZ,SERVETTO,NELSON,VLADIMIR,1,46,2005-02-15,2010-02-14,1985-2025
241,"RODRIGUEZ UMPIERREZ, AMBROSIO INDALECIO",1935-05-21,Senador,Partido Nacional,Suplente,2005,2009,RODRIGUEZ,UMPIERREZ,AMBROSIO,INDALECIO,1,46,2005-02-15,2010-02-14,1985-2025
242,"ROMERO CABRERA, JORGE",1956-08-15,Diputado,Partido Nacional,Titular,2005,2010,ROMERO,CABRERA,JORGE,,1,46,2005-02-15,2010-02-14,1985-2025
242,"ROMERO CABRERA, JORGE",1956-08-15,Senador,Partido Nacional,Suplente,2005,2005,ROMERO,CABRERA,JORGE,,1,46,2005-02-15,2010-02-14,1985-2025
243,"ROSADILLA PEREIRA, LUIS ANGEL",1953-12-21,Senador,Frente Amplio,Suplente,2007,2009,ROSADILLA,PEREIRA,LUIS,ANGEL,1,46,2005-02-15,2010-02-14,1985-2025
243,"ROSADILLA PEREIRA, LUIS ANGEL",1953-12-21,Diputado,Frente Amplio,Titular,2005,2010,ROSADILLA,PEREIRA,LUIS,ANGEL,1,46,2005-02-15,2010-02-14,1985-2025
243,"ROSADILLA PEREIRA, LUIS ANGEL",1953-12-21,Senador,Frente Amplio,Suplente,2005,2005,ROSADILLA,PEREIRA,LUIS,ANGEL,1,46,2005-02-15,2010-02-14,1985-2025
244,"ROSSI RODRIGUEZ, VICTOR HOMERO",1943-04-10,Diputado,Frente Amplio,Titular,2005,2005,ROSSI,RODRIGUEZ,VICTOR,HOMERO,1,46,2005-02-15,2010-02-14,1985-2025
245,"ROSSOTTI JOURDAN, SONIA",1942-04-14,Diputado,Partido Nacional,Suplente,2007,2009,ROSSOTTI,JOURDAN,SONIA,,0,46,2005-02-15,2010-02-14,1985-2025
246,"ROSTAN MARR, ELBIO EDGARDO",1965-02-24,Diputado,Partido Colorado,Suplente,2005,2009,ROSTAN,MARR,ELBIO,EDGARDO,1,46,2005-02-15,2010-02-14,1985-2025
247,"RUBIO BRUNO, ENRIQUE VICENTE",1943-04-06,Senador,Frente Amplio,Titular,2005,2007,RUBIO,BRUNO,ENRIQUE,VICENTE,1,46,2005-02-15,2010-02-14,1985-2025
248,"RUSSI TARAMASCO, GUSTAVO ANDRES",1971-05-21,Diputado,Partido Nacional,Suplente,2005,2005,RUSSI,TARAMASCO,GUSTAVO,ANDRES,1,46,2005-02-15,2010-02-14,1985-2025
249,"SALAZAR BLAYA, MARIA DEL CARMEN SILVIA",1959-04-12,Diputado,Frente Amplio,Suplente,2005,2010,SALAZAR,BLAYA,MARIA,DEL,0,46,2005-02-15,2010-02-14,1985-2025
250,"SALSAMENDI FERREIRA, ALEJANDRO JAVIER",1966-06-25,Diputado,Frente Amplio,Titular,2005,2010,SALSAMENDI,FERREIRA,ALEJANDRO,JAVIER,1,46,2005-02-15,2010-02-14,1985-2025
250,"SALSAMENDI FERREIRA, ALEJANDRO JAVIER",1966-06-25,Senador,Frente Amplio,Suplente,2005,2010,SALSAMENDI,FERREIRA,ALEJANDRO,JAVIER,1,46,2005-02-15,2010-02-14,1985-2025
251,"SANABRIA PIREZ, SILVIA ELIZABETH",1966-12-02,Diputado,Partido Nacional,Suplente,2005,2010,SANABRIA,PIREZ,SILVIA,ELIZABETH,0,46,2005-02-15,2010-02-14,1985-2025
252,"SANCHEZ BALCARCE, CARMEN",1974-06-05,Diputado,Partido Nacional,Suplente,2005,2010,SANCHEZ,BALCARCE,CARMEN,,0,46,2005-02-15,2010-02-14,1985-2025
253,"SANCHEZ CAL, DARDO ANGEL",1957-04-04,Diputado,Partido Nacional,Titular,2010,2010,SANCHEZ,CAL,DARDO,ANGEL,1,46,2005-02-15,2010-02-14,1985-2025
253,"SANCHEZ CAL, DARDO ANGEL",1957-04-04,Diputado,Partido Nacional,Titular,2007,2010,SANCHEZ,CAL,DARDO,ANGEL,1,46,2005-02-15,2010-02-14,1985-2025
254,"SANCHEZ REYES, TOMAS EDUARDO",1944-02-15,Diputado,Frente Amplio,Suplente,2005,2008,SANCHEZ,REYES,TOMAS,EDUARDO,1,46,2005-02-15,2010-02-14,1985-2025
255,"SANGUINETTI COIROLO, JULIO MARIA",1936-01-06,Senador,Partido Colorado,Titular,2005,2010,SANGUINETTI,COIROLO,JULIO,MARIA,1,46,2005-02-15,2010-02-14,1985-2025
256,"SANTINI VIGNOLO, MIGUEL ANGEL",1933-02-08,Diputado,Frente Amplio,Suplente,2008,2008,SANTINI,VIGNOLO,MIGUEL,ANGEL,1,46,2005-02-15,2010-02-14,1985-2025
257,"SARAVIA GARASSINI, JORGE JOSE",1958-05-01,Senador,Frente Amplio,Titular,2005,2010,SARAVIA,GARASSINI,JORGE,JOSE,1,46,2005-02-15,2010-02-14,1985-2025
258,"SARAVIA MARTINEZ, CARLOS",1939-11-06,Diputado,Partido Nacional,Suplente,2005,2006,SARAVIA,MARTINEZ,CARLOS,,1,46,2005-02-15,2010-02-14,1985-2025
259,"SAUVAL MOOR, PHILIPPE JACQUES",1950-08-24,Diputado,Partido Independiente,Suplente,2005,2009,SAUVAL,MOOR,PHILIPPE,JACQUES,1,46,2005-02-15,2010-02-14,1985-2025
260,"SCARONE GOMEZ, GUSTAVO DANIEL",1957-11-15,Diputado,Frente Amplio,Suplente,2007,2009,SCARONE,GOMEZ,GUSTAVO,DANIEL,1,46,2005-02-15,2010-02-14,1985-2025
261,"SCAVARELLI ESCOBAR, ALBERTO RAUL",1949-09-08,Diputado,Partido Colorado,Suplente,2005,2010,SCAVARELLI,ESCOBAR,ALBERTO,RAUL,1,46,2005-02-15,2010-02-14,1985-2025
262,"SCHIAPPAPIETRA AYIYU, JORGE EDUARDO",1959-05-15,Diputado,Partido Nacional,Suplente,2005,2010,SCHIAPPAPIETRA,AYIYU,JORGE,EDUARDO,1,46,2005-02-15,2010-02-14,1985-2025
263,"SEGOVIA DOS SANTOS, ALBERICO CESAR",1931-09-05,Senador,Frente Amplio,Suplente,2005,2006,SEGOVIA,DOS SANTOS,ALBERICO,CESAR,1,46,2005-02-15,2010-02-14,1985-2025
264,"SEMPRONI ROBAINA, VICTOR FELIX",1937-03-27,Senador,Frente Amplio,Suplente,2007,2009,SEMPRONI,ROBAINA,VICTOR,FELIX,1,46,2005-02-15,2010-02-14,1985-2025
264,"SEMPRONI ROBAINA, VICTOR FELIX",1937-03-27,Diputado,Frente Amplio,Titular,2005,2010,SEMPRONI,ROBAINA,VICTOR,FELIX,1,46,2005-02-15,2010-02-14,1985-2025
264,"SEMPRONI ROBAINA, VICTOR FELIX",1937-03-27,Senador,Frente Amplio,Suplente,2005,2005,SEMPRONI,ROBAINA,VICTOR,FELIX,1,46,2005-02-15,2010-02-14,1985-2025
265,"SERVETTO MOLINA, SERGIO NUBER",1961-12-11,Diputado,Partido Nacional,Suplente,2007,2007,SERVETTO,MOLINA,SERGIO,NUBER,1,46,2005-02-15,2010-02-14,1985-2025
266,"SERVETTO UBAL, RAUL MODESTO",1962-08-18,Diputado,Frente Amplio,Suplente,2005,2010,SERVETTO,UBAL,RAUL,MODESTO,1,46,2005-02-15,2010-02-14,1985-2025
267,"SIGNORELLI LARROSA, CARLOS ANTONIO",1952-10-28,Diputado,Partido Colorado,Titular,2005,2008,SIGNORELLI,LARROSA,CARLOS,ANTONIO,1,46,2005-02-15,2010-02-14,1985-2025
268,"SILVA PELUFFO, RUBENSON",1961-11-09,Diputado,Frente Amplio,Suplente,2005,2009,SILVA,PELUFFO,RUBENSON,,1,46,2005-02-15,2010-02-14,1985-2025
269,"SILVA PEREIRA, GUSTAVO FELIX",1949-12-09,Diputado,Frente Amplio,Suplente,2006,2009,SILVA,PEREIRA,GUSTAVO,FELIX,1,46,2005-02-15,2010-02-14,1985-2025
270,"SILVEIRA CORREA, JULIO CESAR",1953-06-27,Diputado,Partido Nacional,Suplente,2005,2005,SILVEIRA,CORREA,JULIO,CESAR,1,46,2005-02-15,2010-02-14,1985-2025
271,"SIMONET FLETCHER, RAMON LUIS",1942-07-18,Diputado,Partido Colorado,Suplente,2005,2008,SIMONET,FLETCHER,RAMON,LUIS,1,46,2005-02-15,2010-02-14,1985-2025
272,"SINGLET ECHENIQUE, MANUEL MARIA",1942-02-04,Senador,Partido Nacional,Suplente,2005,2010,SINGLET,ECHENIQUE,MANUEL,MARIA,1,46,2005-02-15,2010-02-14,1985-2025
273,"SOSA MARTINEZ, LEOPOLDO HUGO",1951-05-10,Diputado,Partido Nacional,Suplente,2008,2008,SOSA,MARTINEZ,LEOPOLDO,HUGO,1,46,2005-02-15,2010-02-14,1985-2025
274,"SOSA SANDIN, RICARDO WASHINGTON",1955-02-26,Diputado,Frente Amplio,Suplente,2005,2009,SOSA,SANDIN,RICARDO,WASHINGTON,1,46,2005-02-15,2010-02-14,1985-2025
275,"SOTO DURAN, ENRIQUE",1955-06-23,Senador,Frente Amplio,Suplente,2005,2005,SOTO,DURAN,ENRIQUE,,1,46,2005-02-15,2010-02-14,1985-2025
276,"SOUST AYCAGUER, PEDRO ALBERTO",1951-01-13,Diputado,Frente Amplio,Suplente,2005,2009,SOUST,AYCAGUER,PEDRO,ALBERTO,1,46,2005-02-15,2010-02-14,1985-2025
277,"SOUTO TOSCANI, WALTER ULISES",1957-02-09,Diputado,Frente Amplio,Suplente,2005,2010,SOUTO,TOSCANI,WALTER,ULISES,1,46,2005-02-15,2010-02-14,1985-2025
278,"SOUZA ANTONINI, ARTHUR DANIEL",1968-04-05,Diputado,Partido Nacional,Suplente,2005,2009,SOUZA,ANTONINI,ARTHUR,DANIEL,1,46,2005-02-15,2010-02-14,1985-2025
279,"SOUZA DE LOS SANTOS, JUAN CARLOS",1955-01-28,Diputado,Frente Amplio,Titular,2005,2010,SOUZA,DE LOS SANTOS,JUAN,CARLOS,1,46,2005-02-15,2010-02-14,1985-2025
280,"STEINECK ROIG, ALEJANDRO",1968-02-26,Diputado,Frente Amplio,Suplente,2009,2009,STEINECK,ROIG,ALEJANDRO,,1,46,2005-02-15,2010-02-14,1985-2025
281,"SUAREZ SUAREZ, MARIA DEL CARMEN",1973-05-13,Diputado,Partido Nacional,Suplente,2005,2007,SUAREZ,SUAREZ,MARIA,DEL,0,46,2005-02-15,2010-02-14,1985-2025
282,"TAJAM CABRERA, HECTOR VICENTE",1947-09-22,Diputado,Frente Amplio,Titular,2005,2010,TAJAM,CABRERA,HECTOR,VICENTE,1,46,2005-02-15,2010-02-14,1985-2025
282,"TAJAM CABRERA, HECTOR VICENTE",1947-09-22,Senador,Frente Amplio,Suplente,2005,2010,TAJAM,CABRERA,HECTOR,VICENTE,1,46,2005-02-15,2010-02-14,1985-2025
283,"TEJERA ORENDE, ROXANA",1961-03-20,Diputado,Partido Colorado,Suplente,2005,2010,TEJERA,ORENDE,ROXANA,,0,46,2005-02-15,2010-02-14,1985-2025
284,"TEXEIRA GALLARDO, GONZALO",1968-01-16,Diputado,Partido Colorado,Suplente,2005,2010,TEXEIRA,GALLARDO,GONZALO,,1,46,2005-02-15,2010-02-14,1985-2025
285,"TOLEDO ANTUNEZ, HERMES ROMEO",1949-12-07,Diputado,Frente Amplio,Titular,2005,2010,TOLEDO,ANTUNEZ,HERMES,ROMEO,1,46,2005-02-15,2010-02-14,1985-2025
286,"TOPOLANSKY SAAVEDRA, LUCIA",1944-09-25,Senador,Frente Amplio,Suplente,2005,2010,TOPOLANSKY,SAAVEDRA,LUCIA,,0,46,2005-02-15,2010-02-14,1985-2025
286,"TOPOLANSKY SAAVEDRA, LUCIA",1944-09-25,Diputado,Frente Amplio,Titular,2005,2010,TOPOLANSKY,SAAVEDRA,LUCIA,,0,46,2005-02-15,2010-02-14,1985-2025
287,"TORRES VAZQUEZ, ARTURO",1967-03-25,Diputado,Partido Nacional,Suplente,2006,2009,TORRES,VAZQUEZ,ARTURO,,1,46,2005-02-15,2010-02-14,1985-2025
288,"TOURNE VALDEZ, DAISY LILIAN",1951-03-17,Diputado,Frente Amplio,Titular,2009,2010,TOURNE,VALDEZ,DAISY,LILIAN,0,46,2005-02-15,2010-02-14,1985-2025
288,"TOURNE VALDEZ, DAISY LILIAN",1951-03-17,Diputado,Frente Amplio,Titular,2005,2007,TOURNE,VALDEZ,DAISY,LILIAN,0,46,2005-02-15,2010-02-14,1985-2025
289,"TRAVIESO GIANONI, MONICA CATALINA",1959-03-29,Diputado,Frente Amplio,Titular,2005,2010,TRAVIESO,GIANONI,MONICA,CATALINA,0,46,2005-02-15,2010-02-14,1985-2025
290,"TROBO CABRERA, JAIME MARIO",1956-10-05,Senador,Partido Nacional,Suplente,2008,2009,TROBO,CABRERA,JAIME,MARIO,1,46,2005-02-15,2010-02-14,1985-2025
290,"TROBO CABRERA, JAIME MARIO",1956-10-05,Diputado,Partido Nacional,Titular,2005,2010,TROBO,CABRERA,JAIME,MARIO,1,46,2005-02-15,2010-02-14,1985-2025
291,"TRUJILLO SEADE, DIEGO JOSE",1964-07-04,Diputado,Partido Nacional,Suplente,2005,2006,TRUJILLO,SEADE,DIEGO,JOSE,1,46,2005-02-15,2010-02-14,1985-2025
292,"TUTZO LOPEZ, CARLOS ALBERTO",1951-12-27,Diputado,Frente Amplio,Suplente,2005,2005,TUTZO,LOPEZ,CARLOS,ALBERTO,1,46,2005-02-15,2010-02-14,1985-2025
293,"UMPIERREZ CABRERA, ALEJO ALEJANDRO",1965-06-03,Diputado,Partido Nacional,Suplente,2005,2010,UMPIERREZ,CABRERA,ALEJO,ALEJANDRO,1,46,2005-02-15,2010-02-14,1985-2025
294,"URRETA PINEIRO, JOSE PABLO",1971-10-21,Diputado,Frente Amplio,Suplente,2005,2007,URRETA,PINEIRO,JOSE,PABLO,1,46,2005-02-15,2010-02-14,1985-2025
295,"VAILLANT LARRAYA, VICTOR EDME",1944-08-16,Senador,Frente Amplio,Titular,2005,2010,VAILLANT,LARRAYA,VICTOR,EDME,1,46,2005-02-15,2010-02-14,1985-2025
296,"VARELA FIALLEGAS, JUAN EXEQUIEL",1956-02-27,Diputado,Frente Amplio,Suplente,2007,2009,VARELA,FIALLEGAS,JUAN,EXEQUIEL,1,46,2005-02-15,2010-02-14,1985-2025
297,"VARELA NESTIER, CARLOS RICARDO",1954-05-01,Diputado,Frente Amplio,Titular,2005,2010,VARELA,NESTIER,CARLOS,RICARDO,1,46,2005-02-15,2010-02-14,1985-2025
298,"VARELA UBAL, CARLOS EDUARDO",1971-11-22,Diputado,Frente Amplio,Suplente,2005,2008,VARELA,UBAL,CARLOS,EDUARDO,1,46,2005-02-15,2010-02-14,1985-2025
299,"VASSALLO MUNIZ, MIGUEL ANGEL",1948-01-07,Diputado,Frente Amplio,Suplente,2005,2005,VASSALLO,MUNIZ,MIGUEL,ANGEL,1,46,2005-02-15,2010-02-14,1985-2025
300,"VEGA LLANES, ALVARO",1957-11-04,Diputado,Frente Amplio,Titular,2005,2010,VEGA,LLANES,ALVARO,,1,46,2005-02-15,2010-02-14,1985-2025
301,"VELEZ MOLINA, ABELIO FERNANDO",1967-07-23,Diputado,Partido Nacional,Suplente,2005,2010,VELEZ,MOLINA,ABELIO,FERNANDO,1,46,2005-02-15,2010-02-14,1985-2025
302,"VIDALIN AGUIRRE, CARMELO JOSE",1955-11-17,Senador,Partido Nacional,Suplente,2005,2005,VIDALIN,AGUIRRE,CARMELO,JOSE,1,46,2005-02-15,2010-02-14,1985-2025
303,"VIERA DE CASTRO, HOMERO JAURES",1950-01-14,Diputado,Frente Amplio,Titular,2005,2010,VIERA,DE CASTRO,HOMERO,JAURES,1,46,2005-02-15,2010-02-14,1985-2025
304,"VIRGILI CARABALLO, SUSANA",1944-03-26,Diputado,Partido Colorado,Suplente,2006,2006,VIRGILI,CARABALLO,SUSANA,,0,46,2005-02-15,2010-02-14,1985-2025
305,"XAVIER YELPO, MONICA",1956-12-16,Senador,Frente Amplio,Suplente,2007,2007,XAVIER,YELPO,MONICA,,0,46,2005-02-15,2010-02-14,1985-2025
305,"XAVIER YELPO, MONICA",1956-12-16,Senador,Frente Amplio,Titular,2005,2010,XAVIER,YELPO,MONICA,,0,46,2005-02-15,2010-02-14,1985-2025
306,"YAFALLIAN KISGIAN, ELIAS",1931-04-08,Senador,Frente Amplio,Suplente,2005,2005,YAFALLIAN,KISGIAN,ELIAS,,1,46,2005-02-15,2010-02-14,1985-2025
307,"YANES MEDEROS, HORACIO PIERRE",1960-12-09,Diputado,Frente Amplio,Titular,2005,2010,YANES,MEDEROS,HORACIO,PIERRE,1,46,2005-02-15,2010-02-14,1985-2025
308,"ZABALETA ZUCCARINO, OSCAR IGNACIO",1941-09-10,Diputado,Partido Nacional,Suplente,2005,2010,ZABALETA,ZUCCARINO,OSCAR,IGNACIO,1,46,2005-02-15,2010-02-14,1985-2025
309,"ZAS FERNANDEZ, JORGE",1949-02-23,Diputado,Frente Amplio,Suplente,2005,2010,ZAS,FERNANDEZ,JORGE,,1,46,2005-02-15,2010-02-14,1985-2025
310,"ZAVALA RABAJOLI, ALEJANDRO",1974-09-05,Diputado,Frente Amplio,Suplente,2005,2005,ZAVALA,RABAJOLI,ALEJANDRO,,1,46,2005-02-15,2010-02-14,1985-2025
311,"ZORRILLA DE SAN MARTIN BRUM, JUAN CARLOS",1966-09-04,Diputado,Frente Amplio,Suplente,2005,2010,ZORRILLA,DE SAN MARTIN BRUM,JUAN,CARLOS,1,46,2005-02-15,2010-02-14,1985-2025
312,"ZORRILLA DE SAN MARTIN LLAMAS, RAUL",1948-10-05,Diputado,Partido Nacional,Suplente,2007,2007,ZORRILLA,DE SAN MARTIN LLAMAS,RAUL,,1,46,2005-02-15,2010-02-14,1985-2025
313,"ASTI CARLI, ALFREDO ANGEL",1948-10-02,Diputado,Frente Amplio,Titular,2005,2010,ASTI,CARLI,ALFREDO,ANGEL,1,46,2005-02-15,2010-02-14,1985-2025
314,"ASTORI SARAGOSA, DANILO ANGEL",1940-04-23,Senador,Frente Amplio,Titular,2010,2010,ASTORI,SARAGOSA,DANILO,ANGEL,1,46,2005-02-15,2010-02-14,1985-2025
314,"ASTORI SARAGOSA, DANILO ANGEL",1940-04-23,Senador,Frente Amplio,Titular,2008,2009,ASTORI,SARAGOSA,DANILO,ANGEL,1,46,2005-02-15,2010-02-14,1985-2025
314,"ASTORI SARAGOSA, DANILO ANGEL",1940-04-23,Senador,Frente Amplio,Titular,2005,2005,ASTORI,SARAGOSA,DANILO,ANGEL,1,46,2005-02-15,2010-02-14,1985-2025
315,"BAGNASCO GARCIA, JUPITER BEETHOVEN",1966-08-04,Diputado,Partido Nacional,Suplente,2006,2006,BAGNASCO,GARCIA,JUPITER,BEETHOVEN,1,46,2005-02-15,2010-02-14,1985-2025
316,"BALMELLI CAMOIRANO, JULIO LINO",1950-09-15,Diputado,Frente Amplio,Suplente,2007,2010,BALMELLI,CAMOIRANO,JULIO,LINO,1,46,2005-02-15,2010-02-14,1985-2025
317,"BARAIBAR PONCE DE LEON, FELIX CARLOS",1939-07-13,Diputado,Frente Amplio,Titular,2005,2010,BARAIBAR,PONCE DE LEON,FELIX,CARLOS,1,46,2005-02-15,2010-02-14,1985-2025
317,"BARAIBAR PONCE DE LEON, FELIX CARLOS",1939-07-13,Senador,Frente Amplio,Suplente,2005,2008,BARAIBAR,PONCE DE LEON,FELIX,CARLOS,1,46,2005-02-15,2010-02-14,1985-2025
318,"BARRAGAN CARABALLO, VICTOR RUBEN",1948-09-26,Diputado,Frente Amplio,Suplente,2005,2010,BARRAGAN,CARABALLO,VICTOR,RUBEN,1,46,2005-02-15,2010-02-14,1985-2025
319,"BARREIRO MALDONADO, MANUEL MARIA",1950-04-14,Diputado,Partido Colorado,Titular,2005,2010,BARREIRO,MALDONADO,MANUEL,MARIA,1,46,2005-02-15,2010-02-14,1985-2025
320,"BARRIOS BOVE, JAVIER ENRIQUE",1976-11-23,Diputado,Partido Nacional,Suplente,2005,2010,BARRIOS,BOVE,JAVIER,ENRIQUE,1,46,2005-02-15,2010-02-14,1985-2025
321,"BARRIOS SALA, GUSTAVO JAVIER",1962-11-20,Diputado,Partido Nacional,Suplente,2005,2005,BARRIOS,SALA,GUSTAVO,JAVIER,1,46,2005-02-15,2010-02-14,1985-2025
322,"BASANTA GEIMONAT, JULIO CESAR",1958-09-15,Diputado,Partido Nacional,Suplente,2005,2009,BASANTA,GEIMONAT,JULIO,CESAR,1,46,2005-02-15,2010-02-14,1985-2025
323,"BATALLA DUFRECHOU, LUIS LEONARDO",1939-02-18,Diputado,Frente Amplio,Suplente,2005,2010,BATALLA,DUFRECHOU,LUIS,LEONARDO,1,46,2005-02-15,2010-02-14,1985-2025
324,"BATTISTONI SPINELLI, JULIO JOSE",1945-01-02,Diputado,Frente Amplio,Suplente,2009,2010,BATTISTONI,SPINELLI,JULIO,JOSE,1,46,2005-02-15,2010-02-14,1985-2025
324,"BATTISTONI SPINELLI, JULIO JOSE",1945-01-02,Diputado,Frente Amplio,Suplente,2005,2005,BATTISTONI,SPINELLI,JULIO,JOSE,1,46,2005-02-15,2010-02-14,1985-2025
325,"BAYARDI LOZANO, JOSE ARTURO",1955-06-30,Senador,Frente Amplio,Suplente,2010,2010,BAYARDI,LOZANO,JOSE,ARTURO,1,46,2005-02-15,2010-02-14,1985-2025
325,"BAYARDI LOZANO, JOSE ARTURO",1955-06-30,Diputado,Frente Amplio,Titular,2009,2010,BAYARDI,LOZANO,JOSE,ARTURO,1,46,2005-02-15,2010-02-14,1985-2025
325,"BAYARDI LOZANO, JOSE ARTURO",1955-06-30,Senador,Frente Amplio,Suplente,2009,2009,BAYARDI,LOZANO,JOSE,ARTURO,1,46,2005-02-15,2010-02-14,1985-2025
325,"BAYARDI LOZANO, JOSE ARTURO",1955-06-30,Diputado,Frente Amplio,Titular,2005,2005,BAYARDI,LOZANO,JOSE,ARTURO,1,46,2005-02-15,2010-02-14,1985-2025
326,"BENITEZ GARCIA, GLORIA DEL CARMEN",1952-08-01,Diputado,Frente Amplio,Suplente,2006,2010,BENITEZ,GARCIA,GLORIA,DEL,0,46,2005-02-15,2010-02-14,1985-2025
327,"BENTANCOR HERNANDEZ, JUAN JOSE",1943-12-14,Diputado,Frente Amplio,Suplente,2005,2010,BENTANCOR,HERNANDEZ,JUAN,JOSE,1,46,2005-02-15,2010-02-14,1985-2025
327,"BENTANCOR HERNANDEZ, JUAN JOSE",1943-12-14,Senador,Frente Amplio,Suplente,2005,2010,BENTANCOR,HERNANDEZ,JUAN,JOSE,1,46,2005-02-15,2010-02-14,1985-2025
328,"BENTOS SCAGNEGATTI, BERTIL RANDOLF",1942-08-15,Diputado,Partido Nacional,Titular,2010,2010,BENTOS,SCAGNEGATTI,BERTIL,RANDOLF,1,46,2005-02-15,2010-02-14,1985-2025
328,"BENTOS SCAGNEGATTI, BERTIL RANDOLF",1942-08-15,Diputado,Partido Nacional,Titular,2005,2010,BENTOS,SCAGNEGATTI,BERTIL,RANDOLF,1,46,2005-02-15,2010-02-14,1985-2025
329,"BERMUDEZ LAURENZO, JORGE ARIEL",1962-03-06,Diputado,Frente Amplio,Suplente,2007,2007,BERMUDEZ,LAURENZO,JORGE,ARIEL,1,46,2005-02-15,2010-02-14,1985-2025
330,"BERNINI SEGUESSA, GUSTAVO DANIEL",1958-09-29,Diputado,Frente Amplio,Titular,2005,2010,BERNINI,SEGUESSA,GUSTAVO,DANIEL,1,46,2005-02-15,2010-02-14,1985-2025
331,"BIANCHI CASERTA, ELEONORA",1960-11-29,Senador,Frente Amplio,Suplente,2010,2010,BIANCHI,CASERTA,ELEONORA,,0,46,2005-02-15,2010-02-14,1985-2025
331,"BIANCHI CASERTA, ELEONORA",1960-11-29,Diputado,Frente Amplio,Suplente,2007,2010,BIANCHI,CASERTA,ELEONORA,,0,46,2005-02-15,2010-02-14,1985-2025
