"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","fecha_nac","id_politico","agregado","id_fuente","fecha_desde","fecha_hasta","formas_de_escribir"
"LAGUARDA","FISCHETTI","MANUEL",NA,1949-02-13,1874,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LAMORTE","RUSSOMANNO","ALDO","JOSE",1957-01-17,3313,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LASCANO","ARANDA","WALTER","HUGO",1966-08-22,2993,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LAZO","GUEREQUIZ","SANDRA","MARIA",1967-04-12,2362,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LEMA","PERRETTA","MARTIN",NA,1982-09-06,2428,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LESCANO","FRASCHINI","HECTOR","CARLOS",1948-02-13,3953,0,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"CURBELO","DEL","JUAN","ALCIDES",1973-10-29,4625,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DA ROZA","PINEYRO","LUIS","ALBERTO",1959-03-21,4647,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DE HAEDO","MAS","RAUL","JAVIER",1961-09-28,4699,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DE SOUZA","PINTO","BELMONTE","JOSE",1955-05-25,4545,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DIAZ","ANGUILLA","PABLO","ANDRES",1980-03-13,4692,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DIAZ","DA","MARCELO","FERNANDO",1969-01-25,4653,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DIZ","ISI","LUIS","ALBERTO",NA,4648,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DOMINGUEZ","DIAZ","JUAN","JOSE",1942-10-03,4626,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DOMINGUEZ","GOMEZ","ROBERTO","CESAR",1956-10-06,4706,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DUARTE","RODRIGUEZ","ABEL","AMILCAR",1958-08-21,4517,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"DUHALDE","ETCHEVERRY","MIGUEL","ANTONIO",1963-10-10,4671,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ECHEVERRIA","DE","ALEJANDRO","RAUL",1963-01-31,4522,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ELGUE","SANCHEZ","WALTER","MARTIN",1976-03-15,4724,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ESCUDERO","MAZZEI","SUSANA","MARIA",1952-05-18,4721,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FAJARDO","MACHADO","CARLOS","FELIPE",1952-09-07,4548,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FERBER","ARTAGAVEYTIA","CONRADO","ENRIQUE",1968-07-12,4555,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FERNANDEZ","AIZCORBE","MARTIN",NA,1974-02-05,4667,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FERNANDEZ","CABRERA","FERNANDO","MARCELO",1966-06-01,4586,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FERNANDEZ","FARIAS","EDUARDO","DOUGLAS",1950-07-01,4570,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FERNANDEZ","GONZALEZ","ALVARO",NA,1966-01-08,4527,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FERNANDEZ","LASSO","GUSTAVO","ANDRES",1977-12-22,4597,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FERNANDEZ","SARUTTE","SEGUNDO","ISAIAS DANIEL",1975-11-23,4717,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FERRARI","SARZABAL","ALDO","OSCAR",1944-09-28,4521,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FERREIRA","FERREIRA","ANGELICA",NA,1961-11-26,4536,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FERREIRA","RODRIGUEZ","OLGA","ZULIMAR",1973-09-26,4685,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FERRERO","RODRIGUEZ","JUAN","CARLOS",1944-05-26,4627,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FIORDELMONDO","DOS","JULIO","CESAR",1947-09-30,4635,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FORNE","MONTANI","RAUL","TOMAS",1945-12-29,4700,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"FUENTES","GOMEZ","SONIA",NA,1955-02-06,4719,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GALLICCHIO","QUEIROLO","ANTONIO",NA,1944-08-18,4538,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GARCIA","COSTA","GUILLERMO","FRANCISCO",1930-06-10,4595,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GARCIA","GONZALEZ","MARIO","LUIS",1969-03-20,4662,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GARCIA","MASSARO","LUIS","NERY",1928-07-08,4649,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GARCIA","PEREYRA","RICHARD","ROGELIO",1968-10-07,4703,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GIMENEZ","MONTESDEOCA","RAMON","NICOMEDES",1972-01-16,4698,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GONZALEZ","GARCIA","IRIS","CRISTINA",1961-07-16,4604,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GONZALEZ","LOPEZ","WALTER","YAMANDU",1955-05-12,4725,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GONZALEZ","MOREIRA","MARIA","DEL LUJAN",1968-03-09,4658,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GONZALEZ","RIOS","LUIS","ALBERTO",1951-12-07,4650,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GRIEGO","VALIENTE","NORMA","NANCY",1963-12-03,4684,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GRILLE","CORONEL","LEANDRO",NA,1979-03-04,4642,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GRONRROZ","AGUIAR","JUAN","DANIEL",1949-07-23,4628,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ROMPANI",NA,"SANTIAGO","L.",1910-06-03,4198,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"ROSA","GIFFUNI","JOSE",NA,1888-06-01,1212,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"RUGGIA",NA,"GUILLERMO","L.",1896-06-01,1231,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"RUIZ","HERRAN","ALBERTO",NA,1908-02-02,4081,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"RUIZ",NA,"LORENZO","ARIEL",NA,4082,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SALABERRY",NA,"JUAN","M.",1899-11-03,3657,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SALAVERRY",NA,"RODOLFO",NA,NA,2690,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SALDAÑA",NA,"RAMON","G.",1883-09-15,1243,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SANTORO",NA,"WALTER","R.",1922-04-29,2137,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SCABONI",NA,"SYLVIA",NA,1972-04-19,2864,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SCHINCA",NA,"FRANCISCO","ALBERTO",1893-03-09,1280,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SEGARRA",NA,"ABEL",NA,1919-05-25,1286,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SENDIC",NA,"RAUL","FERNANDO",1962-08-29,4087,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SEOANE",NA,"CARLOS","MARIA",1921-08-04,4088,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SERRATO",NA,"JOSE","(H)",NA,2163,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SILVA","BARTOLO","MAURO",NA,NA,4091,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SILVA","ROTTA","JORGE",NA,1946-08-07,4366,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SILVA",NA,"JUAN","GUILLERMO",NA,4089,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SILVEIRA","LAZARAZU","JOSE",NA,NA,4094,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SILVEIRA","LIMA","ALFREDO",NA,NA,1312,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SILVEIRA",NA,"ALDOIRO",NA,1936-02-17,1310,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SILVEIRA",NA,"JULIO","CARLOS",NA,4093,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SIMOIS",NA,"MELITON","I.",1884-06-01,1317,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SORIN",NA,"CARLOS","MARIA",NA,4096,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SOUDRIERS",NA,"VICTOR","B.",1874-06-02,1330,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SUAREZ","LORENZO","PEDRO",NA,1930-01-16,4102,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"SUAREZ",NA,"JUAN","PEDRO",NA,4103,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"TERRON","FUNES","MARIA",NA,1933-03-28,4108,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"TISCORNIA",NA,"MANUEL","E.",NA,2210,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"TORRADO",NA,"PONCIANO","S.",NA,2213,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"TORRES",NA,"AMARANTO","B.",NA,1364,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"TROTTA",NA,"SEVERINO","CARMELO",1883-09-10,4111,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"TUBINO",NA,"ARMANDO",NA,1913-03-28,1380,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"TURENA",NA,"JOSE","PEDRO",1872-06-01,4112,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"UBILLOS",NA,"FRANCISCO","MARIO",1906-06-01,4113,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"URCELAY","MOREIRA","JORGE",NA,1948-12-15,4114,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"VALVERDE",NA,"SERGIO","ALEJANDRO",NA,4117,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"VARELA",NA,"JOSE","ANTONIO",NA,4118,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"VASCONCELLOS",NA,"AMILCAR",NA,1915-09-22,2238,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"VAZQUEZ","FERREIRO","MANUEL",NA,NA,4120,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"VAZQUEZ",NA,"EDUARDO","M.",NA,2439,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"VIANA","ARANGUREN","CARLOS","A.",NA,2468,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"VIDAL","Y FUENTES","ALFREDO",NA,1863-07-30,4122,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"VIDAL","ZAGLIO","LUIS","J.",1915-11-01,2249,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"VIERA",NA,"FELICIANO","ALBERTO",1872-11-08,4124,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"ZABALA","MUNIZ","JUSTINO",NA,1898-06-16,4213,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"ZABALZA","ARROSPIDE","PEDRO",NA,1913-07-12,4126,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"ZUBIRIA",NA,"ALBERTO","F.",1901-09-10,1449,0,1,2025-10-14 15:06:24.62456,2101-01-01 02:59:59,1
"GUADALUPE","BRENNA","DIEGO",NA,1960-01-16,4566,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GUARINONI","RODRIGUEZ","MAURICIO",NA,1977-09-18,4670,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GUEKDJIAN","HEKIMIAN","JORGE",NA,1964-06-23,4612,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"GUIGOU","KLUVER","ALBERTO","BARTOLOME",1954-10-06,4519,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"HERNANDEZ","GOMEZ","ELSA","CLERICI",1949-01-16,4576,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"HORNES","BARCELO","JUAN","CARLOS",1959-09-10,4629,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ALVAREZ","RAMOS","JULIO","NELSON",1944-08-26,4632,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ALVEZ","VILA","EVA","MYRIAM",1945-01-27,4581,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"AMARO","MACHADO","RUBEN","JOSE",1957-11-23,4711,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"AMOZA","BOZZOLO","MARGARITA","MARIA",1945-05-05,4657,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"IRRAZABAL","TEXEIRA","MIGUEL","ANGEL",1960-05-26,4672,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ISABELLA","REVETRIA","FERNANDO","RAFAEL",1977-08-09,4587,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ISI","QUEPFERT","DANIEL",NA,1965-03-26,4557,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ISLAS","GLOODTDOFSKY","LARA","PAOLA",1978-01-11,4640,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LAPASTA","VENTURA","GERMAN",NA,1982-05-25,4594,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LAVENTURE","OTEGUI","EDUARDO","MARTIN",1958-06-17,4571,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LERETE","SALCEDO","ORLANDO","DARIO",1945-03-24,4687,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LOPEZ","GOLDARACENA","OSCAR","ADOLFO",1959-08-26,4688,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LOPEZ","MENDEZ","ARTURO","EDUARDO",1983-10-12,4542,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"LOPEZ","VILLALBA","DANIEL","GUSTAVO",1947-12-30,4558,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MACIEL","MOREIRA","NOEL","BAUTISTA",1946-12-30,4682,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MAGALLANES",NA,"GUSTAVO","YAMANDU",1958-11-26,4598,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MARIZCURRENA","ECHEVERRIA","MARTHA","MARIA",1963-12-08,4665,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MARQUEZ","OLIVERA","PEDRO","EDUARDO",1961-10-18,4695,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MARTELLETTI","GONZALEZ","EDUARDO",NA,1969-02-06,4572,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MARTINEZ","MARTINEZ","LOURDES","DIANNE",1961-08-15,4645,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MAUTE","SARAVIA","MARCELO","ANDRES",1974-09-04,4654,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MEZZERA","BRITO","EDUARDO",NA,1946-07-21,4573,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MIGUES","PERALTA","ARAMIS","NEREO",1943-05-01,4541,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MILLAN","GARCIA","CARMEN","YANNET",1954-03-24,4551,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MINARRIETA","VERA","NERY","ALFREDO",1937-07-14,4678,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MONTIEL","MENDEZ","CLEVER","DANIEL",1958-08-05,4554,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MOREIRA","FONTES","MARIA","ELOISA",1958-06-07,4659,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MORELLI","COLOMBRES","DANIEL","EDUARDO",1944-07-24,4560,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MORELLI","COLOMBRES","LEON","JOSE",1941-11-06,4643,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MORODO","DIAZ","WALTER","DOMINGO",1954-01-13,4726,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MOROSINI","RESENDE","DOGOMAR",NA,1954-02-18,4567,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MUSETTI","FORMOSO","JULIO","MARIO",1967-07-12,4637,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"MUTTONI","VIGNOLI","RICARDO","DANIEL",1951-04-10,4702,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"NUNEZ","BELLES","RUBEN","NELSON",1954-09-30,4712,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"NUNEZ","PEREZ","NICOLAS","ANDRES",1983-12-30,4679,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"NUNEZ","SAPPA","JOSE","LUIS",1962-01-14,4619,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"OCAMPO","LIMA","ANDREA","KARINA",1981-04-20,4535,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"OJEDA","DIAZ","MILO","HIGINIO",1942-10-14,4673,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"OLIVAR","MENDEZ","JULIO","MARIO",1963-12-11,4638,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ONTANEDA","PARODI","LOURDES","AZUCENA",1948-02-11,4646,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ORTEGA","SUAREZ","RUPERTO","MARIA",1939-07-22,4714,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ORTIZ","DE","NICOLAS",NA,1979-09-28,4680,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"OSTRIA","CHIAZZARO","JOSE","LUIS",1959-07-23,4620,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PACHECO","MARTIRENA","MARY","ELISABETH",1965-07-12,4668,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PANIZZA",NA,"CESAR","EDGARD",1949-01-09,4552,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PERDOMO","BARRETO","MILTON","HENRY",1966-04-08,4674,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PEREIRA","CARRACEDO","NICOLAS","JAVIER",1982-07-19,4681,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PEREYRA","BORGES","JOSE","MARIA",1945-12-16,4621,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PEREYRA","LARROSA","MARIA","DEL CARMEN",1957-04-02,4660,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"AQUINO","DOMINGUEZ","JOSE","DANIEL",1959-03-18,4615,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ARAUJO","ABIMORAD","ROBERTO",NA,1963-09-10,4704,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PEREZ","AGUIRRE","LAURA","CRISTINA",1976-08-01,4641,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PEREZ","CORTELEZZI","NELSON","EDUARDO",1940-07-01,4676,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PEREZ","GARCIA","ANTONIO","LEANDRO",1937-11-06,4539,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PEREZ","MACHADO","MARCOS","LISANDRO",1980-08-09,4655,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PEREZ","SILVA","MARIO","OMAR",1952-09-19,4664,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PINEIRO","RODRIGUEZ","DELFINO",NA,1957-03-30,4565,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PINTOS","ROHNER","ALICIA","JOSEFA",1941-05-24,4524,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PORRINI","GARCIA","ALICIA","GISELLE",1957-10-18,4525,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PRIETO","MENDIOLA","AMERICO","ENRIQUE",1948-05-09,4532,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"PUMAR","DE","VERONICA","LILIA",1970-12-20,4723,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"QUINTANA",NA,"ROSA","BEATRIZ",1965-05-02,4710,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"QUINTANS","AMILIVIA","ALVARO",NA,1967-09-26,4528,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"RAMOS","ESPINDOLA","ROQUE","FABIAN",1958-05-21,4709,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"RENOM","PEREZ","RAUL","EDGAR",1942-04-20,4701,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"REPETTO","VIGNOLA","ALEJANDRO","DANIEL",1966-07-23,4523,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"RIANI","BARANZANO","JORGE","ENRIQUE",1959-10-17,4613,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"RICAGNI","ZABALVEYTIA","FEDERICO",NA,1982-02-15,4584,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ROCHA","DOS","LUIS","ANGEL",1944-10-12,4651,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"RODRIGUEZ","CORRALEJO","NORA","BEATRIZ",1974-12-16,4683,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"RODRIGUEZ","GALVEZ","CARLOS",NA,1971-11-29,4549,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"RODRIGUEZ","LABRUNA","JORGE","ALVARO",1942-02-21,4614,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"RODRIGUEZ","LOPEZ","RUBEN",NA,1942-08-01,4713,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"RODRIGUEZ","RODRIGUEZ","HYARA","YANET",1955-08-11,4602,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"RODRIGUEZ","UMPIERREZ","ALARICO","CESAR",1938-08-28,4518,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"RODRIGUEZ","UMPIERREZ","AMBROSIO","INDALECIO",1935-05-21,4530,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"ROSTAN","MARR","ELBIO","EDGARDO",1965-02-24,4574,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"RUBINO","LOPATER","VALERIA",NA,1976-09-29,4722,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"SANCHEZ","PEREZ","FRANCISCO","PAULINO",1940-06-22,4590,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"SANGUINETTI","GALLINAL","FRANCISCO","JOSE",1961-12-03,4591,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"SANTALLA",NA,"MARIA","DE LAS MERCEDES",1959-02-16,4661,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"SANTANA","DIFILIPPO","GABRIEL",NA,1963-12-10,4593,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"SARAZOLA","RODRIGUEZ","CESAR","MARCOS",1976-05-15,4553,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"SAUVAL","MOOR","PHILIPPE","JACQUES",1950-08-24,4697,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"SENCION","CORBO","ENRIQUE","HUGO",1951-03-26,4577,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"SILVA","CURBELO","NELSON","ADRIAN",1979-06-11,4677,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"SILVA","MENENDEZ","OLGA","MARIA",1944-09-17,4686,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"SILVEIRA","CORREA","JULIO","CESAR",1953-06-27,4639,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"SOSA",NA,"ROBERT","ELEUTERIO",1964-12-27,4708,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"SOUTO","TOSCANI","WALTER","ULISES",1957-02-09,4727,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"TADDEO","HERNANDEZ","JOSE","CARLOS",1961-12-09,4622,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"TORRES","DOS","ALICIA","STELLA",1959-11-23,4526,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"TUTZO","LOPEZ","CARLOS","ALBERTO",1951-12-27,4550,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"UMANSKY","TERSECESCHI","ISAAC",NA,1941-12-19,4605,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"UMPIERRE","ECHEVERRIA","WASHINGTON",NA,1959-04-25,4728,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
"URIARTE","ARAUJO","DAOIZ","GERARDO",1956-09-24,4563,1,2,2025-10-12 15:28:33.440971,2100-12-31 23:59:59,0
