"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","fecha_nac","id_politico","agregado","id_fuente","fecha_desde","fecha_hasta","formas_de_escribir"
"ARISTIMUÑO",NA,"ELADIO",NA,NA,1490,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ARON",NA,"FANNY",NA,1937-10-20,1491,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"AROUR","NEGEMI","ANGEL",NA,NA,1492,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ARRILLAGA","ETCHEVARRIA","RAUL",NA,1944-05-12,1494,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ARROYO","TORRES","LEDO",NA,1894-02-04,1495,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ARSUAGA",NA,"EDUARDO",NA,NA,1496,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ARTAGAVEYTIA",NA,"ALBERTO",NA,NA,1497,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ARTOLA",NA,"FRANCISCO","JAVIER",NA,1498,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ARTOLA","PEREYRA","FERNANDO",NA,1964-01-07,1499,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ATCHUGARRY",NA,"ALEJANDRO",NA,1952-07-31,1500,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"AVELLANAL",NA,"JUAN","JOSE",NA,1501,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"AZEVES",NA,"HECTOR","ELOY",1931-11-04,1502,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"AZZINI",NA,"DANIEL",NA,1947-02-09,1503,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BAGALCIAGUE",NA,"ROBERTO",NA,1927-02-08,1504,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BAGATTINI",NA,"JOSE","PEDRO",NA,1505,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BALBELA",NA,"DIONISIO","MIGUEL",1897-06-01,1506,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BALBI",NA,"PEDRO",NA,1934-11-01,1507,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BALBO",NA,"JOSE",NA,1951-11-19,1508,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BALIERO","SILVA","WASHINGTON","FREDY",1946-12-10,1509,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BALPARDA",NA,"ANGELES",NA,1953-04-03,1510,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BARABINO",NA,"SANTIAGO",NA,1853-08-14,1511,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BARAIBAR",NA,"CARLOS",NA,1939-07-13,1512,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BARAIBAR",NA,"GABRIEL",NA,1954-07-27,1513,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BARANDIARAN",NA,"GABRIEL",NA,1958-08-21,1514,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BARBAROUX",NA,"EMILIO",NA,1876-06-01,1515,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BARBOZA",NA,"LEANDRO",NA,NA,1516,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BARBOZA",NA,"ORIBE",NA,NA,1517,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BARDALLO",NA,"JULIO",NA,NA,1518,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BARGES",NA,"JUAN",NA,NA,1519,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BAROFFIO",NA,"EUGENIO",NA,1921-03-12,1521,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BARREIRO",NA,"URSINO",NA,1867-06-01,1522,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BARRIO",NA,"JOSE","A.",NA,1523,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BARRIOS",NA,"ARIEL",NA,1937-09-03,1524,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BARRIOS","TASANO","HONORIO",NA,1931-11-28,1525,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BARROS",NA,"MABEL",NA,1955-12-21,1526,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BASSO",NA,"MARIA","TERESA",1918-12-08,1527,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BAUSERO",NA,"GUILLERMO",NA,NA,1528,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BECCO",NA,"EDUARDO",NA,1907-01-07,1530,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BELLAN",NA,"JOSE","PEDRO",1889-06-30,1531,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BELLORA",NA,"HUMBERTO",NA,1947-01-02,1532,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BELTRAN","ACOSTA","ADRIAN",NA,1940-04-05,1533,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BELTRAN","ARBIZA","CESAR",NA,NA,1534,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BELTRAN","NUÑEZ","LINO",NA,NA,1535,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BELVISI",NA,"NILDA",NA,1935-09-30,1536,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BENAVIDEZ","LUZ","ASTUL",NA,1924-04-21,1537,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BENIA","ROVIRA","ISMAEL",NA,1887-06-01,1538,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BENTANCOUR",NA,"CARLOS",NA,NA,1539,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BENTANCOURT",NA,"ELIAS","V.",NA,1540,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BENTANCOUR","GRASSO","YOLANDA",NA,NA,1541,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BENTANCOUR","MOSCA","JOSE","LUIS",NA,1542,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BERGARA",NA,"EDUINO",NA,NA,1544,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BERGARA",NA,"MELCHOR",NA,NA,1545,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BERGERET",NA,"SUSANA",NA,1934-11-23,1546,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BERMUDEZ",NA,"NESTOR",NA,NA,1547,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BERRETA",NA,"RIVERA",NA,1907-12-25,1548,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BERRIEL",NA,"BRAULIO",NA,NA,1549,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BERRO",NA,"AURELIANO","G.",NA,1550,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BERRO",NA,"BERNARDO","PEDRO",1927-11-02,1551,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BERTACHI",NA,"GUALBERTO",NA,1932-03-11,1552,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BERTIN",NA,"LEDO",NA,NA,1553,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BERTIN",NA,"RUBEN",NA,1946-05-01,1554,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BESENZONI",NA,"CARLOS","MARIA",NA,1555,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BESOZZI",NA,"LUIS","PEDRO",1957-06-10,1556,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BESSOZI",NA,"PEDRO","C.",1957-06-10,1557,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BIANCHI","ALTUNA","HUMBERTO",NA,NA,1559,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BIANCHI",NA,"CELESTINO","H.",1893-06-01,1560,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BIANCHI",NA,"MARCOS",NA,NA,1563,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BIASSOTI",NA,"NELSON",NA,1921-07-13,1564,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BLANCO","ACEVEDO","EDUARDO",NA,1884-03-11,1565,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BLANCO","ACEVEDO","PABLO",NA,NA,1566,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BLIXEN",NA,"ENRIQUE",NA,NA,1567,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BLIXEN",NA,"MARIO",NA,NA,1568,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BOERR",NA,"JORGE",NA,1937-07-08,1570,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BOGGIANO",NA,"ROMULO",NA,NA,1571,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BOMIO",NA,"ERCILIA",NA,1933-03-18,1573,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BONILLA",NA,"CONRADO",NA,1945-04-26,1574,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BONINO",NA,"EMILIO","O.",1906-03-04,1575,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BORDOLI","VALLEJO","GUILLERMO",NA,1948-05-03,1576,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BORGES",NA,"THELMAN",NA,1938-06-01,1577,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BORRAS",NA,"RAMIRO","JULIO",1926-03-03,1579,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BORTAGARAY",NA,"ADOLFO",NA,1943-09-23,1580,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BOSCH",NA,"NELSON",NA,1946-09-30,1581,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BOUZA",NA,"ALFREDO","M.",NA,1582,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BOZZO",NA,"LORENZO",NA,NA,1583,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BRACCINI",NA,"VICTOR",NA,1946-10-08,1584,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BRENA",NA,"AVELINO",NA,1891-06-01,1585,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BRITOS","AROCENA","RICARDO",NA,NA,1586,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BRUM",NA,"BALTASAR",NA,1883-06-18,1587,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BRUSCHERA",NA,"OSCAR",NA,NA,1588,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BRUSSONI",NA,"FELIPE",NA,1936-09-22,1589,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BRUZZONE",NA,"CARMEN",NA,1953-05-29,1590,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BUENAFAMA",NA,"EUFEMIO",NA,NA,1591,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BUENO",NA,"ROSARIO",NA,NA,1592,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BUENO",NA,"VELARDES",NA,NA,1593,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BUONOMO",NA,"ALBERTO",NA,1946-01-06,1594,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BUQUET",NA,"SEBASTIAN",NA,NA,1595,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BURGOS","MORALES","MODESTO",NA,1919-10-10,1596,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"BUSTELO",NA,"CESAR",NA,1929-09-19,1597,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CABALLERO",NA,"JOSE","M.",NA,1598,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CABRERA",NA,"AMABEL",NA,1956-06-21,1599,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CACERES",NA,"LUCIO",NA,1949-09-14,1600,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CADENAS","BOIX","ENRIQUE",NA,1938-05-09,1601,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CAETANO","NUÑEZ","EVIO",NA,NA,1602,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CAL","JOHNSTON","ROBERTO",NA,1953-03-16,1603,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CALLERIZA",NA,"OSCAR",NA,NA,1604,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CALLORDA",NA,"ARIEL",NA,NA,1605,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CAMBIASSO",NA,"RODOLFO",NA,NA,1606,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CAMPOMAR",NA,"JORGE",NA,NA,1607,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CANABAL",NA,"RODOLFO",NA,NA,1608,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CANESSA",NA,"OSCAR","V.",NA,1609,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CAIZAS",NA,"MANUEL",NA,NA,1610,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CANO",NA,"CRISTOBAL",NA,NA,1611,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CANTON",NA,"MARIO",NA,1934-07-01,1612,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CAPECHE",NA,"EUGENIO","PIO",1912-05-05,1613,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CAPUTI",NA,"AGUSTIN","C.",1911-02-18,1614,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CARAMBULA",NA,"GONZALO",NA,1952-09-04,1615,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CARAVIA",NA,"NORBERTO","J.",NA,1617,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CARBONARO",NA,"ANTONIO",NA,1916-06-01,1619,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CARBONELL","Y MIGAL","JORGE",NA,1875-08-09,1621,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CARDOZO","BROVETTO","EDUARDO",NA,NA,1623,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CARDOZO",NA,"JUSTO",NA,NA,1624,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CARDOZO","PIOLI","SILVIO",NA,1942-06-27,1625,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CARNALES","MIRABALLES","ADHEMAR",NA,1932-07-01,1626,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CARRAU",NA,"ALVARO",NA,1949-12-27,1627,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CARRERO","GONZALEZ","DANIEL",NA,1950-10-14,1628,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CASAL",NA,"ELBIO","M.",NA,1630,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CASALAS",NA,"ANA","MARIA",1952-08-23,1631,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CASARTELLI",NA,"VICTORIO",NA,1920-11-01,1632,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CASAS","RODRIGUEZ","LEAN",NA,NA,1634,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CASSINA",NA,"CARLOS",NA,1932-07-28,1635,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CASSINA",NA,"ALBA",NA,1923-08-02,1636,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CASSOU",NA,"NELLY","ROSA",1928-08-30,1637,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CASTELLANOS",NA,"DANIEL",NA,NA,1638,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CASTRO",NA,"LAVALLEJA",NA,NA,1639,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CASTRO","SARAVIA","MARIANO",NA,NA,1641,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CASTRO","URQUIOLA","OSCAR",NA,1932-12-30,1642,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CASTRO",NA,"YAMANDU",NA,1956-07-18,1643,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CATALA","MOYANO","JULIO",NA,NA,1644,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CATALDI",NA,"WASHINGTON",NA,1923-08-01,1645,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CATRUFO",NA,"EMILIO","A.",1909-06-01,1646,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CAVAGNARO",NA,"WALTER",NA,NA,1647,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CAVIGLIA",NA,"LUIS","C.",1874-11-04,1648,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CERDEIRAS","ALONSO","JULIO",NA,1900-10-22,1649,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CHAGAS",NA,"FERNANDO",NA,NA,1652,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CHANQUET",NA,"MARLENE",NA,1956-06-01,1653,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CHARLONE",NA,"CESAR",NA,1895-10-05,1654,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CHAVEZ",NA,"OMAR","R.",NA,1655,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CHIARINO",NA,"JUAN","VICENTE",1901-12-25,1657,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CHIESA",NA,"SERGIO",NA,1950-01-11,1658,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CHOCHO",NA,"WALTER",NA,NA,1659,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CIASULLO",NA,"ALDO",NA,1911-06-01,1660,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CIGLIUTI",NA,"DANIEL",NA,1947-08-09,1662,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CLADERA",NA,"JUAN",NA,1953-08-14,1663,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CLAVIJO",NA,"ALBA",NA,NA,1664,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"COCCARO",NA,"DORA",NA,1912-06-01,1665,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"COCCHI",NA,"BETTINA",NA,1961-09-25,1666,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CODA",NA,"HILDA",NA,1934-05-01,1667,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"COLLAZO",NA,"ARIEL",NA,1929-02-06,1668,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"COLMAN",NA,"EMILIA",NA,1950-11-22,1669,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CORDONE",NA,"MIGUEL","ANGEL",1931-02-14,1670,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CORE",NA,"FLORENCIO",NA,NA,1671,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CORONEL",NA,"JORGE",NA,NA,1672,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CORREA","FREITAS","RUBEN",NA,1949-03-12,1674,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"TORRES",NA,"WALTER",NA,NA,1675,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CORTINAS",NA,"ISMAEL",NA,1884-06-17,1676,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"COSTA",NA,"DANIEL",NA,NA,1677,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CRAVIOTTO","CASAS","WILSON",NA,1935-05-08,1678,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CRISCI",NA,"LUIS",NA,1940-03-21,1679,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CROCE",NA,"JUAN","CARLOS",NA,1681,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CROSSA",NA,"ARIEL",NA,NA,1682,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CUBAS","MERCAPIDEZ","PEDRO",NA,1909-09-22,1684,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CUEVAS","GODAY","RAUL",NA,NA,1685,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CUERVO",NA,"ARMANDO",NA,NA,1686,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CULTELLI",NA,"ANDRES",NA,1921-09-06,1687,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CURA",NA,"LIBER",NA,NA,1688,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CURBELO",NA,"LUIS","A.",NA,1689,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CURI",NA,"LIDIA",NA,1928-11-22,1691,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CURUCHET",NA,"HECTOR",NA,1931-08-20,1692,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CUSTODIO",NA,"CANDIDO","HECTOR",1916-02-02,1693,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"CUTINELLA",NA,"ATILIO","CARLOS",NA,1694,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DA","ROSA VIOLES","HEBER",NA,1949-12-04,1695,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DA","ROSA VIOLES","ADHEMAR",NA,NA,1696,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DARRICARRERE","LAFARGUE","PEDRO",NA,1954-11-18,1699,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DE ARMAS","ARMAS","FELIPE",NA,NA,1700,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DE BOISMENU","BOISMENU","JUAN","JOSE",NA,1701,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DE BRUM CARBAJAL","BRUM CARBAJAL","SANTIAGO",NA,NA,1702,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DE CARLOS PINTOS","CARLOS PINTOS","FELIX",NA,1922-09-03,1703,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DE CASTRO PEREZ","CASTRO PEREZ","ALFREDO",NA,NA,1704,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DE FUENTES","FUENTES","ENRIQUE",NA,1928-03-18,1705,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DE LA HANTY","LA HANTY","BERNARDO",NA,1882-06-01,1706,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DE LA SIERRA","LA SIERRA","ARIEL",NA,NA,1707,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DE LEON","LEON","JUAN","CARLOS",NA,1708,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DE MULA","MULA","LUIS","MARIA",NA,1709,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DE PAZOS","PAZOS","MARIO",NA,1931-11-02,1710,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DE POSADAS","POSADAS","LUIS","M.",1927-06-27,1711,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DEL CAMPO","CAMPO","HECTOR",NA,NA,1712,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DEL CAMPO","CAMPO","RAUL",NA,NA,1713,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DELGADO",NA,"MANUEL","Z.",NA,1714,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DELGADO",NA,"RODOLFO",NA,NA,1715,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DELLEPIANE",NA,"ELISA",NA,1925-03-27,1716,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DELSA",NA,"PAULINO",NA,1949-01-21,1717,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DETJEN",NA,"PEDRO",NA,1901-01-31,1720,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DEVOTTO",NA,"DOMINGO",NA,1928-02-22,1721,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DI TRANO","TRANO","ROQUE",NA,NA,1722,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DIAZ","ETULAIN","TULIO","W.",NA,1723,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"IGUINI",NA,"LUIS",NA,1927-06-08,1725,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DOMINGUEZ",NA,"CARLOS","MARIA",NA,1726,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DOSETTI",NA,"GUSTAVO",NA,NA,1727,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DOTTI",NA,"ROBERTO",NA,NA,1728,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DUARTE",NA,"WASHINGTON",NA,NA,1729,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DURAN","RUBIO","ANTONIO","M.",NA,1731,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"DURAN","RUBIO","MARIO",NA,NA,1732,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
"ECHEVERRIGARAY",NA,"PEDRO",NA,NA,1734,0,1,2025-10-12 18:41:19.755625,2101-01-01 02:59:59,0
