"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","id_politico","partido","fecha_inicio","fecha_fin","cargo","status","circunscripcion","sexo","id_fuente","fecha_nac","fecha_inicio_l","fecha_fin_l","fecha_intermedia","ed_asumir_1","ed_asumir","edad_asumir","legislaturas_agrupadas","inicio","fin","cargo_estandarizado","cargo_vigente","legislatura"
"ACOSTA","MARTINEZ","MARIO",NA,1461,"Partido Colorado",NA,NA,"Diputado","Suplente","Lavalleja",1,1,NA,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Diputado","SI","1990-1995"
"ACOSTA","MARTINEZ","MARIO",NA,1461,"Partido Colorado",NA,NA,"Diputado","Suplente","Lavalleja",1,1,NA,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Diputado","SI","1995-2000"
"ACOSTA","NOCEDO","NIBER",NA,1462,"Partido Colorado",NA,NA,"Diputado","Suplente","Treinta y Tres",1,1,1945-11-28,1990-02-15,1995-02-14,1992-08-15 12:00:00,46,NA,46,"1985-2025",NA,NA,"Diputado","SI","1990-1995"
"ACOSTA","NOCEDO","NIBER",NA,1462,"Partido Colorado",NA,NA,"Diputado","Suplente","Treinta y Tres",1,1,1945-11-28,1995-02-15,2000-02-14,1997-08-15 12:00:00,51,NA,51,"1985-2025",NA,NA,"Diputado","SI","1995-2000"
"ACOSTA",NA,"TEODORO",NA,1463,"Partido Nacional",NA,NA,"Diputado","Suplente","Montevideo",1,1,NA,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Diputado","SI","1990-1995"
"ACOSTA",NA,"WALTER",NA,1464,"Partido Nacional",NA,NA,"Diputado","Suplente","Maldonado",1,1,NA,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Diputado","SI","1995-2000"
"ACOSTA",NA,"MARILU",NA,1460,"Frente Amplio",2010-03-01,NA,"Concejal","Titular","Rocha Castillos",0,1,1946-09-16,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,63,63,"1985-2025",NA,NA,"Concejal","SI","2010-2015"
"ACOSTA",NA,"ARTURO",NA,2809,"Partido Nacional",2010-03-01,NA,"Concejal","Titular","Cerro Largo Fraile Muerto",1,1,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2010-2015"
"ACOSTA",NA,"MATIAS",NA,4482,"Partido Nacional",2010-03-01,NA,"Concejal","Titular","Rivera Tranqueras",1,1,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2010-2015"
"ACOSTA",NA,"CESAR",NA,3014,"Frente Amplio",2015-03-01,NA,"Concejal","Titular","Canelones Paso Carrasco",1,1,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"ACOSTA",NA,"MARCELA",NA,3054,"Frente Amplio",2015-03-01,NA,"Concejal","Titular","Canelones Los Cerrillos",0,1,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"ACOSTA",NA,"MATIAS",NA,4482,"Partido Nacional",2015-03-01,NA,"Concejal","Titular","Rivera Tranqueras",1,1,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"ACOSTA",NA,"DANIELO","A.",3262,"Partido Nacional",2015-03-01,NA,"Alcalde","Titular","Lavalleja José Pedro Varela",1,1,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Alcalde","SI","2015-2020"
"ACOSTA",NA,"ISIDORO",NA,5212,"Partido Nacional",1993-07-15,NA,"Diputado","Suplente","Montevideo",1,1,NA,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Diputado","SI","1990-1995"
"ACOSTA","Y LARA","HORACIO",NA,3554,"Partido Colorado",1938-06-30,1942-06-07,"Intendente","Titular","Montevideo",1,1,NA,1938-05-24,1942-02-21,1940-04-07 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Intendente","SI","1938-1942"
"ACOSTA","ARTETA","GILBERTO",NA,3697,"Partido Colorado",1963-02-15,1967-02-14,"Concejal Departamental","Titular","Maldonado",1,1,1909-04-20,1963-02-15,1967-02-14,1965-02-14,NA,53,53,"1934-1973",NA,NA,"Concejal Departamental","NO","1963-1967"
"ACOSTA","ARTETA","GILBERTO",NA,3697,"Partido Colorado",1967-02-15,1972-02-14,"Intendente","Titular","Maldonado",1,1,1909-04-20,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,57,57,"1934-1973",NA,NA,"Intendente","SI","1967-1972"
"ACOSTA","ARTETA","GILBERTO",NA,3697,"Partido Colorado",1972-02-15,1973-06-27,"Intendente","Titular","Maldonado",1,1,1909-04-20,1972-02-15,1973-06-27,1972-10-21,NA,62,62,"1934-1973",NA,NA,"Intendente","SI","1972-1973"
"ACOSTA","Y LARA","GUZMAN",NA,4258,"Partido Colorado",2000-02-15,2005-02-14,"Diputado","Titular","Durazno",1,1,1969-12-12,2000-02-15,2005-02-14,2002-08-16,NA,30,30,"1985-2025",NA,NA,"Diputado","SI","2000-2005"
"ACOSTA","Y LARA","GUZMAN",NA,4258,"Partido Colorado",NA,NA,"Diputado","Titular","Durazno",1,1,1969-12-12,1959-02-15,1963-02-14,1961-02-14,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1959-1963"
"ACOSTA","Y LARA","GUZMAN",NA,4258,"Partido Colorado",NA,NA,"Diputado","Titular","Durazno",1,1,1969-12-12,1963-02-15,1967-02-14,1965-02-14,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1963-1967"
"ACOSTA","Y LARA","GUZMAN",NA,4258,"Partido Colorado",NA,NA,"Diputado","Titular","Durazno",1,1,1969-12-12,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1967-1972"
"ACOSTA","Y LARA","GUZMAN",NA,4258,"Partido Colorado",1967-10-10,1968-04-27,"Ministro Trabajo y Seguridad Social","Titular",NA,1,1,NA,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Ministro Trabajo y Seguridad Social","SI","1967-1972"
"ACOSTA",NA,"MARGOT",NA,4508,"Partido Colorado",NA,NA,"Diputado","Suplente","Canelones",0,1,1946-09-16,2000-02-15,2005-02-14,2002-08-16,55,NA,55,"1985-2025",NA,NA,"Diputado","SI","2000-2005"
"ACOSTA","MARTIRENA","AURO","RAMON",4543,"Partido Nacional",NA,NA,"Diputado","Suplente",NA,1,2,1964-05-04,2010-02-15 02:00:00,2015-02-14 02:00:00,2012-08-15 03:00:00,48,NA,48,"1985-2025",2010,2015,"Diputado","SI","2010-2015"
"ACOSTA","MARTIRENA","AURO","RAMON",4543,"Partido Nacional",NA,NA,"Diputado","Suplente",NA,1,2,1964-05-04,2015-02-15 02:00:00,2020-02-14 03:00:00,2017-08-15 03:00:00,53,NA,53,"1985-2025",2015,2019,"Diputado","SI","2015-2020"
"ACQUISTAPACE",NA,"JOSE",NA,13,"Partido Colorado",1959-02-15,1963-02-14,"Senador","Titular",NA,1,1,NA,1959-02-15,1963-02-14,1961-02-14,NA,NA,NA,"1934-1973",NA,NA,"Senador","SI","1959-1963"
"ACQUISTAPACE",NA,"JOSE","A.",13,"Partido Colorado",1949-11-08,1951-03-01,"Ministro Obras Publicas","Titular",NA,1,1,NA,1947-02-13,1951-02-12,1949-02-12,NA,NA,NA,"1934-1973",NA,NA,"Ministro Transporte y Obras Públicas","NO","1947-1951"
"ACQUISTAPACE",NA,"JOSE","A.",13,"Partido Colorado",1954-02-16,1955-03-01,"Ministro Obras Publicas","Titular",NA,1,1,NA,1951-02-15,1955-02-14,1953-02-14,NA,NA,NA,"1934-1973",NA,NA,"Ministro Transporte y Obras Públicas","NO","1951-1955"
"ACQUISTAPACE",NA,"JOSE",NA,13,"Partido Colorado",1962-11-25,1962-11-25,"Candidato Consejo Nacional de Gobierno",NA,NA,1,1,NA,1959-02-15,1963-02-14,1961-02-14,NA,NA,NA,"1934-1973",NA,NA,"Candidato Consejo Nacional de Gobierno","NO","1959-1963"
"ACQUISTAPACE",NA,"JOSE",NA,13,"Partido Colorado",1947-02-15,1951-02-14,"Intendente","Titular","Paysandu",1,1,NA,1947-02-13,1951-02-12,1949-02-12,NA,NA,NA,"1934-1973",NA,NA,"Intendente","SI","1947-1951"
"ACQUISTAPACE",NA,"JOSE",NA,13,"Partido Colorado",1951-02-15,1955-02-14,"Intendente","Titular","Paysandu",1,1,NA,1951-02-15,1955-02-14,1953-02-14,NA,NA,NA,"1934-1973",NA,NA,"Intendente","SI","1951-1955"
"ACUA",NA,"JORGE",NA,4507,"Partido Colorado",NA,NA,"Senador","Suplente",NA,1,1,NA,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Senador","SI","1995-2000"
"ACUNA","CUADRADO","MARCOS","ANDRES",4994,"Cabildo Abierto",NA,NA,"Diputado","Suplente",NA,1,2,1975-08-18,2020-02-15 03:00:00,2025-02-14 03:00:00,2022-08-16 03:00:00,46,NA,46,"1985-2025",2021,2021,"Diputado","SI","2020-2025"
"ADDIEGO","BRUNO","RAFAEL",NA,3289,"Presidente Suprema Corte de Justicia",1985-02-12,1985-03-01,"Presidente de la Republica","Interino",NA,1,1,1923-02-23,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,61,61,"1985-2025",NA,NA,"Presidente de la República","SI","1985-1990"
"AGAZZI",NA,"ERNESTO",NA,14,"Frente Amplio",2000-02-15,2005-02-14,"Diputado","Titular","Canelones",1,1,1942-09-04,2000-02-15,2005-02-14,2002-08-16,NA,57,57,"1985-2025",NA,NA,"Diputado","SI","2000-2005"
"AGAZZI",NA,"ERNESTO",NA,14,"Frente Amplio",NA,NA,"Senador","Suplente",NA,1,1,1942-09-04,2000-02-15,2005-02-14,2002-08-16,59,NA,59,"1985-2025",NA,NA,"Senador","SI","2000-2005"
"AGAZZI",NA,"ERNESTO",NA,14,"Frente Amplio",2008-03-03,2009-03-05,"Ministro Ganaderia, Agricultura y Pesca","Titular",NA,1,1,1942-09-04,2005-02-15,2010-02-14,2007-08-16 12:00:00,NA,65,65,"1985-2025",NA,NA,"Ministro Ganadería, Agricultura y Pesca","SI","2005-2010"
"AGAZZI","SARASOLA","ERNESTO",NA,14,"Frente Amplio",NA,NA,"Senador","Titular",NA,1,2,1942-09-04,2010-02-15 02:00:00,2015-02-14 02:00:00,2012-08-15 03:00:00,NA,67,67,"1985-2025",2010,2015,"Senador","SI","2010-2015"
"AGAZZI","SARASOLA","ERNESTO",NA,14,"Frente Amplio",NA,NA,"Senador","Titular",NA,1,2,1942-09-04,2015-02-15 02:00:00,2020-02-14 03:00:00,2017-08-15 03:00:00,NA,72,72,"1985-2025",2015,2016,"Senador","SI","2015-2020"
"AGAZZI","SARASOLA","ERNESTO",NA,14,"Frente Amplio",NA,NA,"Senador","Titular",NA,1,2,1942-09-04,2005-02-15 02:00:00,2010-02-14 02:00:00,2007-08-16 03:00:00,64,NA,64,"1985-2025",2005,2005,"Senador","SI","2005-2010"
"AGORIO",NA,"JULIO",NA,1465,"Partido Colorado",NA,NA,"Diputado","Suplente","San Jose",1,1,NA,1951-02-15,1955-02-14,1953-02-14,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1951-1955"
"AGORIO",NA,"JULIO",NA,1465,"Partido Colorado",NA,NA,"Senador","Suplente",NA,1,1,NA,1951-02-15,1955-02-14,1953-02-14,NA,NA,NA,"1934-1973",NA,NA,"Senador","SI","1951-1955"
"AGORIO",NA,"JULIO",NA,1465,"Partido Colorado",NA,NA,"Diputado","Titular","San Jose",1,1,NA,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1955-1959"
"AGORIO",NA,"LEOPOLDO",NA,3393,"Union Popular",1962-11-25,1962-11-25,"Candidato Consejo Nacional de Gobierno",NA,NA,1,1,NA,1959-02-15,1963-02-14,1961-02-14,NA,NA,NA,"1934-1973",NA,NA,"Candidato Consejo Nacional de Gobierno","NO","1959-1963"
"AGORIO",NA,"LEOPOLDO",NA,3393,"Partido Socialista",1958-11-30,1958-11-30,"Candidato Consejo Nacional de Gobierno",NA,NA,1,1,NA,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Candidato Consejo Nacional de Gobierno","NO","1955-1959"
"AGOTI","J.","J.","IGNACIO",1466,"Frente Amplio",NA,NA,"Diputado","Suplente","Montevideo",1,1,1944-04-08,2000-02-15,2005-02-14,2002-08-16,58,NA,58,"1985-2025",NA,NA,"Diputado","SI","2000-2005"
"AGUERO","DEMETRIO","NELSON","LEODATO",4833,"Frente Amplio",NA,NA,"Diputado","Suplente",NA,1,2,1966-05-22,2015-02-15 02:00:00,2020-02-14 03:00:00,2017-08-15 03:00:00,51,NA,51,"1985-2025",2015,2020,"Diputado","SI","2015-2020"
"AGUERRE",NA,"TABARE",NA,2564,"Frente Amplio",2010-03-01,2015-02-28,"Ministro Ganaderia, Agricultura y Pesca","Titular",NA,1,1,1957-04-12,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,52,52,"1985-2025",NA,NA,"Ministro Ganadería, Agricultura y Pesca","SI","2010-2015"
"AGUERRE",NA,"TABARE",NA,2564,"Frente Amplio",2015-03-01,2018-01-15,"Ministro Ganaderia, Agricultura y Pesca","Titular",NA,1,1,1957-04-12,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,57,57,"1985-2025",NA,NA,"Ministro Ganadería, Agricultura y Pesca","SI","2015-2020"
"AGUERRE",NA,"MIGUEL",NA,3566,"Partido Colorado",1943-02-15,1947-02-14,"Intendente","Titular","Rivera",1,1,NA,1943-02-04,1947-02-10,1945-02-06 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Intendente","SI","1943-1947"
"AGUERRONDO",NA,"MARIO",NA,3353,"Partido Nacional",1971-11-28,1971-11-28,"Candidato Presidente",NA,NA,1,1,1910-06-01,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,61,61,"1934-1973",NA,NA,"Candidato Presidente","SI","1967-1972"
"AGUIAR",NA,"FEDERICO","J.",15,"Partido Colorado",1911-02-15,1914-02-14,"Diputado","Titular","Cerro Largo",1,1,NA,1911-02-09,1914-02-09,1912-08-10,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1911-1914"
"AGUIAR",NA,"JUAN","JOSE",3432,"Union Democrata Reformista",1958-11-30,1958-11-30,"Candidato Consejo Nacional de Gobierno",NA,NA,1,1,NA,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Candidato Consejo Nacional de Gobierno","NO","1955-1959"
"AGUIAR",NA,"JULIO",NA,4259,"Partido Colorado",NA,NA,"Diputado","Titular","Montevideo",1,1,NA,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Diputado","SI","1985-1990"
"AGUIAR",NA,"JULIO",NA,4259,"Partido Colorado",NA,NA,"Diputado","Titular","Montevideo",1,1,NA,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Diputado","SI","1995-2000"
"AGUIAR",NA,"JULIO",NA,4259,"Partido Colorado",NA,NA,"Diputado","Suplente","Flores",1,1,NA,2000-02-15,2005-02-14,2002-08-16,NA,NA,NA,"1985-2025",NA,NA,"Diputado","SI","2000-2005"
"AGUILAR",NA,"BALTASAR","J.",1467,"Frente Amplio",NA,NA,"Diputado","Suplente","San Jose",1,1,1951-01-26,2000-02-15,2005-02-14,2002-08-16,51,NA,51,"1985-2025",NA,NA,"Diputado","SI","2000-2005"
"AGUILAR","CHAVES","LUIS","ALBERTO",5163,"Frente Amplio",NA,NA,"Diputado","Suplente",NA,1,2,1959-04-06,2005-02-15 02:00:00,2010-02-14 02:00:00,2007-08-16 03:00:00,48,NA,48,"1985-2025",2008,2010,"Diputado","SI","2005-2010"
"AGUIRRE",NA,"ALBERTO","P.",16,"Partido Nacional",1929-05-30,1932-02-14,"Diputado","Suplente","Montevideo",1,1,NA,1929-02-01,1932-01-29,1930-08-01,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1929-1932"
"AGUIRRE",NA,"LEONEL",NA,17,"Partido Nacional",1914-02-15,1917-02-14,"Diputado","Titular","Soriano",1,1,NA,1914-02-09,1917-01-02,1915-07-23,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1914-1917"
"AGUIRRE",NA,"LEONEL",NA,17,"Partido Nacional",1917-02-15,1919-03-11,"Diputado","Titular","Soriano",1,1,NA,1917-02-01,1920-02-14,1918-08-09,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1917-1920"
"AGUIRRE",NA,"LEONEL",NA,17,"Partido Nacional",1919-03-11,1920-02-14,"Senador","Suplente","Rocha",1,1,NA,1917-02-01,1920-02-14,1918-08-09,NA,NA,NA,"1902-1933",NA,NA,"Senador","SI","1917-1920"
"AGUIRRE",NA,"LEONEL",NA,17,"Partido Nacional",1920-02-15,1923-02-14,"Senador","Suplente","San Jose",1,1,NA,1920-02-09,1923-02-14,1921-08-12 12:00:00,NA,NA,NA,"1902-1933",NA,NA,"Senador","SI","1920-1923"
"AGUIRRE",NA,"LEONEL",NA,17,"Partido Nacional",1923-02-15,1926-02-14,"Diputado","Titular","Colonia",1,1,NA,1923-02-01,1926-02-12,1924-08-07 12:00:00,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1923-1926"
"AGUIRRE",NA,"LEONEL",NA,17,"Partido Nacional",1943-02-15,1947-02-10,"Senador","Titular",NA,1,1,NA,1943-02-04,1947-02-10,1945-02-06 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Senador","SI","1943-1947"
"AGUIRRE",NA,"MARTIN",NA,18,"Partido Nacional",1902-02-20,1905-02-14,"Diputado","Titular","Rivera",1,1,NA,1902-02-08,1905-02-06,1903-08-09,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1902-1905"
"AGUIRRE",NA,"MARTIN",NA,18,"Partido Nacional",1908-02-20,1908-02-24,"Diputado","Titular","Colonia",1,1,NA,1908-02-08,1911-01-23,1909-08-01,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1908-1911"
"AGUIRRE",NA,"NUMA",NA,19,"Partido Nacional",1985-02-15,1990-02-14,"Diputado","Titular","Durazno",1,1,1924-09-10,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,60,60,"1985-2025",NA,NA,"Diputado","SI","1985-1990"
"AGUIRRE",NA,"RAMON",NA,20,"Partido Colorado",NA,1965-02-01,"Diputado","Suplente","Durazno",1,1,NA,1963-02-15,1967-02-14,1965-02-14,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1963-1967"
"AGUIRRE",NA,"ROLANDO",NA,21,"Partido Colorado",NA,1986-10-06,"Diputado","Suplente","Salto",1,1,NA,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Diputado","SI","1985-1990"
"AGUIRRE","Y GONZALEZ","JUAN",NA,22,"Partido Colorado",NA,1917-01-02,"Senador","Titular","Rio Negro",1,1,NA,1914-02-09,1917-01-02,1915-07-23,NA,NA,NA,"1902-1933",NA,NA,"Senador","SI","1914-1917"
"AGUIRRE","Y GONZALEZ","JUAN",NA,22,"Partido Colorado",1917-02-01,NA,"Senador","Titular","Rio Negro",1,1,NA,1917-02-01,1920-02-14,1918-08-09,NA,NA,NA,"1902-1933",NA,NA,"Senador","SI","1917-1920"
"AGUIRRE",NA,"FABIO",NA,2912,"Partido Nacional",2010-03-01,NA,"Concejal","Titular","Colonia Nueva Palmira",1,1,NA,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2010-2015"
"AGUIRRE",NA,"ARTURO",NA,3229,"Partido Nacional",2015-03-01,NA,"Concejal","Titular","Colonia Nueva Palmira",1,1,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"AGUIRRE","GONZALEZ","ADOLFO",NA,3363,"Frente Izquierda de Liberacion",1966-11-27,1966-11-27,"Candidato Presidente",NA,NA,1,1,NA,1963-02-15,1967-02-14,1965-02-14,NA,NA,NA,"1934-1973",NA,NA,"Candidato Presidente","SI","1963-1967"
"AGUIRRE",NA,"LUCIANO","L.",3526,"Partido Colorado",1926-10-02,1932-02-23,"Consejero Departamental","Titular","Soriano",1,1,NA,1926-02-09,1929-01-28,1927-08-05,NA,NA,NA,"1902-1933",NA,NA,"Consejero Departamental","NO","1926-1929"
"AGUIRRE",NA,"LUCIANO","L.",3526,"Partido Colorado",1932-02-23,1933-03-31,"Consejero Departamental","Titular","Soriano",1,1,NA,1932-02-09,1933-03-31,1932-09-04,NA,NA,NA,"1902-1933",NA,NA,"Consejero Departamental","NO","1932-1933"
"AGUIRRE",NA,"RAMON",NA,20,"Partido Colorado",1959-02-15,1963-02-14,"Concejal Departamental","Titular","Durazno",1,1,NA,1959-02-15,1963-02-14,1961-02-14,NA,NA,NA,"1934-1973",NA,NA,"Concejal Departamental","NO","1959-1963"
"AGUIRRE",NA,"RAMON",NA,20,"Partido Colorado",1963-02-15,1967-02-14,"Concejal Departamental","Titular","Durazno",1,1,NA,1963-02-15,1967-02-14,1965-02-14,NA,NA,NA,"1934-1973",NA,NA,"Concejal Departamental","NO","1963-1967"
"AGUIRRE","RAMIREZ","GONZALO",NA,3805,"Partido Nacional",1985-02-15,1990-02-14,"Senador","Titular",NA,1,1,1940-01-25,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,45,45,"1985-2025",NA,NA,"Senador","SI","1985-1990"
"AGUIRRE","RAMIREZ","GONZALO",NA,3805,"Partido Nacional",1990-03-01,1995-02-28,"Senador","Titular",NA,1,1,1940-01-25,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,50,50,"1985-2025",NA,NA,"Senador","SI","1990-1995"
"AGUIRRE",NA,"GONZALO",NA,3805,"Partido Nacional",1990-03-01,1995-03-01,"Vicepresidente de la Republica","Titular",NA,1,1,1940-01-25,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,50,50,"1985-2025",NA,NA,"Vicepresidente de la República","SI","1990-1995"
"AGUIRRE","RAMIREZ","GONZALO",NA,3805,"Partido Nacional",1989-11-26,1989-11-26,"Candidato Vicepresidente",NA,NA,1,1,1940-01-25,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,49,49,"1985-2025",NA,NA,"Candidato Vicepresidente","SI","1985-1990"
"AGUIRRE",NA,"RAMON",NA,20,"Partido Colorado",1967-02-15,1972-02-14,"Diputado","Suplente","Durazno",1,1,NA,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1967-1972"
"AGUIRRE","RAMIREZ","GONZALO",NA,3805,"Partido Nacional",NA,NA,"Senador","Suplente",NA,1,2,1940-01-25,2005-02-15 02:00:00,2010-02-14 02:00:00,2007-08-16 03:00:00,67,NA,67,"1985-2025",2005,2007,"Senador","SI","2005-2010"
"AGUIRREZABALA",NA,"MARTIN",NA,2548,"Partido Colorado",2003-07-03,2005-03-01,"Ministro Ganaderia, Agricultura y Pesca","Titular",NA,1,1,1961-09-03,2000-02-15,2005-02-14,2002-08-16,NA,41,41,"1985-2025",NA,NA,"Ministro Ganadería, Agricultura y Pesca","SI","2000-2005"
"AGUIRREZABALA","PERILLO","MARTIN",NA,2548,"Partido Colorado",NA,NA,"Senador","Suplente",NA,1,2,1961-09-03,2005-02-15 02:00:00,2010-02-14 02:00:00,2007-08-16 03:00:00,45,NA,45,"1985-2025",2005,2009,"Senador","SI","2005-2010"
"AGUSTONI",NA,"RAUL",NA,3086,"Partido Nacional",2015-03-01,NA,"Alcalde","Titular","Maldonado Aiguá",1,1,1955-12-07,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,59,59,"1985-2025",NA,NA,"Alcalde","SI","2015-2020"
"AICARDI",NA,"JULIO",NA,2934,"Partido de las Clases Pasivas",1958-11-30,1958-11-30,"Candidato Consejo Nacional de Gobierno",NA,NA,1,1,NA,1955-02-15,1959-02-03,1957-02-08 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Candidato Consejo Nacional de Gobierno","NO","1955-1959"
"AIRALDI",NA,"SERAFIN",NA,23,"Partido Colorado",1920-02-15,1923-02-14,"Diputado","Titular","Durazno",1,1,NA,1920-02-09,1923-02-14,1921-08-12 12:00:00,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1920-1923"
"AITA",NA,"UBALDO",NA,2325,"Frente Amplio",2010-03-01,NA,"Concejal","Titular","Canelones Sauce",1,1,1960-01-13,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,50,50,"1985-2025",NA,NA,"Concejal","SI","2010-2015"
"AITA","MAIDANA","UBALDO","PASCUAL",2325,"Frente Amplio",NA,NA,"Diputado","Titular","Canelones",1,2,1960-01-13,2020-02-15 03:00:00,2025-02-14 03:00:00,2022-08-16 03:00:00,NA,60,60,"1985-2025",2020,2025,"Diputado","SI","2020-2025"
"ALAGGIA",NA,"JOSE","PEDRO",24,"Partido Colorado",1923-02-15,1926-02-14,"Diputado","Titular","Flores",1,1,1887-04-16,1923-02-01,1926-02-12,1924-08-07 12:00:00,NA,35,35,"1902-1933",NA,NA,"Diputado","SI","1923-1926"
"ALAGGIA",NA,"JOSE","PEDRO",24,"Partido Colorado",1926-02-15,1929-02-14,"Diputado","Titular","Flores",1,1,1887-04-16,1926-02-09,1929-01-28,1927-08-05,NA,38,38,"1902-1933",NA,NA,"Diputado","SI","1926-1929"
"ALAGGIA",NA,"JOSE","PEDRO",24,"Partido Colorado",1934-06-18,NA,"Diputado","Titular",NA,1,1,1887-04-16,1934-05-18,1938-05-16,1936-05-16 12:00:00,NA,47,47,"1934-1973",NA,NA,"Diputado","SI","1934-1938"
"ALALUF","EGUEZ","ROSARIO","DE",4853,"Frente Amplio",NA,NA,"Diputado","Suplente",NA,0,2,1956-08-21,2015-02-15 02:00:00,2020-02-14 03:00:00,2017-08-15 03:00:00,60,NA,60,"1985-2025",2015,2018,"Diputado","SI","2015-2020"
"ALAMBARRI",NA,"ALFREDO",NA,25,"Partido Colorado",1951-02-15,1954-10-05,"Diputado","Titular","Soriano",1,1,NA,1951-02-15,1955-02-14,1953-02-14,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1951-1955"
"ALBANO",NA,"ITALO",NA,3129,"Partido Nacional",2015-03-01,NA,"Concejal","Titular","Cerro Largo Arévalo",1,1,1938-10-30,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,76,76,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"ALBERNAZ","PEREIRA","RODRIGO","RAMON",2293,"Cabildo Abierto",NA,NA,"Diputado","Titular","Salto",1,2,1988-04-11,2020-02-15 03:00:00,2025-02-14 03:00:00,2022-08-16 03:00:00,NA,31,31,"1985-2025",2020,2025,"Diputado","SI","2020-2025"
