"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","id_politico","partido","fecha_inicio","fecha_fin","cargo","status","circunscripcion","sexo","id_fuente","fecha_nac","fecha_inicio_l","fecha_fin_l","fecha_intermedia","ed_asumir_1","ed_asumir","edad_asumir","legislaturas_agrupadas","inicio","fin","cargo_estandarizado","cargo_vigente","legislatura"
"JIMENEZ","DE ARECHAGA","JUSTINO",NA,4171,"Partido Colorado",1932-05-12,1933-04-03,"Ministro Justicia e Instruccion Publica","Titular",NA,1,1,1883-06-01,1932-02-09,1933-03-31,1932-09-04,NA,48,48,"1902-1933",NA,NA,"Ministro Educación y Cultura","NO","1932-1933"
"JIMENEZ","DE ARECHAGA","JUSTINO",NA,4380,"Partido Colorado",1966-11-27,1966-11-27,"Candidato Presidente",NA,NA,1,1,NA,1963-02-15,1967-02-14,1965-02-14,NA,NA,NA,"1934-1973",NA,NA,"Candidato Presidente","SI","1963-1967"
"JISDONIAN","TAKESSIAN","PEDRO","FEDERICO",2416,"Partido Nacional",NA,NA,"Diputado","Suplente",NA,1,2,1984-03-30,2015-02-15 02:00:00,2020-02-14 03:00:00,2017-08-15 03:00:00,33,NA,33,"1985-2025",2015,2020,"Diputado","SI","2015-2020"
"JISDONIAN","TAKESSIAN","PEDRO","FEDERICO",2416,"Partido Nacional",NA,NA,"Diputado","Suplente",NA,1,2,1984-03-30,2020-02-15 03:00:00,2025-02-14 03:00:00,2022-08-16 03:00:00,38,NA,38,"1985-2025",2020,2025,"Diputado","SI","2020-2025"
"JOANICO",NA,"CARLOS","MARIA",763,"Partido Nacional",1917-02-15,1920-02-14,"Diputado","Titular","Montevideo",1,1,NA,1917-02-01,1920-02-14,1918-08-09,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1917-1920"
"JOANICO",NA,"CARLOS","MARIA",763,"Partido Nacional",1923-02-15,1926-02-14,"Diputado","Titular","Montevideo",1,1,NA,1923-02-01,1926-02-12,1924-08-07 12:00:00,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1923-1926"
"JOANICO",NA,"CARLOS","MARIA",763,"Partido Nacional",1926-02-15,1929-02-14,"Diputado","Titular","Montevideo",1,1,NA,1926-02-09,1929-01-28,1927-08-05,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1926-1929"
"JORGE",NA,"ANTONIO",NA,5275,"Partido Colorado",NA,NA,"Diputado","Suplente","Salto",1,1,1931-02-12,1972-02-15,1973-06-27,1972-10-21,41,NA,41,"1934-1973",NA,NA,"Diputado","SI","1972-1973"
"JOSE","RODRIGUEZ","MARIA",NA,3095,"Partido Nacional",2015-03-01,NA,"Concejal","Titular","Maldonado Garzón",0,1,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"JUAMBELTZ",NA,"HECTOR",NA,2720,"Frente Amplio",2010-03-01,NA,"Concejal","Titular","Canelones Ciudad de la Costa",1,1,1947-01-20,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,63,63,"1985-2025",NA,NA,"Concejal","SI","2010-2015"
"JUAN",NA,"LUIS","EDUARDO",764,"Partido Colorado",1967-02-15,1972-02-14,"Diputado","Titular","Artigas",1,1,1927-03-30,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,39,39,"1934-1973",NA,NA,"Diputado","SI","1967-1972"
"JUAN",NA,"LUIS","EDUARDO",764,"Partido Colorado",1985-02-15,1990-02-14,"Intendente","Titular","Artigas",1,1,1927-03-30,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,57,57,"1985-2025",NA,NA,"Intendente","SI","1985-1990"
"JUAN",NA,"LUIS","EDUARDO",764,"Partido Colorado",1995-02-15,1998-09-28,"Intendente",NA,"Artigas",1,1,1927-03-30,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,67,67,"1985-2025",NA,NA,"Intendente","SI","1995-2000"
"JUAREZ",NA,"AMALIA","M.",3184,"Frente Amplio",2015-03-01,NA,"Concejal","Titular","Paysandu Piedras Coloradas",0,1,1974-10-01,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,40,40,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"JUDE",NA,"RAUL",NA,4282,"Partido Colorado",1922-03-17,1923-02-14,"Diputado","Suplente","Montevideo",1,1,NA,1920-02-09,1923-02-14,1921-08-12 12:00:00,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1920-1923"
"JUDE",NA,"RAUL",NA,4282,"Partido Colorado",1923-02-15,NA,"Diputado","Titular","Montevideo",1,1,NA,1923-02-01,1926-02-12,1924-08-07 12:00:00,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1923-1926"
"JUDE",NA,"RAUL",NA,4282,"Partido Colorado",NA,1926-02-12,"Senador","Suplente","Rivera",1,1,NA,1923-02-01,1926-02-12,1924-08-07 12:00:00,NA,NA,NA,"1902-1933",NA,NA,"Senador","SI","1923-1926"
"JUDE",NA,"RAUL",NA,4282,"Partido Colorado",1926-02-19,1929-01-28,"Senador","Titular","Rivera",1,1,NA,1926-02-09,1929-01-28,1927-08-05,NA,NA,NA,"1902-1933",NA,NA,"Senador","SI","1926-1929"
"JUDE",NA,"RAUL",NA,4282,"Partido Colorado",1929-02-01,1931-03-01,"Senador","Titular","Rivera",1,1,NA,1929-02-01,1932-01-29,1930-08-01,NA,NA,NA,"1902-1933",NA,NA,"Senador","SI","1929-1932"
"JUDE",NA,"RAUL",NA,4282,"Partido Colorado",1934-05-21,1937-11-05,"Senador","Titular",NA,1,1,NA,1934-05-18,1938-05-16,1936-05-16 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Senador","SI","1934-1938"
"JUDE",NA,"RAUL",NA,4282,"Partido Colorado",1938-07-04,1939-03-02,"Senador","Titular",NA,1,1,NA,1938-05-24,1942-02-21,1940-04-07 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Senador","SI","1938-1942"
"JUDE",NA,"RAUMAR",NA,4283,"Partido Colorado",NA,NA,"Diputado","Suplente","Canelones",1,1,NA,1963-02-15,1967-02-14,1965-02-14,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1963-1967"
"JUDE",NA,"RAUMAR",NA,4283,"Partido Colorado",NA,NA,"Diputado","Titular","Canelones",1,1,NA,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1967-1972"
"JUDE",NA,"RAUMAR",NA,4283,"Partido Colorado",NA,NA,"Senador","Titular",NA,1,1,NA,1972-02-15,1973-06-27,1972-10-21,NA,NA,NA,"1934-1973",NA,NA,"Senador","SI","1972-1973"
"JUDE",NA,"RAUMAR",NA,4283,"Partido Colorado",NA,NA,"Senador","Titular",NA,1,1,NA,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Senador","SI","1985-1990"
"JUDE",NA,"RAUMAR",NA,4283,"Partido Colorado",NA,NA,"Senador","Titular",NA,1,1,NA,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Senador","SI","1990-1995"
"JUDE",NA,"RAUL",NA,4282,"Partido Colorado",1924-11-18,1925-05-15,"Ministro Justicia e Instruccion Publica","Titular",NA,1,1,NA,1923-02-01,1926-02-12,1924-08-07 12:00:00,NA,NA,NA,"1902-1933",NA,NA,"Ministro Educación y Cultura","NO","1923-1926"
"JUDE",NA,"RAUL",NA,4282,"Partido Colorado",1937-11-01,1938-06-19,"Ministro Interior","Titular",NA,1,1,NA,1934-05-18,1938-05-16,1936-05-16 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Ministro Interior","SI","1934-1938"
"JURI","CAJIGA","ADRIAN","ROBERTO",4874,"Partido Colorado",NA,NA,"Diputado","Titular",NA,1,2,1976-03-15,2020-02-15 03:00:00,2025-02-14 03:00:00,2022-08-16 03:00:00,NA,43,43,"1985-2025",2020,2020,"Diputado","SI","2020-2025"
"KAYEL",NA,"ALEJANDRO",NA,766,"Partido Colorado",1934-05-18,1938-05-24,"Diputado","Titular","Montevideo",1,1,NA,1934-05-18,1938-05-16,1936-05-16 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1934-1938"
"KAYEL",NA,"ALEJANDRO",NA,766,"Partido Colorado",1938-05-25,1941-07-29,"Diputado","Titular","Montevideo",1,1,NA,1938-05-24,1942-02-21,1940-04-07 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1938-1942"
"KECHICHIAN",NA,"LILIAM",NA,2370,"Frente Amplio",2012-05-30,2015-02-28,"Ministro Turismo y Deportes","Titular",NA,1,1,1952-03-02,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,60,60,"1985-2025",NA,NA,"Ministro Turismo","NO","2010-2015"
"KECHICHIAN",NA,"LILIAM",NA,2370,"Frente Amplio",2015-03-01,2020-02-28,"Ministro Turismo y Deportes","Titular",NA,1,1,1952-03-02,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,62,62,"1985-2025",NA,NA,"Ministro Turismo","NO","2015-2020"
"KECHICHIAN","GARCIA","NORMA","LILIAM",2370,"Frente Amplio",NA,NA,"Senador","Suplente",NA,0,2,1952-03-02,2020-02-15 03:00:00,2025-02-14 03:00:00,2022-08-16 03:00:00,70,NA,70,"1985-2025",2025,2025,"Senador","SI","2020-2025"
"KECHICHIAN","GARCIA","NORMA","LILIAM",2370,"Frente Amplio",NA,NA,"Senador","Suplente",NA,0,2,1952-03-02,2020-02-15 03:00:00,2025-02-14 03:00:00,2022-08-16 03:00:00,70,NA,70,"1985-2025",2020,2025,"Senador","SI","2020-2025"
"KECHICHIAN","GARCIA","NORMA","LILIAM",2370,"Frente Amplio",NA,NA,"Diputado","Suplente",NA,0,2,1952-03-02,2005-02-15 02:00:00,2010-02-14 02:00:00,2007-08-16 03:00:00,55,NA,55,"1985-2025",2005,2006,"Diputado","SI","2005-2010"
"KLAPPENBACH",NA,"PABLO",NA,2597,"Frente Amplio",2010-03-01,2015-03-01,"Ministro Corte Electoral",NA,NA,1,1,1966-09-13,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,43,43,"1985-2025",NA,NA,"Ministro Corte Electoral","SI","2010-2015"
"KLAPPENBACH",NA,"PABLO",NA,2597,"Frente Amplio",2015-03-01,2020-03-01,"Ministro Corte Electoral","PARTIDARIO",NA,1,1,1966-09-13,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,48,48,"1985-2025",NA,NA,"Ministro Corte Electoral","SI","2015-2020"
"KORZENIAK",NA,"JOSE",NA,4238,"Frente Amplio",1990-02-15,1995-02-14,"Senador","Titular",NA,1,1,NA,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Senador","SI","1990-1995"
"KORZENIAK",NA,"JOSE",NA,4238,"Frente Amplio",1995-02-15,2000-02-14,"Senador","Titular",NA,1,1,NA,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Senador","SI","1995-2000"
"KORZENIAK",NA,"JOSE",NA,4238,"Frente Amplio",2000-02-15,2005-02-14,"Senador","Titular",NA,1,1,NA,2000-02-15,2005-02-14,2002-08-16,NA,NA,NA,"1985-2025",NA,NA,"Senador","SI","2000-2005"
"KORZENIAK",NA,"JOSE","IGNACIO",4378,"Frente Amplio",2015-03-01,2020-03-01,"Ministro Corte Electoral","NEUTRAL",NA,1,1,NA,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Ministro Corte Electoral","SI","2015-2020"
"KORZENIAK","FUCKS","JOSE",NA,4238,"Frente Amplio",NA,NA,"Senador","Suplente",NA,1,2,1933-02-13,2005-02-15 02:00:00,2010-02-14 02:00:00,2007-08-16 03:00:00,74,NA,74,"1985-2025",2005,2008,"Senador","SI","2005-2010"
"KOSTER",NA,"LUIS",NA,3556,"Partido Nacional",1938-06-19,1942-06-29,"Intendente","Titular","Soriano",1,1,1899-06-01,1938-05-24,1942-02-21,1940-04-07 12:00:00,NA,39,39,"1934-1973",NA,NA,"Intendente","SI","1938-1942"
"KOSTER",NA,"LUIS",NA,3556,"Union Vecinal",1947-02-15,1951-02-14,"Intendente","Titular","Soriano",1,1,1899-06-01,1947-02-13,1951-02-12,1949-02-12,NA,47,47,"1934-1973",NA,NA,"Intendente","SI","1947-1951"
"KREIMERMAN",NA,"ROBERTO",NA,2565,"Frente Amplio",2010-03-01,2015-02-28,"Ministro Industria, Energia y Mineria","Titular",NA,1,1,1958-07-30,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,51,51,"1985-2025",NA,NA,"Ministro Industria, Energía y Minería","SI","2010-2015"
"KRONBERG","VERGARA","JULIO","ALBERTO",4978,"Frente Amplio",NA,NA,"Diputado","Suplente",NA,1,2,1954-08-19,2020-02-15 03:00:00,2025-02-14 03:00:00,2022-08-16 03:00:00,67,NA,67,"1985-2025",2020,2025,"Diputado","SI","2020-2025"
"KUCHARSKI","GONZALEZ","GIANFRANCO",NA,4943,"Cabildo Abierto",NA,NA,"Diputado","Suplente",NA,1,2,1986-08-31,2020-02-15 03:00:00,2025-02-14 03:00:00,2022-08-16 03:00:00,35,NA,35,"1985-2025",2020,2021,"Diputado","SI","2020-2025"
"KUSTER",NA,"LUIS",NA,5295,"Partido Colorado",1938-06-19,1942-06-24,"Intendente","Titular","Rio Negro",1,1,1899-06-01,1938-05-24,1942-02-21,1940-04-07 12:00:00,NA,39,39,"1934-1973",NA,NA,"Intendente","SI","1938-1942"
"LABACA","AROCENA","TOMAS",NA,767,"Partido Colorado",1938-05-25,1942-02-21,"Diputado","Titular","Montevideo",1,1,NA,1938-05-24,1942-02-21,1940-04-07 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1938-1942"
"LABANDERA",NA,"JOSE","MA.",2504,"Partido Colorado",1972-02-10,1972-03-01,"Ministro Transporte, Comunicacion y Turismo","Titular",NA,1,1,NA,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,NA,NA,"1934-1973",NA,NA,"Ministro Transporte y Obras Públicas","NO","1967-1972"
"LABAT",NA,"JUAN",NA,4284,"Partido Nacional",1923-02-15,1926-02-14,"Diputado","Titular","Maldonado",1,1,NA,1923-02-01,1926-02-12,1924-08-07 12:00:00,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1923-1926"
"LABAT",NA,"JUAN",NA,4284,"Partido Nacional",1926-02-15,1929-02-14,"Diputado","Titular","Maldonado",1,1,NA,1926-02-09,1929-01-28,1927-08-05,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1926-1929"
"LABAT",NA,"JUAN",NA,4284,"Partido Nacional",1929-02-15,1932-02-14,"Diputado","Titular","Maldonado",1,1,NA,1929-02-01,1932-01-29,1930-08-01,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1929-1932"
"LABORDA","GUIMARAENS","JESUS",NA,1869,"Partido Colorado",NA,NA,"Diputado","Suplente","Rocha",1,1,1931-03-07,1967-02-15,1972-02-14,1969-08-15 12:00:00,38,NA,38,"1934-1973",NA,NA,"Diputado","SI","1967-1972"
"LABORDA","GUIMARAENS","JESUS",NA,1869,"Partido Colorado",NA,NA,"Diputado","Suplente","Rocha",1,1,1931-03-07,1972-02-15,1973-06-27,1972-10-21,41,NA,41,"1934-1973",NA,NA,"Diputado","SI","1972-1973"
"LACA",NA,"JUAN",NA,4285,"Frente Amplio",2010-03-01,NA,"Concejal","Titular","Paysandu Porvenir",1,1,1954-10-04,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,55,55,"1985-2025",NA,NA,"Concejal","SI","2010-2015"
"LACA",NA,"JUAN",NA,4285,"Frente Amplio",2015-03-01,NA,"Concejal","Titular","Paysandu Porvenir",1,1,1954-10-04,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,60,60,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"LACA","GARCIA","TABARE","ALEJANDRO",4866,"Frente Amplio",NA,NA,"Diputado","Suplente",NA,1,2,1969-12-03,2015-02-15 02:00:00,2020-02-14 03:00:00,2017-08-15 03:00:00,47,NA,47,"1985-2025",2015,2020,"Diputado","SI","2015-2020"
"LACALLE","HERRERA","LUIS","ALBERTO",769,"Partido Nacional",1972-02-15,1973-06-27,"Diputado","Titular","Montevideo",1,1,1941-07-13,1972-02-15,1973-06-27,1972-10-21,NA,30,30,"1934-1973",NA,NA,"Diputado","SI","1972-1973"
"LACALLE","HERRERA","LUIS","ALBERTO",769,"Partido Nacional",1985-02-15,NA,"Senador","Titular",NA,1,1,1941-07-13,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,43,43,"1985-2025",NA,NA,"Senador","SI","1985-1990"
"LACALLE","POU","LUIS","ALBERTO",770,"Partido Nacional",2000-02-15,2005-02-14,"Diputado","Titular","Canelones",1,1,1973-08-11,2000-02-15,2005-02-14,2002-08-16,NA,26,26,"1985-2025",NA,NA,"Diputado","SI","2000-2005"
"LACALLE","HERRERA","LUIS","ALBERTO",769,"Partido Nacional",1990-03-01,1995-03-01,"Presidente de la Republica","Titular",NA,1,1,1941-07-13,1990-02-15,1995-02-14,1992-08-15 12:00:00,NA,48,48,"1985-2025",NA,NA,"Presidente de la República","SI","1990-1995"
"LACALLE","POU","LUIS","ALBERTO",770,"Partido Nacional",2020-03-01,2025-03-01,"Presidente de la Republica","Titular",NA,1,1,1973-08-11,2020-02-15,2025-02-14,2022-08-16,NA,46,46,"1985-2025",NA,NA,"Presidente de la República","SI","2020-2025"
"LACALLE","POU","LUIS","ALBERTO",770,"Partido Nacional",2019-10-27,2019-10-27,"Candidato Presidente",NA,NA,1,1,1973-08-11,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,46,46,"1985-2025",NA,NA,"Candidato Presidente","SI","2015-2020"
"LACALLE","POU","LUIS","ALBERTO",770,"Partido Nacional",2019-06-30,2019-06-30,"Candidato Precandidato Presidente",NA,NA,1,1,1973-08-11,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,45,45,"1985-2025",NA,NA,"Candidato Precandidato Presidente","SI","2015-2020"
"LACALLE","POU","LUIS","ALBERTO",770,"Partido Nacional",2014-10-26,2014-10-26,"Candidato Presidente",NA,NA,1,1,1973-08-11,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,41,41,"1985-2025",NA,NA,"Candidato Presidente","SI","2010-2015"
"LACALLE","POU","LUIS","ALBERTO",770,"Partido Nacional",2014-06-01,2014-06-01,"Candidato Precandidato Presidente",NA,NA,1,1,1973-08-11,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,40,40,"1985-2025",NA,NA,"Candidato Precandidato Presidente","SI","2010-2015"
"LACALLE","HERRERA","LUIS","ALBERTO",769,"Partido Nacional",2009-10-25,2009-10-25,"Candidato Presidente",NA,NA,1,1,1941-07-13,2005-02-15,2010-02-14,2007-08-16 12:00:00,NA,68,68,"1985-2025",NA,NA,"Candidato Presidente","SI","2005-2010"
"LACALLE","HERRERA","LUIS","ALBERTO",769,"Partido Nacional",2009-06-28,2009-06-28,"Candidato Precandidato Presidente",NA,NA,1,1,1941-07-13,2005-02-15,2010-02-14,2007-08-16 12:00:00,NA,67,67,"1985-2025",NA,NA,"Candidato Precandidato Presidente","SI","2005-2010"
"LACALLE","HERRERA","LUIS","ALBERTO",769,"Partido Nacional",2004-06-27,2004-06-27,"Candidato Precandidato Presidente",NA,NA,1,1,1941-07-13,2000-02-15,2005-02-14,2002-08-16,NA,62,62,"1985-2025",NA,NA,"Candidato Precandidato Presidente","SI","2000-2005"
"LACALLE","HERRERA","LUIS","ALBERTO",769,"Partido Nacional",1999-10-31,1999-10-31,"Candidato Presidente",NA,NA,1,1,1941-07-13,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,58,58,"1985-2025",NA,NA,"Candidato Presidente","SI","1995-2000"
"LACALLE","HERRERA","LUIS","ALBERTO",769,"Partido Nacional",1999-04-25,1999-04-25,"Candidato Precandidato Presidente",NA,NA,1,1,1941-07-13,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,57,57,"1985-2025",NA,NA,"Candidato Precandidato Presidente","SI","1995-2000"
"LACALLE","HERRERA","LUIS","ALBERTO",769,"Partido Nacional",1989-11-26,1989-11-26,"Candidato Presidente",NA,NA,1,1,1941-07-13,1985-02-15,1990-02-14,1987-08-16 12:00:00,NA,48,48,"1985-2025",NA,NA,"Candidato Presidente","SI","1985-1990"
"LACALLE","POU","LUIS","ALBERTO",770,"Partido Nacional",NA,NA,"Diputado","Titular","Canelones",1,2,1973-08-11,2010-02-15 02:00:00,2015-02-14 02:00:00,2012-08-15 03:00:00,NA,36,36,"1985-2025",2010,2015,"Diputado","SI","2010-2015"
"LACALLE","DE","LUIS","ALBERTO RAMON",769,"Partido Nacional",NA,NA,"Senador","Titular",NA,1,2,1941-07-13,2010-02-15 02:00:00,2015-02-14 02:00:00,2012-08-15 03:00:00,NA,68,68,"1985-2025",2010,2015,"Senador","SI","2010-2015"
"LACALLE","POU","LUIS","ALBERTO",770,"Partido Nacional",NA,NA,"Senador","Titular",NA,1,2,1973-08-11,2015-02-15 02:00:00,2020-02-14 03:00:00,2017-08-15 03:00:00,NA,41,41,"1985-2025",2020,2020,"Senador","SI","2015-2020"
"LACALLE","POU","LUIS","ALBERTO",770,"Partido Nacional",NA,NA,"Senador","Titular",NA,1,2,1973-08-11,2015-02-15 02:00:00,2020-02-14 03:00:00,2017-08-15 03:00:00,NA,41,41,"1985-2025",2015,2019,"Senador","SI","2015-2020"
"LACALLE","POU","LUIS","ALBERTO",770,"Partido Nacional",NA,NA,"Senador","Titular",NA,1,2,1973-08-11,2020-02-15 03:00:00,2025-02-14 03:00:00,2022-08-16 03:00:00,NA,46,46,"1985-2025",2020,2020,"Senador","SI","2020-2025"
"LACALLE","POU","LUIS","ALBERTO",770,"Partido Nacional",NA,NA,"Diputado","Titular","Canelones",1,2,1973-08-11,2005-02-15 02:00:00,2010-02-14 02:00:00,2007-08-16 03:00:00,NA,31,31,"1985-2025",2005,2010,"Diputado","SI","2005-2010"
"LACARTE","MURO","JULIO",NA,2490,"Partido Colorado",1967-03-01,1967-06-27,"Ministro Industria y Comercio","Titular",NA,1,1,1918-03-29,1967-02-15,1972-02-14,1969-08-15 12:00:00,NA,48,48,"1934-1973",NA,NA,"Ministro Industria, Energía y Minería","NO","1967-1972"
"LACARTE","MURO","JULIO",NA,2490,"Partido Colorado",1966-11-27,1966-11-27,"Candidato Vicepresidente",NA,NA,1,1,1918-03-29,1963-02-15,1967-02-14,1965-02-14,NA,48,48,"1934-1973",NA,NA,"Candidato Vicepresidente","SI","1963-1967"
"LACARTE","MURO","JULIO",NA,2490,"Partido Colorado",1962-11-25,1962-11-25,"Candidato Consejo Nacional de Gobierno",NA,NA,1,1,1918-03-29,1959-02-15,1963-02-14,1961-02-14,NA,44,44,"1934-1973",NA,NA,"Candidato Consejo Nacional de Gobierno","NO","1959-1963"
"LACHAISE",NA,"JOSE",NA,2826,"Partido Nacional",2010-03-01,NA,"Alcalde","Titular","Artigas Baltasar Brum",1,1,1956-04-08,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,53,53,"1985-2025",NA,NA,"Alcalde","SI","2010-2015"
"LACHAISE",NA,"JOSE",NA,2826,"Partido Nacional",2015-03-01,NA,"Concejal","Titular","Artigas Baltasar Brum",1,1,1956-04-08,2015-02-15,2020-02-14,2017-08-15 12:00:00,NA,58,58,"1985-2025",NA,NA,"Concejal","SI","2015-2020"
"LACOSTE",NA,"JUAN","F.",771,"Partido Colorado",1905-02-15,NA,"Diputado","Titular","Montevideo",1,1,NA,1905-03-09,1908-01-13,1906-08-11,NA,NA,NA,"1902-1933",NA,NA,"Diputado","SI","1905-1908"
"LACRUZ",NA,"SERVANDO",NA,772,"Partido Nacional",1963-02-15,1967-02-14,"Diputado","Titular","Canelones",1,1,NA,1963-02-15,1967-02-14,1965-02-14,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1963-1967"
"LACUESTA",NA,"FLOR","MARIA",1870,"Partido Nacional",NA,NA,"Diputado","Suplente","Canelones",1,1,NA,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Diputado","SI","1995-2000"
"LACUEVA","STIRLING","FELIPE",NA,773,"Partido Colorado",1902-02-15,1905-02-14,"Diputado","Titular","Rio Negro",1,1,1863-06-01,1902-02-08,1905-02-06,1903-08-09,NA,38,38,"1902-1933",NA,NA,"Diputado","SI","1902-1905"
"LAENS",NA,"ALFREDO",NA,1871,"Partido Colorado",NA,NA,"Diputado","Suplente","Montevideo",1,1,NA,1947-02-13,1951-02-12,1949-02-12,NA,NA,NA,"1934-1973",NA,NA,"Diputado","SI","1947-1951"
"LAFITTE",NA,"JOSE","PEDRO",1872,"Partido Nacional",NA,NA,"Senador","Suplente",NA,1,1,NA,1995-02-15,2000-02-14,1997-08-15 12:00:00,NA,NA,NA,"1985-2025",NA,NA,"Senador","SI","1995-2000"
"LAFLUF",NA,"RAUL",NA,2882,"Partido Nacional",2010-03-01,NA,"Alcalde","Titular","Rio Negro Young",1,1,1945-06-15,2010-02-15,2015-02-14,2012-08-15 12:00:00,NA,64,64,"1985-2025",NA,NA,"Alcalde","SI","2010-2015"
"LAFLUF","HABEICH","OMAR",NA,3949,"Partido Nacional",NA,NA,"Intendente","Titular","Rio Negro",1,1,1954-07-03,2005-02-15,2010-02-14,2007-08-16 12:00:00,53,NA,53,"1985-2025",NA,NA,"Intendente","SI","2005-2010"
"LAFLUF",NA,"OMAR",NA,3949,"Partido Nacional",NA,NA,"Intendente","Titular","Rio Negro",1,1,1954-07-03,2010-02-15,2015-02-14,2012-08-15 12:00:00,58,NA,58,"1985-2025",NA,NA,"Intendente","SI","2010-2015"
"LAFLUF",NA,"OMAR",NA,3949,"Partido Nacional",NA,NA,"Intendente","Titular","Rio Negro",1,1,1954-07-03,2020-02-15,2025-02-14,2022-08-16,68,NA,68,"1985-2025",NA,NA,"Intendente","SI","2020-2025"
"LAFLUF","LAFLUF","RAUL",NA,2882,"Partido Nacional",NA,NA,"Diputado","Suplente",NA,1,2,1945-06-15,2010-02-15 02:00:00,2015-02-14 02:00:00,2012-08-15 03:00:00,67,NA,67,"1985-2025",2010,2010,"Diputado","SI","2010-2015"
"LAFLUF","HEBEICH","OMAR","MARIA",3949,"Partido Nacional",NA,NA,"Diputado","Titular",NA,1,2,1954-07-03,2015-02-15 02:00:00,2020-02-14 03:00:00,2017-08-15 03:00:00,NA,60,60,"1985-2025",2020,2020,"Diputado","SI","2015-2020"
"LAFLUF","HEBEICH","OMAR","MARIA",3949,"Partido Nacional",NA,NA,"Diputado","Titular",NA,1,2,1954-07-03,2015-02-15 02:00:00,2020-02-14 03:00:00,2017-08-15 03:00:00,NA,60,60,"1985-2025",2015,2020,"Diputado","SI","2015-2020"
"LAFLUF","HEBEICH","OMAR","MARIA",3949,"Partido Nacional",NA,NA,"Senador","Suplente",NA,1,2,1954-07-03,2015-02-15 02:00:00,2020-02-14 03:00:00,2017-08-15 03:00:00,63,NA,63,"1985-2025",2015,2019,"Senador","SI","2015-2020"
"LAFLUF","HEBEICH","OMAR","MARIA",3949,"Partido Nacional",NA,NA,"Diputado","Titular","Río Negro",1,2,1954-07-03,2020-02-15 03:00:00,2025-02-14 03:00:00,2022-08-16 03:00:00,NA,65,65,"1985-2025",2020,2020,"Diputado","SI","2020-2025"
