primer_nombre,segundo_nombre,primer_apellido,segundo_apellido,id_politico,fecha_inicio,fecha_nac,fuente
EDUARDO,NA,JIMENEZ,DE ARECHAGA,2497,1968-05-15,1918-06-08,
EDUARDO,NA,LENZI,NA,812,1908-02-08,1850,2
EDUARDO,NA,LORENZO,NA,960,2020-02-15,1984-09-24,
EDUARDO,NA,MAC COLL,COLL,3388,1962-11-25,,
EDUARDO,NA,MENDEZ,NA,2993,2015-03-01,,
EDUARDO,NA,MINUTTI,MIGLIARO,3750,1990-02-15,1934-09-02,
EDUARDO,NA,MORENO,NA,960,1917-02-15,,
EDUARDO,NA,OLIVERA,NA,999,1972-12-28,,
EDUARDO,NA,PAZ,AGUIRRE,2008,NA,,
EDUARDO,NA,PINTOS,CURBELO,2033,NA,1924-12-27,
EDUARDO,NA,PITTALUGA,NA,1108,1917-02-08,,
EDUARDO,NA,PONS,ETCHEVERRY,1121,1959-03-01,1914-02-10,
EDUARDO,NA,RAPETTI,NA,2062,NA,1966-07-17,
EDUARDO,NA,RIOS,NA,2077,NA,,
EDUARDO,NA,RIVERO,NA,999,2015-03-01,,
EDUARDO,NA,RODRIGUEZ,LARRETA,1198,1963-03-05,1888-12-11,
EDUARDO,NA,RUBIO,NA,4076,NA,1952-08-05,
EDUARDO,NA,SUAREZ,NA,2190,NA,,
EDUARDO,NA,URIOSTE,NA,464,1926-02-13,,
EDUARDO,NA,VARGAS,NA,1400,1904-02-23,,
EDUARDO,NA,VAZQUEZ,NA,2439,1907-03-16,,
EDUARDO,NA,VIERA,NA,342,NA,,
EDUINO,NA,BERGARA,NA,1544,NA,,
EDUINO,NA,VIDAL,NA,1420,1929-03-08,,
EFRAIN,NA,GONZALEZ,CONZI,1823,NA,1891,2
EFRAIN,NA,ORTIZ,URRUTIA,3453,1926-02-13,1896-11-17,1
EFRAN,NA,PAIVA,IRISARRI,1029,1929-10-04,1893-09-19,1
EISENHOWER,NA,CARDOSO,NA,3308,2009-06-28,1944-11-25,
ELADIO,F.,DIESTE,NA,3448,1926-02-13,1880,2
ELADIO,I.,GONZALEZ,NA,672,1938-05-25,,
ELADIO,NA,ARISTIMUÑO,NA,1490,NA,,
ELADIO,NA,FERNANDEZ,MENENDEZ,534,1985-03-01,,
ELBIO,LIBER,SIMOIS,NA,1316,1967-02-15,1928-05-04,1
ELBIO,M.,CASAL,NA,1630,NA,,
ELBIO,T.,RIVAS,NA,3713,1963-02-15,,
ELBIO,WALTER,ISI,NA,756,1991-03-10,1932-06-27,
ELBIO,NA,AMORIN,NA,1477,NA,,
ELBIO,NA,MEYER,MAQUIEIRA,3347,1989-11-26,1948-07-08,
ELBIO,NA,RIVERO,NA,1192,1963-02-15,,
ELDER,NA,FAGUNDEZ,NA,3171,2015-03-01,,
ELENA,NA,AMESTOY,NA,3437,1958-11-30,1926-09-16,
ELEONORA,NA,BIANCHI,NA,1561,NA,1960-11-29,
ELEUTERIO,NA,FERNANDEZ,HUIDOBRO,531,2015-03-01,1942-03-14,
ELIAS,ALBERTO,PORRAS,NA,1124,1985-02-15,1928-07-27,
ELIAS,MANUEL,ALVAREZ,NA,3526,1926-10-02,,
ELIAS,MANUEL,CATALOGNE,NA,3539,1932-02-23,,
ELIAS,V.,BENTANCOURT,NA,1540,NA,,
ELIAS,NA,FUENTES,NA,3790,NA,,
ELIAS,NA,PERDOMO,RODRIGUEZ,4016,1962-11-25,,
ELIAS,NA,PERDOMO,NA,4016,1994-11-27,,
ELIEZER,NA,SARAVIA,NA,2139,NA,1900,1
ELIO,NA,GARCIA,AUSTT,610,1947-02-15,,
ELIO,NA,PEREYRA,NA,3446,1958-11-30,,
ELIO,NA,SILVEIRA,NA,2827,2010-03-01,,
ELIZABETH,NA,VILLALBA,NA,2261,NA,,
ELSA,NA,FERNANDEZ,NA,1758,NA,,
EMILIA,NA,COLMAN,NA,1669,NA,1950-11-22,
EMILIA,NA,VALVERDE,NA,1395,1955-02-15,1899-12-01,
EMILIO,A.,BERRO,NA,213,1923-02-15,,
EMILIO,O.,BONINO,NA,1575,NA,1906-03-04,
EMILIO,NA,GARCIA,NA,612,2015-03-01,,
EMILIO,NA,JIMENEZ,DE ARECHAGA,3487,1926-02-13,,
EMILIO,NA,MARTINO,PREMOLI,3744,1985-02-15,1939-01-26,
EMILIO,NA,MELLO,NA,278,1938-06-19,,
EMILIO,NA,SAN,JUAN,1251,1937-09-07,,
ENEIDA,NA,DE LEON,LEON,2574,2015-03-01,1943-01-01,
ENRIQUE,ANDRES,ANTIA,NA,3810,2015-07-09,1949-11-30,
ENRIQUE,D.,MARTINEZ,NA,3970,1943-02-15,,
ENRIQUE,E.,BUERO,NA,3842,1920-02-15,,
ENRIQUE,J.,RODRIGUEZ,NA,4046,1950-05-05,,
ENRIQUE,NA,ANTIA,BEHRENS,3810,2015-02-15,1949-11-30,
ENRIQUE,NA,ANTIA,NA,3810,2019-06-30,1949-11-30,
ENRIQUE,NA,ARANA,NA,80,1970-10-16,,
ENRIQUE,NA,BELTRAN,NA,197,1972-02-15,1918-02-04,
ENRIQUE,NA,BLIXEN,NA,1567,NA,,
ENRIQUE,NA,BUERO,ALVAREZ,3844,1958-11-30,,
ENRIQUE,NA,CARBONE,NA,301,NA,1950-07-12,
ENRIQUE,NA,COSTA,NA,379,1939-07-04,,
ENRIQUE,NA,DE LEON,LEON,422,1934-05-18,,
ENRIQUE,NA,DIAZ,YJAIME,3518,1926-10-02,,
ENRIQUE,NA,GARCIA,NA,3688,1963-02-15,,
ENRIQUE,NA,GOMENSORO,RUANO,655,1932-02-15,1878,1
ENRIQUE,NA,HACKENBRUCK,NA,716,NA,,
ENRIQUE,NA,IGLESIAS,NA,2517,1985-03-01,1930-03-02,
ENRIQUE,NA,MARTINEZ,MORENO,3970,1967-02-15,1919-04-22,
ENRIQUE,NA,MARTINEZ,MORENO,3978,1985-02-15,1919-04-22,
ENRIQUE,NA,MUÑOZ,NA,965,NA,,
ENRIQUE,NA,OLIVERA,NA,2611,2010-03-01,,
ENRIQUE,NA,ORIBE,CORONEL,1005,1955-02-15,1901,1
ENRIQUE,NA,PEREZ,MORAD,1080,2000-02-15,1955-06-10,
ENRIQUE,NA,RODRIGUEZ,FABREGAT,4046,1962-11-25,1895-11-11,
ENRIQUE,NA,RODRIGUEZ,NA,4061,NA,1910,2
ENRIQUE,NA,RODRIGUEZ,NA,4062,NA,1910,2
ENRIQUE,NA,RODRIGUEZ,NA,4063,NA,1910,2
ENRIQUE,NA,RUBIO,NA,2115,2020-02-15,1943-04-06,
ENRIQUE,NA,SAAVEDRA,NA,1238,NA,,
ENRIQUE,NA,SANCHEZ,VARELA,1256,1932-02-15,,
ENRIQUE,NA,SOTO,NA,379,NA,,
ENRIQUE,NA,SOUTO,NA,379,2010-03-01,,
ENZO,NA,MASCHERONI,NA,1931,NA,1920-07-28,
ERI,NA,GAUDIN,NA,2860,2010-03-01,1956-10-04,
ERICO,NA,TEXEIRA,NUNES,3588,1955-02-15,1904-05-18,
ERNESTO,F.,PEREZ,NA,1079,1926-02-15,,
ERNESTO,P.,SOSA,NA,3516,1932-02-23,,
ERNESTO,NA,AMORIN,LARRAÑAGA,61,1990-11-05,1920-05-02,
ERNESTO,NA,ASTORGA,NA,135,NA,1898-09-20,
ERNESTO,NA,GONZALEZ,ARCE,668,1934-05-18,,
ERNESTO,NA,GUGGERI,NA,702,1943-02-15,1900-06-05,
ERNESTO,NA,LOPEZ,ORTIZ,1902,NA,1963-07-21,
ERNESTO,NA,MAZZONI,NA,1934,NA,1905-11-07,
ERNESTO,NA,POMBO,NA,3253,2015-03-01,,
ERNESTO,NA,RODRIGUEZ,ALTEZ,4052,NA,1951-01-05,
ERNESTO,NA,RODRIGUEZ,NA,4064,NA,,
ERNESTO,NA,SAN,ROMAN,3085,2015-03-01,1955-08-03,
ERNESTO,NA,UGARTE,NA,2224,NA,,
ESCOLASTICO,NA,IMAS,NA,745,1920-02-15,,
ESTACIO,NA,SENA,NA,2786,2015-03-01,,
ESTANISLAO,NA,CHIAZZARO,NA,3764,2010-02-06,1945-01-31,
ESTANISLAO,NA,MENDOZA,Y DURAN,2452,1927-03-01,,
ESTEBAN,J.,BACIGALUPI,NA,149,1955-02-15,,
ESTEBAN,NA,AROSTEGUY,NA,111,1959-02-15,,
ESTEBAN,NA,FERNANDEZ,GRECCO,3346,1989-11-26,,
ESTEBAN,NA,PEREZ,NA,2019,2010-02-15,,
ESTEBAN,NA,RUIZ,NA,3472,1926-02-13,,
ESTELA,NA,PEREZ,NA,2019,2015-03-01,,
ESTELA,NA,REYES,NA,3179,2015-03-01,,
EUCLIDES,NA,BLANCO,NA,3410,1962-11-25,,
EUCLIDES,NA,SOSA,AGUIAR,1326,1951-02-15,,
EUDALDO,G.,MONTES,NA,945,1934-05-18,,
EUFEMIO,C.,GONZALEZ,NA,673,NA,,
EUGENIA,NA,PERDOMO,NA,3005,2015-03-01,,
EUGENIO,PIO,CAPECHE,NA,1613,NA,1912-05-05,
EUGENIO,NA,GOMEZ,NA,657,1962-11-25,1892,2
EUGENIO,NA,MARTINEZ,THEDDY,881,1917-02-15,1885-08-08,
EUGENIO,NA,PEREZ,AQUINO,1075,1938-06-06,1882-09-26,2
EUGENIO,NA,RUIZ,ZORRILLA,1234,1909-06-19,,
EUSTACIO,NA,SARAVIA,NA,2140,NA,1960-02-11,
EUSTAQUIO,E.,PEREDA,NA,3461,1926-02-13,,
EUSTAQUIO,NA,FRACHIA,NA,572,1986-11-04,1928-12-12,
EVER,NA,DA,ROSA VAZQUEZ,398,2005-02-15,1956-07-02,
EVERGISTO,NA,ACOSTA,NA,8,1957-03-15,,
EVIO,NA,CAETANO,NUÑEZ,1602,NA,,
FABIAN,NA,COLOMBO,NA,3049,2015-03-01,1973-06-28,
FABIANA,NA,MACHIN,NA,3059,2015-03-01,,
FABIO,NA,AGUIRRE,NA,2910,2010-03-01,,
FABIO,NA,REYES,NA,2921,2010-03-01,,
FABIO,NA,ROCHA,NA,2760,2010-03-01,,
FABIO,NA,VENTURA,NA,3043,2015-03-01,1971-05-16,
FABRICIANO,NA,BERMUDEZ,NA,2933,2010-03-01,,
FAUSTINO,NA,HARRISON,NA,3285,1962-03-01,1900-05-21,
FAUSTINO,NA,RODRIGUEZ,NA,2094,NA,,
FAVIO,NA,FREIRE,NA,579,2015-03-01,1980-10-02,
FEDERICO,E.,CAPURRO,NA,3850,1932-04-28,1876-07-10,
FEDERICO,EDUARDO,CAPURRO,NA,3850,1943-03-02,1876-07-10,
FEDERICO,J.,AGUIAR,NA,15,1911-02-15,,
FEDERICO,NA,BOSCH,NA,241,1995-02-15,,
FEDERICO,NA,BOUZA,NA,241,1999-04-25,,
FEDERICO,NA,BRITO,DEL PINO,251,1905-02-09,1845,1
FEDERICO,NA,CAPURRO,NA,3850,1902-02-08,,
FEDERICO,NA,DAVEREDE,NA,2603,2010-03-01,1978-04-07,
FEDERICO,NA,DIAZ,NA,458,1908-02-15,,
FEDERICO,NA,GARCIA,CAPURRO,613,1971-10-28,1907,2
FEDERICO,NA,PAULLIER,NA,1048,1917-02-15,1840-10-11,2
FEDERICO,NA,SILVA,LEDESMA,3324,1994-11-27,,
FELICIANO,ALBERTO,VIERA,NA,4121,1915-03-01,1872-11-08,
FELICIANO,NA,CASTRO,NA,2789,2010-03-01,,
FELICIANO,NA,VIERA,NA,4121,1913-02-18,1872-11-08,
FELICINDRO,NA,CASTRO,NA,2789,1958-11-30,,
FELIPE,H.,IGLESIAS,NA,3938,1920-02-19,,
FELIPE,H.,ORTIZ,NA,1017,1911-06-27,,
FELIPE,NA,AMORIN,SANCHEZ,62,1947-02-15,,
FELIPE,NA,CARBALLO,NA,1618,2020-02-15,1972-08-24,
FELIPE,NA,CHALELA,NA,3725,1967-02-15,,
FELIPE,NA,DE ARMAS,ARMAS,1700,NA,,
FELIPE,NA,FERREIRO,NA,1773,NA,1892-08-23,
FELIPE,NA,GAIONE,NA,1789,NA,,
FELIPE,NA,GIL,NA,643,1967-02-15,,
FELIPE,NA,IGLESIAS,CANSTATT,3938,1923-02-15,1867,1
FELIPE,NA,MICHELINI,NA,924,2010-02-15,1961-01-24,
FELISBERTO,F.,CARAMBULA,NA,295,1934-05-18,1890-01-31,
FELIX,HUMBERTO,CATALDI,NA,325,1956-11-06,,
FELIX,NA,MACHIN,ZARATE,1914,NA,1906-05-02,
FELIX,NA,NOGUEIRA,NA,983,1926-02-15,,
FELIX,NA,NUÑEZ,NA,3532,1938-10-12,,
FELIX,NA,OLASCOAGA,NA,3674,1959-02-15,1925-09-21,
FELIX,NA,OLIVERA,NA,1000,1905-02-15,,
FERMIN,NA,HONTOU,NA,733,1914-02-15,,
FERMINIANO,NA,MENDEZ,NA,1938,NA,,
FERNANDO,J.,CARBALLO,NA,299,1952-03-03,,
FERNANDO,NA,ACOSTA,Y LARA,11,1938-05-25,,
FERNANDO,NA,ANDRADE,NA,2674,2015-03-01,,
FERNANDO,NA,ARAUJO,NA,82,2000-02-15,,
FERNANDO,NA,ARBIZA,NA,84,NA,,
FERNANDO,NA,ARTOLA,PEREYRA,1499,NA,1964-01-07,
FERNANDO,NA,CABRERA,NA,2734,2015-03-01,,
FERNANDO,NA,CASTRO,NA,3400,1962-11-25,,
FERNANDO,NA,CROSSA,NA,1202,1972-02-15,,
FERNANDO,NA,DA SILVA,SILVA,2979,2015-03-01,,
FERNANDO,NA,DE POSADAS,POSADAS,433,1996-09-09,,
FERNANDO,NA,DIAZ,NA,2876,2010-03-01,,
FERNANDO,NA,ECHEVERRIA,BESSONART,3883,NA,1969-04-04,
FERNANDO,NA,ECHEVERRIA,NA,3883,NA,1969-04-04,
FERNANDO,NA,ETCHEMENDY,NA,3626,1955-02-15,,
FERNANDO,NA,FARIÑA,NA,84,1947-02-15,,
FERNANDO,NA,FERRARI,NA,2835,2010-03-01,,
FERNANDO,NA,GONZALEZ,NA,1822,2010-03-01,,
FERNANDO,NA,GUTIERREZ,NA,710,2015-03-01,,
FERNANDO,NA,LORENZO,NA,823,2015-02-15,1960-01-31,
FERNANDO,NA,LUCAS,GAFREE,3624,1955-02-15,,
FERNANDO,NA,MARTINEZ,JAUREGUI,3719,1967-02-15,,
FERNANDO,NA,PEREDA,NA,1062,1909-05-11,,
FERNANDO,NA,ROSAS,NA,1202,NA,,
FERNANDO,NA,SARALEGUI,MEDEIROS,2138,NA,1964-11-23,
FERNANDO,NA,SEGARRA,NA,1287,1929-02-15,1886-08-20,
FERNANDO,NA,SILVERA,NA,2171,NA,,
FERNANDO,NA,SUAREZ,NA,2778,2015-03-01,,
FERNANDO,NA,URIARTE,NA,3218,2015-03-01,,
FERNANDO,NA,VAZQUEZ,NA,2240,NA,,
FILENO,NA,SOSA,NA,3441,1958-11-30,,
FLAVIA,NA,BUENO,NA,3193,2015-03-01,,
FLORENTINO,NA,GUIMARAENS,NA,2473,1957-06-06,,
FRANCINET,NA,MOREIRA,NA,2800,2015-03-01,,
FRANCISCO,A.,GILMET,NA,647,1951-02-15,1899,
FRANCISCO,E.,ARECO,NA,87,1963-02-15,,
FRANCISCO,E.,GOYEN,NA,1833,NA,1897,2
FRANCISCO,GUSTAVO,GALLINAL,NIETO,3906,2010-02-15,1957-05-10,
FRANCISCO,H.,LOPEZ,NA,829,1923-02-15,,
FRANCISCO,JAVIER,ARTOLA,NA,1498,NA,,
FRANCISCO,P.,CAMBIASSO,NA,3499,1932-02-23,,
FRANCISCO,S.,BRUNO,NA,257,1923-10-08,,
FRANCISCO,S.,DONATO,NA,3625,1959-02-15,1905-01-04,2
FRANCISCO,NA,ANTUNEZ,GIMENEZ,1485,NA,,
FRANCISCO,NA,ARRILLAGA,TERRA,3817,1933-03-13,,
FRANCISCO,NA,ARRILLAGA,NA,3817,1933-03-13,,
FRANCISCO,NA,ARTIGAS,NA,127,NA,,
FRANCISCO,NA,BLANCO,NA,1786,1962-11-25,,
FRANCISCO,NA,CAMBIASSO,NA,3499,1926-10-02,,
FRANCISCO,NA,CENTURION,NA,3763,2001-02-15,,
FRANCISCO,NA,DEL CAMPO,CAMPO,441,1902-02-15,,
FRANCISCO,NA,ESCUDER,NA,494,1924-02-06,,
FRANCISCO,NA,ESPINOLA,NA,3484,1926-02-13,,
FRANCISCO,NA,FERNANDEZ,NA,529,1905-02-15,,
FRANCISCO,NA,FLEITAS,,2619,2015-03-01,,
FRANCISCO,NA,FRANCO,NA,1786,NA,,
FRANCISCO,NA,GALLINAL,NA,3906,NA,1957-05-10,
FRANCISCO,NA,GAMARRA,NA,2472,1957-04-25,,
FRANCISCO,NA,GARCIA,NA,2693,2010-03-01,,
FRANCISCO,NA,GOMEZ,HAEDO,3920,1955-02-15,1896,2
FRANCISCO,NA,GOMEZ,LARRIERA,3921,NA,1923-05-20,
FRANCISCO,NA,HAEDO,SUAREZ,718,1917-02-15,,
FRANCISCO,NA,MARIÑO,NA,3369,1966-11-27,1903-10-10,
FRANCISCO,NA,MARTINEZ,VIÑA,883,1955-02-15,,
FRANCISCO,NA,MAZZONI,NA,3561,1943-02-15,1883-08-29,
FRANCISCO,NA,MESA,BORALLO,3748,1995-06-16,1922-10-15,
FRANCISCO,NA,MILANS,ZABALETTA,932,1902-02-15,1862,1
FRANCISCO,NA,ORTIZ,NA,1018,2000-02-15,,
FRANCISCO,NA,PARADERA,NA,1042,1938-11-07,,
FRANCISCO,NA,PEREZ,MORE,1081,1938-05-25,,
FRANCISCO,NA,PINTOS,NA,3427,1958-11-30,,
FRANCISCO,NA,PONCE,DE LEON,1117,1932-02-09,,
FRANCISCO,NA,PONS,NA,1122,1972-02-16,,
FRANCISCO,NA,RADICCIONI,NA,2432,2020-02-15,1982-12-03,
FRANCISCO,NA,REQUITERENA,NA,3474,1932-02-23,,
FRANCISCO,NA,ROCCA,CRELIS,3666,1959-02-15,1899-12-09,
FRANCISCO,NA,RODRIGUEZ,CAMUSSO,4055,1965-02-20,1923,2
FRANCISCO,NA,RODRIGUEZ,CAMUSSO,4056,NA,1923,2
FRANCISCO,NA,RODRIGUEZ,CORREA,4058,NA,1939-08-15,
FRANCISCO,NA,ROS,NA,1122,1929-02-01,,
FRANCISCO,NA,RUSSO,NA,3731,1972-02-15,,
FRANCISCO,NA,SIMON,NA,1318,1917-02-01,1870,2
FRANCISCO,NA,SOCA,NA,1122,1917-02-01,1856-07-24,
FRANCISCO,NA,SOSA,NA,1122,1972-10-15,,
FRANCISCO,NA,TERRA,GALLINAL,2203,NA,,
FRANCISCO,NA,VIERA,NA,2252,1932-02-23,,
FREDIS,NA,ANTUNEZ,NA,3229,2015-03-01,1957-07-19,
FREDY,NA,GONZALEZ,NA,3092,2015-03-01,,
FRUCTUOSA,NA,SILVA,NA,1305,1996-11-14,1927-02-28,
FRUCTUOSO,NA,LEAL,NA,801,1920-02-15,,
FRUCTUOSO,NA,PITTALUGA,NA,2469,1952-04-22,1896,
GABINO,NA,AZEVES,NA,143,1971-06-24,1910-11-26,
GABRIEL,NA,BARAIBAR,,1513,1990-02-15,1954-07-27,
GABRIEL,NA,BARAIBAR,NA,1513,NA,1954-07-27,
GABRIEL,NA,CHEVALIER,NA,340,2000-12-11,1970-01-04,
GABRIEL,NA,OTERO,NA,2363,2020-02-15,,
GABRIEL,NA,PAIS,NA,1028,2004-11-24,,
GABRIEL,NA,SALSAMENDI,NA,2127,NA,1968-04-09,
GABRIEL,NA,TERRA,H,1350,1951-02-15,1901,2
GABRIEL,NA,TERRA,NA,1350,1933-03-31,1873-08-01,
GABRIELA,NA,BARREIRO,NA,1806,2020-02-15,1962-03-18,
GABRIELA,NA,GARRIDO,,1806,2015-02-10,1967-03-27,
GABRIELA,NA,GARRIDO,NA,1806,NA,1967-03-27,
GASTON,R.,ROSA,NA,1211,1955-02-15,,
GASTON,NA,CORREA,NA,2959,2015-03-01,,
GASTON,NA,SILVA,,2628,2010-03-01,,
GASTON,NA,SILVA,NA,2628,2015-03-01,,
GENARO,NA,GARCIA,NA,611,1959-02-15,1898-09-19,
GERARDO,NA,AMARAL,NA,2400,NA,1953-08-26,
GERARDO,NA,DE LEON,LEON,2319,2010-03-01,,
GERARDO,NA,GONZALEZ,ROSAS,1828,NA,1956-04-14,
GERARDO,NA,NUÑEZ,NA,2355,2020-02-15,1985-02-18,
GERARDO,NA,URIARTE,RUBIO,2225,NA,1942-11-20,
GERARDO,NA,VIDAL,NA,1421,1957-01-04,,
GERMAN,NA,BARBATO,NA,3575,1951-02-15,1896-08-14,
GERMAN,NA,CARDOSO,NA,1622,2020-03-01,1973-10-01,
GERONIMO,NA,DE LA SIERRA,LA SIERRA,3506,1932-02-23,,
GERVASIO,NA,DE POSADAS,POSADAS,3420,1958-11-30,1902-03-15,
GERVASIO,NA,DOMENECH,NA,467,1963-02-18,,
GERVASIO,NA,GONZALEZ,,3715,1973-06-27,,
GERVASIO,NA,GONZALEZ,NA,3715,1972-02-15,,
GERVASIO,NA,POSADAS,DE BELGRANO,1128,1941-12-09,1902-03-15,
GILBERTO,NA,ACOSTA,ARTETA,3694,1972-02-15,1909-04-20,
GILBERTO,NA,GARCIA,SELGAS,624,1923-02-15,,
GILBERTO,NA,RIOS,NA,2078,NA,1958-08-02,
GILBERTO,NA,VILA,NA,2078,NA,1915-12-23,
GLAUCO,NA,SEGOVIA,NA,2155,1967-02-15,1927-02-05,
GLENDA,NA,RONDAN,NA,1206,2000-02-15,1946-02-03,
GLETEL,NA,FERRARI,,2667,2010-03-01,1955-12-23,
GLICERINA,NA,NUÑEZ,NA,3053,2015-03-01,,
GLORIA,NA,ROBAINA,NA,2082,NA,1948-06-02,
GLORIA,NA,RODRIGUEZ,NA,2404,2020-02-15,1956-10-26,
GONZALO,NA,ABELLA,NA,3289,2019-10-27,1947-12-26,
GONZALO,NA,AGUIRRE,RAMIREZ,3802,1990-03-01,1940-01-25,
GONZALO,NA,AGUIRRE,NA,3802,1990-03-01,1940-01-25,
GONZALO,NA,ALVAREZ,NA,2743,2010-03-01,,
GONZALO,NA,CARAMBULA,NA,1615,NA,1952-09-04,
GONZALO,NA,CIBILS,NA,2348,1994-09-01,,
GONZALO,NA,FERNANDEZ,NA,1762,2009-08-31,1952-03-21,
GONZALO,NA,FONSECA,NA,1782,NA,,
GONZALO,NA,GONZALEZ,NA,2541,2000-03-01,,
GONZALO,NA,GRAÑA,NA,1834,NA,,
GONZALO,NA,MUJICA,NA,963,2020-02-15,1956-06-06,
GONZALO,NA,RODRIGUEZ,NA,1201,2015-03-01,,
GRACIELA,NA,BIANCHI,NA,2418,2020-02-15,1953-11-14,
GRACIELA,NA,CACERES,NA,2302,2010-02-15,1962-01-03,
GRACIELA,NA,COSTA,NA,2683,2010-03-01,,
GRACIELA,NA,ECHENIQUE,NA,2804,2015-03-01,1955-12-24,
GRACIELA,NA,VILLAR,NA,3291,2019-10-27,1957-09-03,
GREGORIO,L.,RODRIGUEZ,NA,2095,NA,,
GREGORIO,S.,SANCHEZ,NA,1253,1908-02-08,,
GREGORIO,NA,MEDINA,SANCHEZ ,3579,1955-02-15,,
GREGORIO,NA,QUINTANA,NA,2758,2010-03-01,1960-03-09,
GREGORIO,NA,SANTOS,NA,3599,1955-02-15,,
GRISEL,NA,MORENO,NA,1961,NA,1960-11-30,
GUALBERTO,E.,ROS,NA,1210,1920-02-15,,
GUALBERTO,NA,BERTACHI,NA,1552,NA,1932-03-11,
GUIDO,NA,MACHADO,BRUM,3962,1972-02-15,1917-03-11,
GUIDO,NA,MACHADO,NA,3962,2005-02-15,1953-02-07,
GUIDO,NA,MANINI,RIOS,3968,2019-10-27,1958-12-08,
GUIDO,NA,MANINI,NA,3968,2020-02-15,1958-12-08,
GUILLERMO,L.,GARCIA,NA,3911,1929-02-15,,
GUILLERMO,L.,RUGGIA,NA,1231,1963-02-15,1896,2
GUILLERMO,NA,ALVAREZ,NA,45,2000-02-15,,
GUILLERMO,NA,BESOZZI,NA,2417,2020-02-15,1961-10-16,
GUILLERMO,NA,BURGUEÑO,NA,2691,2015-03-01,,
GUILLERMO,NA,BURMESTER,NA,263,1923-02-15,,
GUILLERMO,NA,CHIFFLET,NA,343,2005-02-15,1926-09-15,
GUILLERMO,NA,DA SILVA,SILVA,3167,2015-03-01,,
GUILLERMO,NA,DOMENECH,NA,2289,2020-02-15,1950-09-17,
GUILLERMO,NA,FERNANDEZ,NA,530,1952-12-29,,
GUILLERMO,NA,GARCIA,COSTA,3912,1992-08-11,,
GUILLERMO,NA,LOPEZ,NA,3778,2019-07-27,,
GUILLERMO,NA,MARTINS,NA,2735,2010-03-01,,
GUILLERMO,NA,MORATORIO,NA,954,1909-07-14,,
GUILLERMO,NA,OTERO,NA,1020,1923-02-21,,
GUILLERMO,NA,PERDOMO,NA,1061,1972-02-15,1928-09-16,
GUILLERMO,NA,PEREZ,PUIG,2024,NA,1950-02-17,
GUILLERMO,NA,PIRIZ,NA,2944,2015-03-01,,
GUILLERMO,NA,RUGGIA,NA,1231,1959-02-15,1896,2
GUILLERMO,NA,SERE,NA,1020,NA,,
GUILLERMO,NA,STIRLING,NA,1336,2004-10-31,1937-03-04,
GUILLERMO,NA,TERRA,NA,1020,1926-02-13,,
GUMERSINDO,V.,VEGA,NA,3704,1963-02-15,1905-05-23,
GUSATVO,NA,DELGADO,NA,2737,2010-03-01,,
GUSATVO,NA,PERDOMO,NA,2678,2010-03-01,,
GUSTAVO,A.,ESPINOSA,NA,498,2010-02-15,,
GUSTAVO,A.,RODRIGUEZ,NA,3025,2015-03-01,,
GUSTAVO,NA,AMEN,VAGHETTI,55,2000-02-15,1953-07-15,
GUSTAVO,NA,BORGES,NA,3057,2015-03-01,,
GUSTAVO,NA,BORSARI,BRENNA,3839,2010-02-15,1954-11-28,
GUSTAVO,NA,BORSARI,NA,3839,NA,1954-11-28,
GUSTAVO,NA,CASTELLANOS,NA,320,1951-02-15,,
GUSTAVO,NA,CERSOSIMO,NA,2383,2010-02-15,1953-04-02,
GUSTAVO,NA,DELGADO,NA,2737,2015-03-01,,
GUSTAVO,NA,ESPINOSA,NA,498,2005-02-15,,
GUSTAVO,NA,FORMOSO,NA,1783,NA,1956-08-22,
GUSTAVO,NA,GALLINAL,NA,1790,1944-10-04,1889-03-18,
GUSTAVO,NA,GONZALEZ,NA,2987,2015-03-01,,
GUSTAVO,NA,LOPEZ,NA,3295,2019-10-27,,
GUSTAVO,NA,MARTINEZ,NA,2957,2010-03-01,,
GUSTAVO,NA,MEYER,NA,2881,2010-03-01,1961-04-21,
GUSTAVO,NA,PENADES,NA,2009,2020-02-15,1965-10-07,
GUSTAVO,NA,PINTOS,NA,1102,1992-03-12,,
GUSTAVO,NA,SALABERRY,,3767,1905-07-02,,
GUSTAVO,NA,SALLE,NA,2676,2019-10-27,1958-03-19,
GUSTAVO,NA,SILVEIRA,NA,2169,2010-03-01,,
GUSTAVO,NA,VARELA,NA,2233,NA,,
GUSTAVO,NA,VIERA,NA,2233,2015-03-01,,
GUZMAN,NA,ACOSTA,Y LARA,10,2000-02-15,1969-12-12,
HAROLDO,NA,ESTEVEZ,NA,1742,NA,1934-04-30,
HAROLDO,NA,RISSO,SIENRA,1189,1959-02-15,,
HEBEL,NA,BARRIOS,NA,1524,NA,1937-09-03,
HEBER,NA,CLAVIJO,NA,354,2005-02-15,,
HEBER,NA,DA,ROSA VIOLES,1695,NA,1949-12-04,
HEBER,NA,DE BARROS,BARROS,3339,1994-11-27,1944-05-10,
HEBER,NA,GONZALEZ,NA,671,1971-09-01,,
HEBER,NA,MARQUEZ,NA,2912,2010-03-01,,
HEBER,NA,PINTO,NA,1099,1990-02-15,1927,2
HEBER,NA,RODRIGUEZ,NA,1196,1991-09-23,,
HEBERT,NA,MARQUEZ,NA,2912,2015-03-01,,
