,nombre,fecha_nac,cargo,partido,status,inicio,fin,primer_apellido,segundo_apellido,primer_nombre,segundo_nombre,sexo,legislatura,fecha_inicio_l,fecha_fin_l,legislaturas_agrupadas
207,"PREVE COCCO, FEDERICO MARIANO",1983-04-06,Senador,Frente Amplio,Suplente,2016,2017,PREVE,COCCO,FEDERICO,MARIANO,1,48,2015-02-15,2020-02-14,1985-2020
208,"PUIG CARDOZO, LUIS WILFREDO",1955-11-06,Diputado,Frente Amplio,Titular,2015,2020,PUIG,CARDOZO,LUIS,WILFREDO,1,48,2015-02-15,2020-02-14,1985-2020
209,"QUINTELA FERREIRA DE ARAUJO, MABEL MARIA",1954-12-25,Diputado,Partido Nacional,Suplente,2020,2020,QUINTELA,FERREIRA DE ARAUJO,MABEL,MARIA,0,48,2015-02-15,2020-02-14,1985-2020
209,"QUINTELA FERREIRA DE ARAUJO, MABEL MARIA",1954-12-25,Diputado,Partido Nacional,Titular,2017,2018,QUINTELA,FERREIRA DE ARAUJO,MABEL,MARIA,0,48,2015-02-15,2020-02-14,1985-2020
209,"QUINTELA FERREIRA DE ARAUJO, MABEL MARIA",1954-12-25,Diputado,Partido Nacional,Suplente,2015,2017,QUINTELA,FERREIRA DE ARAUJO,MABEL,MARIA,0,48,2015-02-15,2020-02-14,1985-2020
210,"RADIO PRESTA, DANIEL ALEXIS",1959-02-20,Diputado,Partido Independiente,Titular,2015,2020,RADIO,PRESTA,DANIEL,ALEXIS,1,48,2015-02-15,2020-02-14,1985-2020
211,"RAMOS ESPINDOLA, ROQUE FABIAN",1958-05-21,Diputado,Frente Amplio,Suplente,2015,2020,RAMOS,ESPINDOLA,ROQUE,FABIAN,1,48,2015-02-15,2020-02-14,1985-2020
212,"RAMOS LARRABURU, CONRADO RICARDO",1962-07-30,Senador,Partido Independiente,Suplente,2015,2020,RAMOS,LARRABURU,CONRADO,RICARDO,1,48,2015-02-15,2020-02-14,1985-2020
213,"RAPALIN PEREIRA, LOURDES LEOCADIA",1970-12-26,Diputado,Partido Nacional,Suplente,2016,2018,RAPALIN,PEREIRA,LOURDES,LEOCADIA,0,48,2015-02-15,2020-02-14,1985-2020
213,"RAPALIN PEREIRA, LOURDES LEOCADIA",1970-12-26,Diputado,Partido Nacional,Suplente,2015,2015,RAPALIN,PEREIRA,LOURDES,LEOCADIA,0,48,2015-02-15,2020-02-14,1985-2020
214,"RAPELA PALERMO, VALENTINA NATALIE",1987-11-15,Diputado,Partido Colorado,Titular,2015,2020,RAPELA,PALERMO,VALENTINA,NATALIE,0,48,2015-02-15,2020-02-14,1985-2020
215,"REISCH VILA, NIBIA ANDREA",1971-06-28,Diputado,Partido Colorado,Titular,2015,2019,REISCH,VILA,NIBIA,ANDREA,0,48,2015-02-15,2020-02-14,1985-2020
216,"RENOM PEREZ, RAUL EDGAR",1942-04-20,Diputado,Partido Independiente,Suplente,2015,2020,RENOM,PEREZ,RAUL,EDGAR,1,48,2015-02-15,2020-02-14,1985-2020
217,"REUTOR DA CUNA, CARLOS ALBERTO",1974-05-31,Diputado,Frente Amplio,Titular,2015,2020,REUTOR,DA CUNA,CARLOS,ALBERTO,1,48,2015-02-15,2020-02-14,1985-2020
218,"REYES MARROIG, DIEGO",1989-11-18,Diputado,Frente Amplio,Suplente,2015,2020,REYES,MARROIG,DIEGO,,1,48,2015-02-15,2020-02-14,1985-2020
219,"RIOS FERREIRA, SILVIO",1947-10-28,Diputado,Frente Amplio,Titular,2015,2020,RIOS,FERREIRA,SILVIO,,1,48,2015-02-15,2020-02-14,1985-2020
220,"ANASTASIA SUAREZ, NIRIA CARMEN",1951-12-03,Diputado,Frente Amplio,Suplente,2018,2019,ANASTASIA,SUAREZ,NIRIA,CARMEN,0,48,2015-02-15,2020-02-14,1985-2020
221,"ANDRADE LAITE, MARTHA SUSANA",1963-02-09,Diputado,Frente Amplio,Suplente,2015,2019,ANDRADE,LAITE,MARTHA,SUSANA,0,48,2015-02-15,2020-02-14,1985-2020
222,"ANDRADE LALLANA, OSCAR",1974-08-09,Diputado,Frente Amplio,Titular,2015,2016,ANDRADE,LALLANA,OSCAR,,1,48,2015-02-15,2020-02-14,1985-2020
223,"ANDUJAR ALVAREZ DE RON, SEBASTIAN",1974-03-14,Diputado,Partido Nacional,Titular,2015,2020,ANDUJAR,ALVAREZ DE RON,SEBASTIAN,,1,48,2015-02-15,2020-02-14,1985-2020
224,"ANTIA BEHRENS, ENRIQUE ANDRES",1949-11-30,Diputado,Partido Nacional,Titular,2015,2015,ANTIA,BEHRENS,ENRIQUE,ANDRES,1,48,2015-02-15,2020-02-14,1985-2020
225,"ARAUJO DUARTE, MARY",1958-12-01,Diputado,Frente Amplio,Suplente,2015,2017,ARAUJO,DUARTE,MARY,,0,48,2015-02-15,2020-02-14,1985-2020
226,"ARBIZA ARBIZA, SERGIO ORLANDO",1945-03-02,Diputado,Partido Nacional,Suplente,2015,2019,ARBIZA,ARBIZA,SERGIO,ORLANDO,1,48,2015-02-15,2020-02-14,1985-2020
227,"ARGIMON CEDEIRA, BEATRIZ",1961-08-14,Senador,Partido Nacional,Suplente,2015,2019,ARGIMON,CEDEIRA,BEATRIZ,,1,48,2015-02-15,2020-02-14,1985-2020
228,"ARISTIMUNO FUMERO, CARMELO SAUL",1951-07-18,Diputado,Frente Amplio,Titular,2015,2020,ARISTIMUNO,FUMERO,CARMELO,SAUL,1,48,2015-02-15,2020-02-14,1985-2020
228,"ARISTIMUNO FUMERO, CARMELO SAUL",1951-07-18,Senador,Frente Amplio,Suplente,2015,2020,ARISTIMUNO,FUMERO,CARMELO,SAUL,1,48,2015-02-15,2020-02-14,1985-2020
229,"ARIZTI BRUSA, MARIO ALBERTO",1964-06-14,Diputado,Partido Nacional,Suplente,2015,2015,ARIZTI,BRUSA,MARIO,ALBERTO,1,48,2015-02-15,2020-02-14,1985-2020
230,"RODRIGUEZ ALVEZ, EDGARDO",1961-12-25,Diputado,Frente Amplio,Titular,2015,2020,RODRIGUEZ,ALVEZ,EDGARDO,,1,48,2015-02-15,2020-02-14,1985-2020
231,"RODRIGUEZ GALVEZ, CARLOS",1971-11-29,Diputado,Frente Amplio,Titular,2015,2020,RODRIGUEZ,GALVEZ,CARLOS,,1,48,2015-02-15,2020-02-14,1985-2020
232,"RODRIGUEZ MERLO, CONRADO HERNAN",1980-03-24,Diputado,Partido Colorado,Titular,2015,2020,RODRIGUEZ,MERLO,CONRADO,HERNAN,1,48,2015-02-15,2020-02-14,1985-2020
233,"RODRIGUEZ MOTZ, MARIA LUCIA",1987-09-25,Diputado,Frente Amplio,Suplente,2015,2020,RODRIGUEZ,MOTZ,MARIA,LUCIA,0,48,2015-02-15,2020-02-14,1985-2020
234,"RODRIGUEZ SANTO, GLORIA RUDI",1960-10-26,Diputado,Partido Nacional,Titular,2020,2020,RODRIGUEZ,SANTO,GLORIA,RUDI,0,48,2015-02-15,2020-02-14,1985-2020
234,"RODRIGUEZ SANTO, GLORIA RUDI",1960-10-26,Diputado,Partido Nacional,Titular,2015,2020,RODRIGUEZ,SANTO,GLORIA,RUDI,0,48,2015-02-15,2020-02-14,1985-2020
235,"RODRIGUEZ SERVETTO, NELSON VLADIMIR",1959-07-19,Diputado,Partido Nacional,Titular,2015,2020,RODRIGUEZ,SERVETTO,NELSON,VLADIMIR,1,48,2015-02-15,2020-02-14,1985-2020
236,"ROSELLI MORA, EDMUNDO MARTIN",1958-07-25,Diputado,Partido Nacional,Titular,2015,2020,ROSELLI,MORA,EDMUNDO,MARTIN,1,48,2015-02-15,2020-02-14,1985-2020
237,"RUBIO VICO, EDUARDO JOSE",1952-08-05,Diputado,Asamblea Popular,Titular,2015,2020,RUBIO,VICO,EDUARDO,JOSE,1,48,2015-02-15,2020-02-14,1985-2020
238,"RUIZ BRITO, JUAN FEDERICO",1979-02-02,Diputado,Frente Amplio,Titular,2015,2020,RUIZ,BRITO,JUAN,FEDERICO,1,48,2015-02-15,2020-02-14,1985-2020
239,"SABINI GIANNECCHINI, SEBASTIAN",1981-06-11,Diputado,Frente Amplio,Titular,2015,2020,SABINI,GIANNECCHINI,SEBASTIAN,,1,48,2015-02-15,2020-02-14,1985-2020
240,"SANCHEZ PEREIRA, ALEJANDRO DARIO",1980-04-24,Diputado,Frente Amplio,Titular,2020,2020,SANCHEZ,PEREIRA,ALEJANDRO,DARIO,1,48,2015-02-15,2020-02-14,1985-2020
240,"SANCHEZ PEREIRA, ALEJANDRO DARIO",1980-04-24,Senador,Frente Amplio,Suplente,2020,2020,SANCHEZ,PEREIRA,ALEJANDRO,DARIO,1,48,2015-02-15,2020-02-14,1985-2020
240,"SANCHEZ PEREIRA, ALEJANDRO DARIO",1980-04-24,Diputado,Frente Amplio,Titular,2015,2020,SANCHEZ,PEREIRA,ALEJANDRO,DARIO,1,48,2015-02-15,2020-02-14,1985-2020
241,"SANDER MACHADO, RAUL",1958-01-10,Diputado,Partido Colorado,Suplente,2015,2019,SANDER,MACHADO,RAUL,,1,48,2015-02-15,2020-02-14,1985-2020
242,"SANGUINETTI GALLINAL, FRANCISCO JOSE",1961-12-03,Diputado,Partido Nacional,Suplente,2015,2019,SANGUINETTI,GALLINAL,FRANCISCO,JOSE,1,48,2015-02-15,2020-02-14,1985-2020
243,"SANSEVERINO MANSILLA, BERTA",1946-04-25,Diputado,Frente Amplio,Titular,2015,2020,SANSEVERINO,MANSILLA,BERTA,,0,48,2015-02-15,2020-02-14,1985-2020
244,"SANTALLA, MARIA DE LAS MERCEDES",1959-02-16,Diputado,Frente Amplio,Titular,2015,2020,SANTALLA,,MARIA,DE,0,48,2015-02-15,2020-02-14,1985-2020
245,"SARAVIA GARASSINI, JORGE JOSE",1958-05-01,Senador,Partido Nacional,Suplente,2015,2019,SARAVIA,GARASSINI,JORGE,JOSE,1,48,2015-02-15,2020-02-14,1985-2020
246,"SATDJIAN DEMIRDJIAN, JOSE LUIS",1984-07-05,Diputado,Partido Nacional,Suplente,2015,2019,SATDJIAN,DEMIRDJIAN,JOSE,LUIS,1,48,2015-02-15,2020-02-14,1985-2020
247,"SCHUSMAN KRAFT, JORGE",1963-04-22,Diputado,Partido Colorado,Suplente,2015,2019,SCHUSMAN,KRAFT,JORGE,,1,48,2015-02-15,2020-02-14,1985-2020
248,"SECCO RODRIGUEZ, GONZALO FRANCISCO",1954-05-07,Diputado,Partido Colorado,Suplente,2015,2018,SECCO,RODRIGUEZ,GONZALO,FRANCISCO,1,48,2015-02-15,2020-02-14,1985-2020
249,"SEMPRONI ROBAINA, VICTOR FELIX",1937-03-27,Diputado,Frente Amplio,Titular,2015,2016,SEMPRONI,ROBAINA,VICTOR,FELIX,1,48,2015-02-15,2020-02-14,1985-2020
251,"SILVEIRA CORREA, JULIO CESAR",1953-06-27,Senador,Partido Nacional,Suplente,2015,2015,SILVEIRA,CORREA,JULIO,CESAR,1,48,2015-02-15,2020-02-14,1985-2020
252,"SILVERA GARCIA, SEBASTIAN",,Diputado,Partido Colorado,Suplente,2015,2015,SILVERA,GARCIA,SEBASTIAN,,1,48,2015-02-15,2020-02-14,1985-2020
253,"SILVERA PERLAS, WASHINGTON JOSE",1945-04-08,Diputado,Frente Amplio,Titular,2015,2020,SILVERA,PERLAS,WASHINGTON,JOSE,1,48,2015-02-15,2020-02-14,1985-2020
254,"SIMOFF, BEATRIZ",,Diputado,Partido Nacional,Suplente,2015,2016,SIMOFF,,BEATRIZ,,0,48,2015-02-15,2020-02-14,1985-2020
255,"SIRONI MATTOS, ILDA RENEE",1944-10-26,Diputado,Frente Amplio,Suplente,2015,2020,SIRONI,MATTOS,ILDA,RENEE,0,48,2015-02-15,2020-02-14,1985-2020
256,"SOSA ACOSTA, HERIBERTO",1941-09-21,Diputado,Partido Independiente,Titular,2015,2018,SOSA,ACOSTA,HERIBERTO,,1,48,2015-02-15,2020-02-14,1985-2020
257,"STAGI RIVAS, FRANCO JAVIER",1981-09-23,Diputado,Frente Amplio,Suplente,2019,2019,STAGI,RIVAS,FRANCO,JAVIER,1,48,2015-02-15,2020-02-14,1985-2020
258,"SUAREZ BERTORA, MICHELLE",1983-02-21,Senador,Frente Amplio,Titular,2017,2017,SUAREZ,BERTORA,MICHELLE,,1,48,2015-02-15,2020-02-14,1985-2020
259,"SUAREZ SUAREZ, MARIA DEL CARMEN",1973-05-13,Diputado,Partido Nacional,Suplente,2015,2015,SUAREZ,SUAREZ,MARIA,DEL,0,48,2015-02-15,2020-02-14,1985-2020
260,"TASSANO DERGEAM, LAURA VIRGINIA",1959-08-08,Diputado,Partido Nacional,Suplente,2015,2019,TASSANO,DERGEAM,LAURA,VIRGINIA,0,48,2015-02-15,2020-02-14,1985-2020
261,"TEIXEIRA CHAVEZ, MELISSA CAPERUZA",1984-10-15,Diputado,Partido Nacional,Suplente,2015,2016,TEIXEIRA,CHAVEZ,MELISSA,CAPERUZA,0,48,2015-02-15,2020-02-14,1985-2020
262,"TIERNO FERNANDEZ, NELSON MARTIN",1968-07-06,Diputado,Frente Amplio,Titular,2015,2020,TIERNO,FERNANDEZ,NELSON,MARTIN,1,48,2015-02-15,2020-02-14,1985-2020
263,"TOPOLANSKY SAAVEDRA, LUCIA",1944-09-25,Senador,Frente Amplio,Titular,2015,2020,TOPOLANSKY,SAAVEDRA,LUCIA,,0,48,2015-02-15,2020-02-14,1985-2020
264,"TOURN CASELLA, FRANCO",1989-08-30,Diputado,Frente Amplio,Suplente,2019,2020,TOURN,CASELLA,FRANCO,,1,48,2015-02-15,2020-02-14,1985-2020
265,"TOURNE VALDEZ, DAISY LILIAN",1951-03-17,Senador,Frente Amplio,Titular,2015,2020,TOURNE,VALDEZ,DAISY,LILIAN,1,48,2015-02-15,2020-02-14,1985-2020
266,"TROBO CABRERA, JAIME MARIO",1956-10-05,Diputado,Partido Nacional,Titular,2015,2019,TROBO,CABRERA,JAIME,MARIO,1,48,2015-02-15,2020-02-14,1985-2020
267,"UMPIERRE ECHEVERRIA, WASHINGTON",1959-04-25,Diputado,Frente Amplio,Suplente,2015,2018,UMPIERRE,ECHEVERRIA,WASHINGTON,,1,48,2015-02-15,2020-02-14,1985-2020
268,"UMPIERREZ CABRERA, ALEJO ALEJANDRO",1965-06-03,Diputado,Partido Nacional,Titular,2020,2020,UMPIERREZ,CABRERA,ALEJO,ALEJANDRO,1,48,2015-02-15,2020-02-14,1985-2020
268,"UMPIERREZ CABRERA, ALEJO ALEJANDRO",1965-06-03,Diputado,Partido Nacional,Titular,2015,2020,UMPIERREZ,CABRERA,ALEJO,ALEJANDRO,1,48,2015-02-15,2020-02-14,1985-2020
268,"UMPIERREZ CABRERA, ALEJO ALEJANDRO",1965-06-03,Diputado,Partido Nacional,Suplente,2015,2015,UMPIERREZ,CABRERA,ALEJO,ALEJANDRO,1,48,2015-02-15,2020-02-14,1985-2020
269,"UMPIERREZ DIANO, JAVIER ERNESTO",1964-05-15,Diputado,Frente Amplio,Titular,2015,2020,UMPIERREZ,DIANO,JAVIER,ERNESTO,1,48,2015-02-15,2020-02-14,1985-2020
270,"VALDOMIR MUSLERA, SEBASTIAN",1979-02-11,Diputado,Frente Amplio,Suplente,2015,2020,VALDOMIR,MUSLERA,SEBASTIAN,,1,48,2015-02-15,2020-02-14,1985-2020
271,"VALVERDE CARRETTO, JULIO SERGIO",1964-11-16,Diputado,Partido Nacional,Suplente,2015,2015,VALVERDE,CARRETTO,JULIO,SERGIO,1,48,2015-02-15,2020-02-14,1985-2020
272,"VARELA NESTIER, CARLOS RICARDO",1954-05-01,Diputado,Frente Amplio,Titular,2015,2020,VARELA,NESTIER,CARLOS,RICARDO,1,48,2015-02-15,2020-02-14,1985-2020
273,"VASQUEZ VARELA VIVIANI, PATRICIA MONICA",1958-07-14,Diputado,Partido Nacional,Suplente,2015,2017,VASQUEZ,VARELA VIVIANI,PATRICIA,MONICA,0,48,2015-02-15,2020-02-14,1985-2020
274,"VASSALLO MUNIZ, MIGUEL ANGEL",1948-01-07,Senador,Frente Amplio,Suplente,2019,2020,VASSALLO,MUNIZ,MIGUEL,ANGEL,1,48,2015-02-15,2020-02-14,1985-2020
275,"VAZQUEZ VIGNIOLA, MABEL",1935-10-06,Diputado,Partido Nacional,Suplente,2015,2018,VAZQUEZ,VIGNIOLA,MABEL,,0,48,2015-02-15,2020-02-14,1985-2020
276,"VEGA DEBRA, MARY ISABEL",1959-07-21,Diputado,Partido Nacional,Suplente,2015,2020,VEGA,DEBRA,MARY,ISABEL,0,48,2015-02-15,2020-02-14,1985-2020
277,"VERRI PIRIZ, WALTER",1962-08-01,Diputado,Partido Colorado,Titular,2015,2020,VERRI,PIRIZ,WALTER,,1,48,2015-02-15,2020-02-14,1985-2020
278,"VIDALIN AGUIRRE, CARMELO JOSE",1955-11-17,Diputado,Partido Nacional,Titular,2015,2015,VIDALIN,AGUIRRE,CARMELO,JOSE,1,48,2015-02-15,2020-02-14,1985-2020
279,"VIEL CORREA, STELLA MARIS",1946-04-11,Diputado,Frente Amplio,Titular,2015,2020,VIEL,CORREA,STELLA,MARIS,0,48,2015-02-15,2020-02-14,1985-2020
280,"VIERA DIAZ, NICOLAS",1988-08-07,Diputado,Frente Amplio,Suplente,2015,2020,VIERA,DIAZ,NICOLAS,,1,48,2015-02-15,2020-02-14,1985-2020
281,"VIERA DUARTE, TABARE",1955-04-07,Diputado,Partido Colorado,Titular,2015,2020,VIERA,DUARTE,TABARE,,1,48,2015-02-15,2020-02-14,1985-2020
282,"VIERA LOPETEGUI, OSCAR ALFREDO",1957-05-18,Diputado,Partido Nacional,Titular,2019,2020,VIERA,LOPETEGUI,OSCAR,ALFREDO,1,48,2015-02-15,2020-02-14,1985-2020
282,"VIERA LOPETEGUI, OSCAR ALFREDO",1957-05-18,Diputado,Partido Nacional,Suplente,2016,2018,VIERA,LOPETEGUI,OSCAR,ALFREDO,1,48,2015-02-15,2020-02-14,1985-2020
283,"VINALES CURBELO, MARIA PIA",1970-04-19,Diputado,Partido Nacional,Suplente,2015,2019,VINALES,CURBELO,MARIA,PIA,0,48,2015-02-15,2020-02-14,1985-2020
284,"XAVIER YELPO, MONICA",1956-12-16,Senador,Frente Amplio,Suplente,2017,2017,XAVIER,YELPO,MONICA,,0,48,2015-02-15,2020-02-14,1985-2020
284,"XAVIER YELPO, MONICA",1956-12-16,Senador,Frente Amplio,Titular,2015,2020,XAVIER,YELPO,MONICA,,0,48,2015-02-15,2020-02-14,1985-2020
285,"YAVARONE SILVA, ROBERTO LUIS",1961-11-03,Diputado,Partido Colorado,Suplente,2015,2015,YAVARONE,SILVA,ROBERTO,LUIS,1,48,2015-02-15,2020-02-14,1985-2020
286,"YURRAMENDI PEREZ, JOSE FRANCISCO",1981-12-25,Diputado,Partido Nacional,Titular,2015,2020,YURRAMENDI,PEREZ,JOSE,FRANCISCO,1,48,2015-02-15,2020-02-14,1985-2020
287,"ZAFFARONI CASTILLA, MARIA CECILIA",1945-09-28,Senador,Partido Independiente,Suplente,2015,2020,ZAFFARONI,CASTILLA,MARIA,CECILIA,0,48,2015-02-15,2020-02-14,1985-2020
288,"ZAVALA RABAJOLI, ALEJANDRO",1974-09-05,Diputado,Frente Amplio,Suplente,2018,2020,ZAVALA,RABAJOLI,ALEJANDRO,,1,48,2015-02-15,2020-02-14,1985-2020
289,"ZAVALKIN OBARNI, MARIA CRISTINA",1953-06-28,Diputado,Frente Amplio,Suplente,2015,2015,ZAVALKIN,OBARNI,MARIA,CRISTINA,0,48,2015-02-15,2020-02-14,1985-2020
290,"ZIMINOV ROBKIN, LUIS ALBERTO",1950-03-28,Diputado,Partido Colorado,Suplente,2015,2019,ZIMINOV,ROBKIN,LUIS,ALBERTO,1,48,2015-02-15,2020-02-14,1985-2020
291,"ZOULAMIAN DEMIRDJIAN, ANTONIO",1960-02-26,Diputado,Partido Nacional,Suplente,2015,2017,ZOULAMIAN,DEMIRDJIAN,ANTONIO,,1,48,2015-02-15,2020-02-14,1985-2020
292,"ZUMARAN AGUERRE, MARIA MAGDALENA",1966-11-16,Diputado,Partido Nacional,Suplente,2015,2020,ZUMARAN,AGUERRE,MARIA,MAGDALENA,0,48,2015-02-15,2020-02-14,1985-2020
293,"ARLEGUI ATANASIU, VALENTINA",1987-10-07,Diputado,Partido Nacional,Suplente,2015,2016,ARLEGUI,ATANASIU,VALENTINA,,0,48,2015-02-15,2020-02-14,1985-2020
294,"AROCENA ARGUL, JOSE ANDRES",1964-05-24,Diputado,Partido Nacional,Titular,2015,2020,AROCENA,ARGUL,JOSE,ANDRES,1,48,2015-02-15,2020-02-14,1985-2020
295,"ARREGUI MARSANO, ROQUE EDISON",1950-08-16,Senador,Frente Amplio,Suplente,2016,2016,ARREGUI,MARSANO,ROQUE,EDISON,1,48,2015-02-15,2020-02-14,1985-2020
296,"ARRIETA LUCCHETTI, ELISABETH",1960-09-10,Diputado,Partido Nacional,Titular,2015,2019,ARRIETA,LUCCHETTI,ELISABETH,,0,48,2015-02-15,2020-02-14,1985-2020
297,"ASIAIN PEREIRA, CARMEN PILAR",1965-08-10,Senador,Partido Nacional,Suplente,2015,2019,ASIAIN,PEREIRA,CARMEN,PILAR,1,48,2015-02-15,2020-02-14,1985-2020
298,"ASTI CARLI, ALFREDO ANGEL",1948-10-02,Diputado,Frente Amplio,Titular,2015,2020,ASTI,CARLI,ALFREDO,ANGEL,1,48,2015-02-15,2020-02-14,1985-2020
299,"ASTORI SARAGOSA, DANILO ANGEL",1940-04-23,Senador,Frente Amplio,Titular,2015,2020,ASTORI,SARAGOSA,DANILO,ANGEL,1,48,2015-02-15,2020-02-14,1985-2020
300,"AVIAGA MARTINEZ, MARIA CAROL",1970-08-08,Senador,Partido Nacional,Suplente,2017,2017,AVIAGA,MARTINEZ,MARIA,CAROL,0,48,2015-02-15,2020-02-14,1985-2020
300,"AVIAGA MARTINEZ, MARIA CAROL",1970-08-08,Senador,Partido Nacional,Titular,2015,2020,AVIAGA,MARTINEZ,MARIA,CAROL,0,48,2015-02-15,2020-02-14,1985-2020
301,"AYALA BARRIOS, MARIO DANIEL",1966-05-19,Diputado,Partido Nacional,Titular,2015,2020,AYALA,BARRIOS,MARIO,DANIEL,1,48,2015-02-15,2020-02-14,1985-2020
302,"AYALA SANCHEZ, ANA PATRICIA",1966-08-25,Senador,Frente Amplio,Titular,2015,2020,AYALA,SANCHEZ,ANA,PATRICIA,0,48,2015-02-15,2020-02-14,1985-2020
303,"AZAMBUYA ANGIO, CLAUDIA MABEL",1968-12-20,Diputado,Partido Colorado,Suplente,2015,2019,AZAMBUYA,ANGIO,CLAUDIA,MABEL,0,48,2015-02-15,2020-02-14,1985-2020
304,"BACIGALUPE AUNES, RUBEN ANIBAL",1966-10-06,Diputado,Partido Nacional,Titular,2015,2020,BACIGALUPE,AUNES,RUBEN,ANIBAL,1,48,2015-02-15,2020-02-14,1985-2020
305,"BACIGALUPI SUAREZ, MARCELO",1971-02-17,Diputado,Partido Nacional,Suplente,2015,2019,BACIGALUPI,SUAREZ,MARCELO,,1,48,2015-02-15,2020-02-14,1985-2020
306,"BACINO GARCIA, CLAUDIA ESTHER",1965-01-17,Diputado,Frente Amplio,Suplente,2015,2019,BACINO,GARCIA,CLAUDIA,ESTHER,0,48,2015-02-15,2020-02-14,1985-2020
307,"BALPARDA BRITO, MARIA DE LOS ANGELES",1953-04-03,Diputado,Asamblea Popular,Suplente,2015,2018,BALPARDA,BRITO,MARIA,DE,0,48,2015-02-15,2020-02-14,1985-2020
308,"BARAIBAR PONCE DE LEON, FELIX CARLOS",1939-07-13,Senador,Frente Amplio,Suplente,2015,2019,BARAIBAR,PONCE DE LEON,FELIX,CARLOS,1,48,2015-02-15,2020-02-14,1985-2020
309,"BARANZANO CIBILS, VERONICA TERESITA",1956-12-02,Diputado,Partido Nacional,Suplente,2015,2019,BARANZANO,CIBILS,VERONICA,TERESITA,0,48,2015-02-15,2020-02-14,1985-2020
310,"BARREIRO ALVAREZ, GABRIELA SUSANA",1962-03-18,Diputado,Frente Amplio,Titular,2015,2020,BARREIRO,ALVAREZ,GABRIELA,SUSANA,0,48,2015-02-15,2020-02-14,1985-2020
311,"BARRONE BARBOZA, PABLO NAZARENO",1980-01-10,Diputado,Frente Amplio,Suplente,2015,2019,BARRONE,BARBOZA,PABLO,NAZARENO,1,48,2015-02-15,2020-02-14,1985-2020
312,"BARROS PEREIRA, EDUARDO SUNEY",1961-12-28,Diputado,Partido Colorado,Suplente,2015,2019,BARROS,PEREIRA,EDUARDO,SUNEY,1,48,2015-02-15,2020-02-14,1985-2020
313,"BATTISTONI SPINELLI, JULIO JOSE",1945-01-02,Diputado,Frente Amplio,Titular,2015,2020,BATTISTONI,SPINELLI,JULIO,JOSE,1,48,2015-02-15,2020-02-14,1985-2020
314,"BELLOZO MOURINO, MARIA XIMENA",1978-10-05,Diputado,Partido Colorado,Suplente,2015,2016,BELLOZO,MOURINO,MARIA,XIMENA,0,48,2015-02-15,2020-02-14,1985-2020
315,"BENTANCOR PAIS, WILSON JESUS",1950-07-05,Diputado,Partido Nacional,Titular,2019,2020,BENTANCOR,PAIS,WILSON,JESUS,1,48,2015-02-15,2020-02-14,1985-2020
315,"BENTANCOR PAIS, WILSON JESUS",1950-07-05,Diputado,Partido Nacional,Suplente,2016,2016,BENTANCOR,PAIS,WILSON,JESUS,1,48,2015-02-15,2020-02-14,1985-2020
316,"BERAMENDI USERA, MARIA DEL CARMEN",1950-06-16,Senador,Frente Amplio,Suplente,2020,2020,BERAMENDI,USERA,MARIA,DEL,0,48,2015-02-15,2020-02-14,1985-2020
316,"BERAMENDI USERA, MARIA DEL CARMEN",1950-06-16,Senador,Frente Amplio,Suplente,2017,2017,BERAMENDI,USERA,MARIA,DEL,0,48,2015-02-15,2020-02-14,1985-2020
317,"BEROIS QUINTEROS, RICARDO CARLOS",1957-09-09,Diputado,Partido Nacional,Suplente,2015,2018,BEROIS,QUINTEROS,RICARDO,CARLOS,1,48,2015-02-15,2020-02-14,1985-2020
318,"BERRIEL TADDEO, SONIA ANGELICA",1956-09-22,Diputado,Partido Colorado,Suplente,2015,2019,BERRIEL,TADDEO,SONIA,ANGELICA,0,48,2015-02-15,2020-02-14,1985-2020
319,"BERTERRECHE ALVAREZ, ANDRES",1962-07-18,Senador,Frente Amplio,Suplente,2015,2019,BERTERRECHE,ALVAREZ,ANDRES,,1,48,2015-02-15,2020-02-14,1985-2020
320,"BESOZZI AROCENA, GUILLERMO JULIO",1961-10-16,Diputado,Partido Nacional,Titular,2020,2020,BESOZZI,AROCENA,GUILLERMO,JULIO,1,48,2015-02-15,2020-02-14,1985-2020
320,"BESOZZI AROCENA, GUILLERMO JULIO",1961-10-16,Senador,Partido Nacional,Titular,2015,2020,BESOZZI,AROCENA,GUILLERMO,JULIO,1,48,2015-02-15,2020-02-14,1985-2020
320,"BESOZZI AROCENA, GUILLERMO JULIO",1961-10-16,Diputado,Partido Nacional,Titular,2015,2015,BESOZZI,AROCENA,GUILLERMO,JULIO,1,48,2015-02-15,2020-02-14,1985-2020
321,"BIANCHI POLI, GRACIELA ELENA",1953-11-14,Diputado,Partido Nacional,Titular,2020,2020,BIANCHI,POLI,GRACIELA,ELENA,0,48,2015-02-15,2020-02-14,1985-2020
321,"BIANCHI POLI, GRACIELA ELENA",1953-11-14,Diputado,Partido Nacional,Titular,2015,2020,BIANCHI,POLI,GRACIELA,ELENA,0,48,2015-02-15,2020-02-14,1985-2020
322,"BIANCHI SALOMON, DANIEL MARIO",1962-09-04,Senador,Partido Colorado,Suplente,2015,2019,BIANCHI,SALOMON,DANIEL,MARIO,1,48,2015-02-15,2020-02-14,1985-2020
