"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","id_politico","partido","inicio","fin","legislatura","cargo","status","circunscripcion","sexo","fecha_nac","fecha_inicio_l","fecha_fin_l","fecha_intermedia","ed_asumir_1","ed_asumir","edad_asumir","agregado","legislaturas_agrupadas"
"FIORDELMONDO","DOS SANTOS","JULIO","CESAR",4635,"Frente Amplio",2006,2010,46,"Diputado","Suplente",NA,1,"1947-09-30","2005-02-15","2010-02-14","2007-08-16",59,NA,59,0,"1985-2025"
"FRACHIA","BRAIDA","ROBERTO","FRANCISCO",2342,"Frente Amplio",2009,2009,46,"Diputado","Suplente",NA,1,"1943-11-21","2005-02-15","2010-02-14","2007-08-16",63,NA,63,0,"1985-2025"
"FRACHIA","BRAIDA","ROBERTO","FRANCISCO",2342,"Frente Amplio",2007,2007,46,"Diputado","Suplente",NA,1,"1943-11-21","2005-02-15","2010-02-14","2007-08-16",63,NA,63,0,"1985-2025"
"GALLICCHIO","QUEIROLO","ANTONIO",NA,4538,"Frente Amplio",2008,2009,46,"Diputado","Suplente",NA,1,"1944-08-18","2005-02-15","2010-02-14","2007-08-16",62,NA,62,0,"1985-2025"
"GALLICCHIO","QUEIROLO","ANTONIO",NA,4538,"Frente Amplio",2008,2009,46,"Senador","Suplente",NA,1,"1944-08-18","2005-02-15","2010-02-14","2007-08-16",62,NA,62,0,"1985-2025"
"GALLO","CANTERA","LUIS","ENRIQUE",4234,"Frente Amplio",2005,2010,46,"Diputado","Suplente",NA,1,"1961-01-14","2005-02-15","2010-02-14","2007-08-16",46,NA,46,0,"1985-2025"
"GAMOU","FASADELLO","ADOLFO","CARLOS",606,"Frente Amplio",2005,2009,46,"Senador","Suplente",NA,1,"1959-08-09","2005-02-15","2010-02-14","2007-08-16",48,NA,48,1,"1985-2025"
"GANDINI","ASTESIANO","JORGE","OSVALDO",1797,"Partido Nacional",2005,2010,46,"Senador","Suplente",NA,1,"1958-03-05","2005-02-15","2010-02-14","2007-08-16",49,NA,49,0,"1985-2025"
"GONZALEZ","RIOS","LUIS","ALBERTO",4650,"Partido Independiente",2010,2010,46,"Diputado","Suplente",NA,1,"1951-12-07","2005-02-15","2010-02-14","2007-08-16",55,NA,55,0,"1985-2025"
"GONZALEZ","RIOS","LUIS","ALBERTO",4650,"Partido Independiente",2006,2009,46,"Diputado","Suplente",NA,1,"1951-12-07","2005-02-15","2010-02-14","2007-08-16",55,NA,55,0,"1985-2025"
"GROBA","ARRIONDO","OSCAR",NA,3934,"Frente Amplio",2005,2010,46,"Diputado","Suplente",NA,1,"1951-01-10","2005-02-15","2010-02-14","2007-08-16",56,NA,56,0,"1985-2025"
"GUADALUPE","ALVAREZ","EDUARDO","AMADEO",4924,"Partido Nacional",2005,2009,46,"Diputado","Suplente",NA,1,"1959-10-08","2005-02-15","2010-02-14","2007-08-16",47,NA,47,1,"1985-2025"
"GUADALUPE","BRENNA","DIEGO",NA,4566,"Partido Nacional",2005,2009,46,"Diputado","Suplente",NA,1,"1960-01-16","2005-02-15","2010-02-14","2007-08-16",47,NA,47,0,"1985-2025"
"GUARINO",NA,"GUSTAVO",NA,697,"Frente Amplio",2009,2009,46,"Senador","Suplente",NA,1,"1950-04-14","2005-02-15","2010-02-14","2007-08-16",57,NA,57,1,"1985-2025"
"GUARINO",NA,"GUSTAVO",NA,697,"Frente Amplio",2005,2005,46,"Senador","Suplente",NA,1,"1950-04-14","2005-02-15","2010-02-14","2007-08-16",57,NA,57,1,"1985-2025"
"ISABELLA","REVETRIA","FERNANDO","RAFAEL",4587,"Frente Amplio",2005,2005,46,"Diputado","Suplente",NA,1,"1977-08-09","2005-02-15","2010-02-14","2007-08-16",30,NA,30,0,"1985-2025"
"ITURRALDE","VINAS","PABLO","LUIS",3945,"Partido Nacional",2010,2010,46,"Senador","Suplente",NA,1,"1959-09-23","2005-02-15","2010-02-14","2007-08-16",47,NA,47,0,"1985-2025"
"ITURRALDE","VINAS","PABLO","LUIS",3945,"Partido Nacional",2005,2009,46,"Senador","Suplente",NA,1,"1959-09-23","2005-02-15","2010-02-14","2007-08-16",47,NA,47,0,"1985-2025"
"KECHICHIAN","GARCIA","NORMA","LILIAM",2370,"Frente Amplio",2005,2006,46,"Diputado","Suplente",NA,0,"1952-03-02","2005-02-15","2010-02-14","2007-08-16",55,NA,55,0,"1985-2025"
"LAGUARDA","FISCHETTI","MANUEL",NA,1874,"Frente Amplio",2006,2007,46,"Senador","Suplente",NA,1,"1949-02-13","2005-02-15","2010-02-14","2007-08-16",58,NA,58,0,"1985-2025"
"LERETE","SALCEDO","ORLANDO","DARIO",4687,"Partido Nacional",2005,2010,46,"Diputado","Suplente",NA,1,"1945-03-24","2005-02-15","2010-02-14","2007-08-16",62,NA,62,0,"1985-2025"
"ALVAREZ","LOPEZ","PABLO","EMILIANO",4690,"Frente Amplio",2010,2010,46,"Senador","Suplente",NA,1,"1978-03-14","2005-02-15","2010-02-14","2007-08-16",29,NA,29,0,"1985-2025"
"ALVAREZ","LOPEZ","PABLO","EMILIANO",4690,"Frente Amplio",2010,2010,46,"Diputado","Suplente",NA,1,"1978-03-14","2005-02-15","2010-02-14","2007-08-16",29,NA,29,0,"1985-2025"
"AMARO","MACHADO","RUBEN","JOSE",4711,"Partido Nacional",2005,2007,46,"Diputado","Suplente",NA,1,"1957-11-23","2005-02-15","2010-02-14","2007-08-16",49,NA,49,0,"1985-2025"
"ANTOGNAZZA","IMAS","MILTON","JESUS",1482,"Frente Amplio",2005,2010,46,"Senador","Suplente",NA,1,"1935-07-27","2005-02-15","2010-02-14","2007-08-16",72,NA,72,0,"1985-2025"
"LORIER","SANDRO","EDUARDO",NA,1907,"Frente Amplio",2005,2009,46,"Senador","Suplente",NA,1,"1952-09-10","2005-02-15","2010-02-14","2007-08-16",54,NA,54,0,"1985-2025"
"MAGURNO","SOUTO","OSCAR",NA,853,"Partido Colorado",2009,2009,46,"Diputado","Suplente",NA,1,"1930-03-03","2005-02-15","2010-02-14","2007-08-16",77,NA,77,1,"1985-2025"
"MAGURNO","SOUTO","OSCAR",NA,853,"Partido Colorado",2005,2005,46,"Diputado","Suplente",NA,1,"1930-03-03","2005-02-15","2010-02-14","2007-08-16",77,NA,77,1,"1985-2025"
"MAHIA","FREIRE","JOSE","CARLOS",3967,"Frente Amplio",2008,2009,46,"Senador","Suplente",NA,1,"1966-08-08","2005-02-15","2010-02-14","2007-08-16",41,NA,41,0,"1985-2025"
"MAHIA","FREIRE","JOSE","CARLOS",3967,"Frente Amplio",2006,2006,46,"Senador","Suplente",NA,1,"1966-08-08","2005-02-15","2010-02-14","2007-08-16",41,NA,41,0,"1985-2025"
"MANANA","DOGLIOTTI","DANIEL","EDUARDO",4559,"Partido Nacional",2005,2005,46,"Diputado","Suplente",NA,1,"1955-01-10","2005-02-15","2010-02-14","2007-08-16",52,NA,52,0,"1985-2025"
"MARQUEZ","OLIVERA","PEDRO","EDUARDO",4695,"Frente Amplio",2008,2010,46,"Diputado","Suplente",NA,1,"1961-10-18","2005-02-15","2010-02-14","2007-08-16",45,NA,45,0,"1985-2025"
"MARQUEZ","OLIVERA","PEDRO","EDUARDO",4695,"Frente Amplio",2006,2006,46,"Diputado","Suplente",NA,1,"1961-10-18","2005-02-15","2010-02-14","2007-08-16",45,NA,45,0,"1985-2025"
"MARTINEZ","HUELMO","RUBEN","WALDEMAR",3984,"Frente Amplio",2005,2009,46,"Diputado","Suplente",NA,1,"1949-09-27","2005-02-15","2010-02-14","2007-08-16",57,NA,57,0,"1985-2025"
"MIER","ESTADES","EDGARDO","DIONISIO",2433,"Partido Nacional",2005,2010,46,"Diputado","Suplente",NA,1,"1953-05-09","2005-02-15","2010-02-14","2007-08-16",54,NA,54,0,"1985-2025"
"MIER","ESTADES","SERGIO","ANTERES",2318,"Frente Amplio",2005,2005,46,"Diputado","Suplente",NA,1,"1955-06-27","2005-02-15","2010-02-14","2007-08-16",52,NA,52,0,"1985-2025"
"MONZEGLIO","BENTANCOR","REMO",NA,4849,"Partido Nacional",2005,2009,46,"Diputado","Suplente",NA,1,"1955-04-08","2005-02-15","2010-02-14","2007-08-16",52,NA,52,1,"1985-2025"
"MOREIRA","FONTES","MARIA","ELOISA",4659,"Frente Amplio",2005,2010,46,"Diputado","Suplente",NA,0,"1958-06-07","2005-02-15","2010-02-14","2007-08-16",49,NA,49,0,"1985-2025"
"MUGURUZA","GALVALISI","EDUARDO","MARIA",1962,"Frente Amplio",2009,2009,46,"Senador","Suplente",NA,1,"1940-09-28","2005-02-15","2010-02-14","2007-08-16",66,NA,66,0,"1985-2025"
"MUSETTI","FORMOSO","JULIO","MARIO",4637,"Partido Colorado",2005,2009,46,"Diputado","Suplente",NA,1,"1967-07-12","2005-02-15","2010-02-14","2007-08-16",40,NA,40,0,"1985-2025"
"OBISPO","BUENO","RUBEN","MARIA",990,"Frente Amplio",2005,2009,46,"Senador","Suplente",NA,1,"1933-09-14","2005-02-15","2010-02-14","2007-08-16",73,NA,73,1,"1985-2025"
"ONTANEDA","PARODI","LOURDES","AZUCENA",4646,"Frente Amplio",2007,2010,46,"Diputado","Suplente",NA,0,"1948-02-11","2005-02-15","2010-02-14","2007-08-16",59,NA,59,0,"1985-2025"
"OTEGUI","GRIEGO","MIGUEL","JESUS",2415,"Partido Nacional",2005,2010,46,"Diputado","Suplente",NA,1,"1949-07-20","2005-02-15","2010-02-14","2007-08-16",58,NA,58,0,"1985-2025"
"PACHECO","MARTIRENA","MARY","ELISABETH",4668,"Partido Nacional",2010,2010,46,"Diputado","Suplente",NA,0,"1965-07-12","2005-02-15","2010-02-14","2007-08-16",42,NA,42,0,"1985-2025"
"PACHECO","MARTIRENA","MARY","ELISABETH",4668,"Partido Nacional",2005,2009,46,"Diputado","Suplente",NA,0,"1965-07-12","2005-02-15","2010-02-14","2007-08-16",42,NA,42,0,"1985-2025"
"PASSADA","LEONCINI","IVONNE","GRAZIELLA",2329,"Frente Amplio",2005,2009,46,"Diputado","Suplente",NA,0,"1956-04-04","2005-02-15","2010-02-14","2007-08-16",51,NA,51,0,"1985-2025"
"PATRONE","CHIRELLI","JORGE","NORMAN",2005,"Frente Amplio",2005,2010,46,"Diputado","Suplente",NA,1,"1949-03-13","2005-02-15","2010-02-14","2007-08-16",58,NA,58,0,"1985-2025"
"PENA","FERNANDEZ","DANIEL","ADRIAN",4561,"Partido Nacional",2006,2007,46,"Senador","Suplente",NA,1,"1972-12-21","2005-02-15","2010-02-14","2007-08-16",34,NA,34,0,"1985-2025"
"PERDOMO","GAMARRA","ALBERTO","JAVIER",4018,"Partido Nacional",2006,2009,46,"Senador","Suplente",NA,1,"1967-04-06","2005-02-15","2010-02-14","2007-08-16",40,NA,40,0,"1985-2025"
"PEREZ","CORTELEZZI","NELSON","EDUARDO",4676,"Partido Nacional",2005,2010,46,"Diputado","Suplente",NA,1,"1940-07-01","2005-02-15","2010-02-14","2007-08-16",67,NA,67,0,"1985-2025"
"PEREZ","GONZALEZ","PABLO","NEKLINDOR",4693,"Frente Amplio",2005,2005,46,"Diputado","Suplente",NA,1,"1948-02-09","2005-02-15","2010-02-14","2007-08-16",59,NA,59,0,"1985-2025"
"PEREZ","SILVA","MARIO","OMAR",4664,"Partido Nacional",2010,2010,46,"Diputado","Suplente",NA,1,"1952-09-19","2005-02-15","2010-02-14","2007-08-16",54,NA,54,0,"1985-2025"
"PEREZ","SILVA","MARIO","OMAR",4664,"Partido Nacional",2005,2010,46,"Diputado","Suplente",NA,1,"1952-09-19","2005-02-15","2010-02-14","2007-08-16",54,NA,54,0,"1985-2025"
"PERRACHON","GONNET","MARIO","HUMBERTO",2307,"Frente Amplio",2005,2010,46,"Diputado","Suplente",NA,1,"1943-03-02","2005-02-15","2010-02-14","2007-08-16",64,NA,64,0,"1985-2025"
"PINTOS","ROHNER","ALICIA","JOSEFA",4524,"Frente Amplio",2005,2009,46,"Diputado","Suplente",NA,0,"1941-05-24","2005-02-15","2010-02-14","2007-08-16",66,NA,66,0,"1985-2025"
"PONTE","GEPP","ELENA","HILDA",2046,"Frente Amplio",2005,2005,46,"Diputado","Suplente",NA,0,"1947-12-28","2005-02-15","2010-02-14","2007-08-16",59,NA,59,0,"1985-2025"
"QUINTANA",NA,"ROSA","BEATRIZ",4710,"Frente Amplio",2010,2010,46,"Diputado","Suplente",NA,0,"1965-05-02","2005-02-15","2010-02-14","2007-08-16",42,NA,42,0,"1985-2025"
"QUINTANA",NA,"ROSA","BEATRIZ",4710,"Frente Amplio",2005,2006,46,"Diputado","Suplente",NA,0,"1965-05-02","2005-02-15","2010-02-14","2007-08-16",42,NA,42,0,"1985-2025"
"AREZO","NANDE","ENRIQUE",NA,4134,"Partido Nacional",2010,2010,46,"Diputado","Suplente",NA,1,"1978-05-15","2005-02-15","2010-02-14","2007-08-16",29,NA,29,0,"1985-2025"
"AREZO","NANDE","ENRIQUE",NA,4134,"Partido Nacional",2005,2005,46,"Diputado","Suplente",NA,1,"1978-05-15","2005-02-15","2010-02-14","2007-08-16",29,NA,29,0,"1985-2025"
"RAMOS","ESPINDOLA","ROQUE","FABIAN",4709,"Frente Amplio",2005,2009,46,"Diputado","Suplente",NA,1,"1958-05-21","2005-02-15","2010-02-14","2007-08-16",49,NA,49,0,"1985-2025"
"REISCH","VILA","NIBIA","ANDREA",2393,"Partido Colorado",2010,2010,46,"Diputado","Suplente",NA,0,"1971-06-28","2005-02-15","2010-02-14","2007-08-16",36,NA,36,0,"1985-2025"
"REPETTO","VIGNOLA","ALEJANDRO","DANIEL",4523,"Partido Nacional",2010,2010,46,"Diputado","Suplente",NA,1,"1966-07-23","2005-02-15","2010-02-14","2007-08-16",41,NA,41,0,"1985-2025"
"REPETTO","VIGNOLA","ALEJANDRO","DANIEL",4523,"Partido Nacional",2005,2005,46,"Diputado","Suplente",NA,1,"1966-07-23","2005-02-15","2010-02-14","2007-08-16",41,NA,41,0,"1985-2025"
"RODRIGUEZ","UMPIERREZ","AMBROSIO","INDALECIO",4530,"Partido Nacional",2005,2009,46,"Senador","Suplente",NA,1,"1935-05-21","2005-02-15","2010-02-14","2007-08-16",72,NA,72,0,"1985-2025"
"ROSADILLA","PEREIRA","LUIS","ANGEL",1213,"Frente Amplio",2007,2009,46,"Senador","Suplente",NA,1,"1953-12-21","2005-02-15","2010-02-14","2007-08-16",53,NA,53,0,"1985-2025"
"ROSADILLA","PEREIRA","LUIS","ANGEL",1213,"Frente Amplio",2005,2005,46,"Senador","Suplente",NA,1,"1953-12-21","2005-02-15","2010-02-14","2007-08-16",53,NA,53,0,"1985-2025"
"ROSTAN","MARR","ELBIO","EDGARDO",4574,"Partido Colorado",2005,2009,46,"Diputado","Suplente",NA,1,"1965-02-24","2005-02-15","2010-02-14","2007-08-16",42,NA,42,0,"1985-2025"
"SAUVAL","MOOR","PHILIPPE","JACQUES",4697,"Partido Independiente",2005,2009,46,"Diputado","Suplente",NA,1,"1950-08-24","2005-02-15","2010-02-14","2007-08-16",56,NA,56,0,"1985-2025"
"SCAVARELLI","ESCOBAR","ALBERTO","RAUL",1277,"Partido Colorado",2005,2010,46,"Diputado","Suplente",NA,1,"1949-09-08","2005-02-15","2010-02-14","2007-08-16",57,NA,57,0,"1985-2025"
"SEMPRONI","ROBAINA","VICTOR","FELIX",2161,"Frente Amplio",2007,2009,46,"Senador","Suplente",NA,1,"1937-03-27","2005-02-15","2010-02-14","2007-08-16",70,NA,70,0,"1985-2025"
"SEMPRONI","ROBAINA","VICTOR","FELIX",2161,"Frente Amplio",2005,2005,46,"Senador","Suplente",NA,1,"1937-03-27","2005-02-15","2010-02-14","2007-08-16",70,NA,70,0,"1985-2025"
"SILVA","PELUFFO","RUBENSON",NA,2312,"Frente Amplio",2005,2009,46,"Diputado","Suplente",NA,1,"1961-11-09","2005-02-15","2010-02-14","2007-08-16",45,NA,45,0,"1985-2025"
"SILVEIRA","CORREA","JULIO","CESAR",4639,"Partido Nacional",2005,2005,46,"Diputado","Suplente",NA,1,"1953-06-27","2005-02-15","2010-02-14","2007-08-16",54,NA,54,0,"1985-2025"
"SOUTO","TOSCANI","WALTER","ULISES",4727,"Frente Amplio",2005,2010,46,"Diputado","Suplente",NA,1,"1957-02-09","2005-02-15","2010-02-14","2007-08-16",50,NA,50,0,"1985-2025"
"TAJAM","CABRERA","HECTOR","VICENTE",1345,"Frente Amplio",2005,2010,46,"Senador","Suplente",NA,1,"1947-09-22","2005-02-15","2010-02-14","2007-08-16",59,NA,59,0,"1985-2025"
"TOPOLANSKY","SAAVEDRA","LUCIA",NA,2212,"Frente Amplio",2005,2010,46,"Senador","Suplente",NA,0,"1944-09-25","2005-02-15","2010-02-14","2007-08-16",62,NA,62,0,"1985-2025"
"TROBO","CABRERA","JAIME","MARIO",4110,"Partido Nacional",2008,2009,46,"Senador","Suplente",NA,1,"1956-10-05","2005-02-15","2010-02-14","2007-08-16",50,NA,50,0,"1985-2025"
"TUTZO","LOPEZ","CARLOS","ALBERTO",4550,"Frente Amplio",2005,2005,46,"Diputado","Suplente",NA,1,"1951-12-27","2005-02-15","2010-02-14","2007-08-16",55,NA,55,0,"1985-2025"
"UMPIERREZ","CABRERA","ALEJO","ALEJANDRO",2430,"Partido Nacional",2005,2010,46,"Diputado","Suplente",NA,1,"1965-06-03","2005-02-15","2010-02-14","2007-08-16",42,NA,42,0,"1985-2025"
"VASSALLO","MUNIZ","MIGUEL","ANGEL",4832,"Frente Amplio",2005,2005,46,"Diputado","Suplente",NA,1,"1948-01-07","2005-02-15","2010-02-14","2007-08-16",59,NA,59,1,"1985-2025"
"VIDALIN","AGUIRRE","CARMELO","JOSE",4123,"Partido Nacional",2005,2005,46,"Senador","Suplente",NA,1,"1955-11-17","2005-02-15","2010-02-14","2007-08-16",51,NA,51,0,"1985-2025"
"ZAS","FERNANDEZ","JORGE",NA,2278,"Frente Amplio",2005,2010,46,"Diputado","Suplente",NA,1,"1949-02-23","2005-02-15","2010-02-14","2007-08-16",58,NA,58,0,"1985-2025"
"ZAVALA","RABAJOLI","ALEJANDRO",NA,4733,"Frente Amplio",2005,2005,46,"Diputado","Suplente",NA,1,"1974-09-05","2005-02-15","2010-02-14","2007-08-16",32,NA,32,1,"1985-2025"
"ZORRILLA","DE SAN MARTIN BRUM","JUAN","CARLOS",4976,"Frente Amplio",2005,2010,46,"Diputado","Suplente",NA,1,"1966-09-04","2005-02-15","2010-02-14","2007-08-16",40,NA,40,1,"1985-2025"
"BALMELLI","CAMOIRANO","JULIO","LINO",4633,"Frente Amplio",2007,2010,46,"Diputado","Suplente",NA,1,"1950-09-15","2005-02-15","2010-02-14","2007-08-16",56,NA,56,0,"1985-2025"
"BARAIBAR","PONCE DE LEON","FELIX","CARLOS",4585,"Frente Amplio",2005,2008,46,"Senador","Suplente",NA,1,"1939-07-13","2005-02-15","2010-02-14","2007-08-16",68,NA,68,0,"1985-2025"
"BARRIOS","BOVE","JAVIER","ENRIQUE",4606,"Partido Nacional",2005,2010,46,"Diputado","Suplente",NA,1,"1976-11-23","2005-02-15","2010-02-14","2007-08-16",30,NA,30,0,"1985-2025"
"BATTISTONI","SPINELLI","JULIO","JOSE",2327,"Frente Amplio",2009,2010,46,"Diputado","Suplente",NA,1,"1945-01-02","2005-02-15","2010-02-14","2007-08-16",62,NA,62,0,"1985-2025"
"BATTISTONI","SPINELLI","JULIO","JOSE",2327,"Frente Amplio",2005,2005,46,"Diputado","Suplente",NA,1,"1945-01-02","2005-02-15","2010-02-14","2007-08-16",62,NA,62,0,"1985-2025"
"BAYARDI","LOZANO","JOSE","ARTURO",1529,"Frente Amplio",2010,2010,46,"Senador","Suplente",NA,1,"1955-06-30","2005-02-15","2010-02-14","2007-08-16",52,NA,52,0,"1985-2025"
"BAYARDI","LOZANO","JOSE","ARTURO",1529,"Frente Amplio",2009,2009,46,"Senador","Suplente",NA,1,"1955-06-30","2005-02-15","2010-02-14","2007-08-16",52,NA,52,0,"1985-2025"
"BENTANCOR","HERNANDEZ","JUAN","JOSE",4624,"Frente Amplio",2005,2010,46,"Diputado","Suplente",NA,1,"1943-12-14","2005-02-15","2010-02-14","2007-08-16",63,NA,63,0,"1985-2025"
"BENTANCOR","HERNANDEZ","JUAN","JOSE",4624,"Frente Amplio",2005,2010,46,"Senador","Suplente",NA,1,"1943-12-14","2005-02-15","2010-02-14","2007-08-16",63,NA,63,0,"1985-2025"
"BIANCHI","CASERTA","ELEONORA",NA,1561,"Frente Amplio",2010,2010,46,"Senador","Suplente",NA,0,"1960-11-29","2005-02-15","2010-02-14","2007-08-16",46,NA,46,0,"1985-2025"
"BIANCHI","CASERTA","ELEONORA",NA,1561,"Frente Amplio",2007,2010,46,"Diputado","Suplente",NA,0,"1960-11-29","2005-02-15","2010-02-14","2007-08-16",46,NA,46,0,"1985-2025"
"BONOMI","VARELA","EDISON","EDUARDO",232,"Frente Amplio",2009,2010,46,"Senador","Suplente",NA,1,"1948-10-14","2005-02-15","2010-02-14","2007-08-16",58,NA,58,0,"1985-2025"
"BOUSSES","POMIES","HEBER","ALCIDES",4599,"Frente Amplio",2006,2008,46,"Diputado","Suplente",NA,1,"1961-12-22","2005-02-15","2010-02-14","2007-08-16",45,NA,45,0,"1985-2025"
"BRENTA","BADANO","EDUARDO","ALFONSO",4147,"Frente Amplio",2005,2009,46,"Diputado","Suplente",NA,1,"1959-02-08","2005-02-15","2010-02-14","2007-08-16",48,NA,48,0,"1985-2025"
"CABALLERO","PACHECO","ROBERTO",NA,4705,"Frente Amplio",2008,2008,46,"Diputado","Suplente",NA,1,"1951-01-31","2005-02-15","2010-02-14","2007-08-16",56,NA,56,0,"1985-2025"
"CABALLERO","RUIZ","IRENE",NA,4603,"Partido Nacional",2005,2010,46,"Diputado","Suplente",NA,0,"1974-09-10","2005-02-15","2010-02-14","2007-08-16",32,NA,32,0,"1985-2025"
"CAMPANELLA","GIANECHINE","WALTER","HUGO",2403,"Partido Nacional",2005,2010,46,"Senador","Suplente",NA,1,"1948-03-22","2005-02-15","2010-02-14","2007-08-16",59,NA,59,0,"1985-2025"
"CAMY","ANTOGNAZZA","CARLOS","DANIEL",4148,"Partido Nacional",2010,2010,46,"Senador","Suplente",NA,1,"1970-09-09","2005-02-15","2010-02-14","2007-08-16",36,NA,36,0,"1985-2025"
"CAMY","ANTOGNAZZA","CARLOS","DANIEL",4148,"Partido Nacional",2005,2010,46,"Senador","Suplente",NA,1,"1970-09-09","2005-02-15","2010-02-14","2007-08-16",36,NA,36,0,"1985-2025"
"CARDOSO","SILVA","JOSE","CARLOS",3859,"Partido Nacional",2006,2009,46,"Senador","Suplente",NA,1,"1958-04-24","2005-02-15","2010-02-14","2007-08-16",49,NA,49,0,"1985-2025"
"CARRASCO","TESTORE","AMERICO","MARIA",4531,"Partido Nacional",2005,2008,46,"Diputado","Suplente",NA,1,"1939-02-20","2005-02-15","2010-02-14","2007-08-16",68,NA,68,0,"1985-2025"
"CASAS","VAZQUEZ","RAUL","ALFREDO",4846,"Partido Nacional",2005,2010,46,"Diputado","Suplente",NA,1,"1965-04-29","2005-02-15","2010-02-14","2007-08-16",42,NA,42,1,"1985-2025"
"CHA","MAIDANA","JAVIER",NA,4607,"Frente Amplio",2005,2010,46,"Diputado","Suplente",NA,1,"1965-01-27","2005-02-15","2010-02-14","2007-08-16",42,NA,42,0,"1985-2025"
"AGUIRRE","RAMIREZ","GONZALO",NA,3805,"Partido Nacional",2005,2007,46,"Senador","Suplente",NA,1,"1940-01-25","2005-02-15","2010-02-14","2007-08-16",67,NA,67,0,"1985-2025"
"AGUIRREZABALA","PERILLO","MARTIN",NA,2548,"Partido Colorado",2005,2009,46,"Senador","Suplente",NA,1,"1961-09-03","2005-02-15","2010-02-14","2007-08-16",45,NA,45,0,"1985-2025"
"CRAVEA","RUIZ","MARCELO","FERNANDO",3174,"Partido Nacional",2007,2007,46,"Diputado","Suplente",NA,1,"1959-12-06","2005-02-15","2010-02-14","2007-08-16",47,NA,47,0,"1985-2025"
"DALMAS","GARCEN","SUSANA","ELIDA",1698,"Frente Amplio",2006,2007,46,"Senador","Suplente",NA,0,"1948-07-16","2005-02-15","2010-02-14","2007-08-16",59,NA,59,0,"1985-2025"
"DAMBORIARENA","MANEIRO","LUIS","ALBERTO",403,"Partido Nacional",2005,2005,46,"Diputado","Suplente",NA,1,"1941-11-18","2005-02-15","2010-02-14","2007-08-16",65,NA,65,0,"1985-2025"
"DICANCRO","INELLA","MIGUEL","ISABELINO",1724,"Partido Colorado",2005,2010,46,"Diputado","Suplente",NA,1,"1927-02-23","2005-02-15","2010-02-14","2007-08-16",80,NA,80,0,"1985-2025"
"DUQUE","MORALES","HEBER","FRANCISCO",1730,"Partido Colorado",2005,2010,46,"Diputado","Suplente",NA,1,"1955-01-26","2005-02-15","2010-02-14","2007-08-16",52,NA,52,0,"1985-2025"
"FLANGINI","BERTRAN","YAMANDU","ESTEBAN",558,"Partido Colorado",2005,2010,46,"Diputado","Suplente",NA,1,"1933-04-19","2005-02-15","2010-02-14","2007-08-16",74,NA,74,1,"1985-2025"
"HEBER","FULLGRAFF","ARTURO","DE",1849,"Partido Nacional",2005,2007,46,"Senador","Suplente",NA,1,"1950-06-20","2005-02-15","2010-02-14","2007-08-16",57,NA,57,0,"1985-2025"
"IGORRA","CAIRO","JAIME","NELSON",1858,"Frente Amplio",2008,2008,46,"Diputado","Suplente",NA,1,"1939-07-08","2005-02-15","2010-02-14","2007-08-16",68,NA,68,0,"1985-2025"
"IGORRA","CAIRO","JAIME","NELSON",1858,"Frente Amplio",2005,2005,46,"Diputado","Suplente",NA,1,"1939-07-08","2005-02-15","2010-02-14","2007-08-16",68,NA,68,0,"1985-2025"
"LAPAZ","CORREA","GUSTAVO","JAVIER",3762,"Partido Nacional",2005,2010,46,"Senador","Suplente",NA,1,"1953-08-24","2005-02-15","2010-02-14","2007-08-16",53,NA,53,0,"1985-2025"
"LEGLISE","APEZTEGUIA","LUIS","MARIA",804,"Partido Nacional",2005,2008,46,"Senador","Suplente",NA,1,"1957-10-26","2005-02-15","2010-02-14","2007-08-16",49,NA,49,1,"1985-2025"
"ANDUJAR",NA,"JOSE",NA,69,"Partido Nacional",2005,2008,46,"Senador","Suplente",NA,1,"1944-07-02","2005-02-15","2010-02-14","2007-08-16",63,NA,63,1,"1985-2025"
"MELGAREJO","PEREIRA","ARTIGAS","URUGUAY",903,"Frente Amplio",2005,2010,46,"Diputado","Suplente",NA,1,"1942-11-30","2005-02-15","2010-02-14","2007-08-16",64,NA,64,1,"1985-2025"
"NICOLINI","OTTATI","LEONARDO",NA,1970,"Frente Amplio",2005,2007,46,"Senador","Suplente",NA,1,"1960-03-22","2005-02-15","2010-02-14","2007-08-16",47,NA,47,0,"1985-2025"
"OPERTTI","BADAN","DIDIER",NA,2533,"Partido Colorado",2008,2009,46,"Senador","Suplente",NA,1,"1937-04-23","2005-02-15","2010-02-14","2007-08-16",70,NA,70,0,"1985-2025"
"PEREZ","STEWART","PEDRO","CESAR",2026,"Partido Colorado",2005,2010,46,"Diputado","Suplente",NA,1,"1957-09-08","2005-02-15","2010-02-14","2007-08-16",49,NA,49,0,"1985-2025"
"RAMIREZ","TURELL","JUAN","ANDRES",1164,"Partido Nacional",2005,2005,46,"Senador","Suplente",NA,1,"1946-10-11","2005-02-15","2010-02-14","2007-08-16",60,NA,60,0,"1985-2025"
"ROMERO","CABRERA","JORGE",NA,2102,"Partido Nacional",2005,2005,46,"Senador","Suplente",NA,1,"1956-08-15","2005-02-15","2010-02-14","2007-08-16",51,NA,51,0,"1985-2025"
